MTS793|MPT|DEU|1|2|,|.|:|49|1|1|A

Datenerfassung						Zeit:	261,96191	s	18.07.2023 10:41:18
Datum	Laufzeit	Ch 1 Kraft Sollwert	Ch 1 Kraft	Ch 1 Weg	1470533	1470534	1281068
d	s	kN	kN	mm	mm	mm	mm
45125	211,79102	-3,9000001	-3,8589015	-1,7881393e-05	4,2939446e-05	1,7748967e-05	-0,00010412481
45125	211,99121	-3,9000001	-3,8370435	-8,6426735e-05	8,5759366e-06	1,0582831e-05	-0,00017733641
45125	212,19141	-3,9000001	-3,8602817	-0,00012814999	8,01118e-05	-6,1251412e-06	-9,0590518e-05
45125	212,3916	-3,9000001	-3,8371999	0,00011026859	0,00010029663	4,688196e-06	1,1749551e-06
45125	212,5918	-3,9000001	-3,846662	-0,00086724758	0,00011974936	-5,8199064e-05	-0,00010502462
45125	212,79199	-4,6731448	-4,3036919	-0,0019267201	-4,0489181e-06	-0,00027656826	-0,00029977714
45125	212,99219	-5,4539065	-4,9579272	-0,0051558018	-0,00025878713	-0,00056455954	-0,00056032714
45125	213,19238	-6,2346683	-5,1361918	-0,0061124563	-0,00023613709	-0,0006287499	-0,00076499983
45125	213,39258	-7,01543	-6,0763826	-0,0098347664	-0,0006307945	-0,0011157739	-0,0011417738
45125	213,59277	-7,7961917	-7,3965073	-0,016108155	-0,001011856	-0,001691684	-0,0016090489
45125	213,79297	-8,5769529	-8,4635067	-0,021542609	-0,0014917051	-0,0022138807	-0,0020229083
45125	213,99316	-9,3577147	-9,2413597	-0,024777651	-0,0016742201	-0,0026945341	-0,0025102915
45125	214,19336	-10,138476	-9,9470625	-0,027555227	-0,0020555505	-0,0029972035	-0,0027319342
45125	214,39355	-10,919238	-10,813701	-0,031560659	-0,0023449957	-0,0033990387	-0,003078769
45125	214,59375	-11,7	-11,658284	-0,034400821	-0,0026934568	-0,0038933535	-0,0034728623
45125	214,79395	-12,480762	-12,348149	-0,036785007	-0,0030340888	-0,004206215	-0,0038117773
45125	214,99414	-13,261524	-13,143427	-0,039868057	-0,0033852989	-0,004551779	-0,0040774434
45125	215,19434	-14,042286	-13,970714	-0,042906404	-0,0037253182	-0,0049722465	-0,004509314
45125	215,39453	-14,823048	-14,659275	-0,045348704	-0,0039649215	-0,0052814907	-0,0048654666
45125	215,59473	-15,603809	-15,556688	-0,049360096	-0,0043987534	-0,0056231269	-0,0051901485
45125	215,79492	-16,384571	-16,215816	-0,051265955	-0,0047265366	-0,0059584221	-0,0055328929
45125	215,99512	-17,165333	-17,088442	-0,054575503	-0,0050612222	-0,006370394	-0,0060177553
45125	216,19531	-17,946095	-17,90872	-0,057639182	-0,0054520098	-0,0066922102	-0,0063968422
45125	216,39551	-18,726856	-18,580769	-0,059726834	-0,0057655843	-0,0070438827	-0,0066074119
45125	216,5957	-19,507618	-19,41588	-0,062593818	-0,006189974	-0,0073907422	-0,0071264445
45125	216,7959	-20,28838	-20,262529	-0,066149235	-0,0065657613	-0,0076946588	-0,0075535034
45125	216,99609	-21,069141	-20,958801	-0,067844987	-0,006847512	-0,0080527924	-0,0077684456
45125	217,19629	-21,849903	-21,703112	-0,070422888	-0,0071889362	-0,0083430447	-0,0080906739
45125	217,39648	-22,630665	-22,597858	-0,073081255	-0,0076974262	-0,0087152543	-0,0087504778
45125	217,59668	-23,411427	-23,399033	-0,075925887	-0,0080337105	-0,0091197798	-0,0089976648
45125	217,79688	-24,192188	-24,063951	-0,077998638	-0,0082930801	-0,0094645228	-0,0093405209
45125	217,99707	-24,97295	-24,853228	-0,080877542	-0,0086512975	-0,0097765476	-0,0098575754
45125	218,19727	-25,753712	-25,744131	-0,083522499	-0,0090271896	-0,010112383	-0,010251713
45125	218,39746	-26,534473	-26,445745	-0,086091459	-0,0093921004	-0,010488338	-0,010506663
45125	218,59766	-27,315235	-27,155264	-0,088001788	-0,0097526629	-0,010829039	-0,010898154
45125	218,79785	-28,095997	-28,040327	-0,091123581	-0,010089171	-0,011239422	-0,011378852
45125	218,99805	-28,876759	-28,853998	-0,09354651	-0,010409006	-0,011534956	-0,011708851
45125	219,19824	-29,65752	-29,545162	-0,095266104	-0,010812927	-0,011879501	-0,012184492
45125	219,39844	-30,438282	-30,441843	-0,098258257	-0,011239721	-0,012212819	-0,012674337
45125	219,59863	-31,219044	-31,119471	-0,099779665	-0,011579159	-0,012631662	-0,013008567
45125	219,79883	-31,999805	-31,935627	-0,10277629	-0,011876402	-0,012954942	-0,0133474
45125	219,99902	-32,780567	-32,785282	-0,1058206	-0,012266907	-0,01331995	-0,013790811
45125	220,19922	-33,561329	-33,477776	-0,10731071	-0,012576731	-0,013632142	-0,0140849
45125	220,39941	-34,342091	-34,303505	-0,11008233	-0,012956911	-0,014034702	-0,014424507
45125	220,59961	-35,122852	-35,10397	-0,11213273	-0,013320642	-0,014348768	-0,014909473
45125	220,7998	-35,903614	-35,810741	-0,11383444	-0,013637727	-0,014715989	-0,015337863
45125	221	-36,684376	-36,684929	-0,11711419	-0,013916475	-0,015093833	-0,015647672
45125	221,2002	-37,465137	-37,447071	-0,11900514	-0,014181238	-0,01533275	-0,016071355
45125	221,40039	-38,245899	-38,111473	-0,12041479	-0,014551512	-0,015708925	-0,016543843
45125	221,60059	-39,026661	-39,005207	-0,12322068	-0,014942301	-0,01607001	-0,016929399
45125	221,80078	-39,807423	-39,817829	-0,12496412	-0,015265452	-0,016501501	-0,017246451
45125	222,00098	-40,588184	-40,47319	-0,12723207	-0,015552626	-0,016790116	-0,017576041
45125	222,20117	-41,368946	-41,32056	-0,12970716	-0,015961403	-0,01727362	-0,018145025
45125	222,40137	-42,149708	-42,198334	-0,13246536	-0,016295416	-0,017602656	-0,018387616
45125	222,60156	-42,93047	-42,834858	-0,13425052	-0,016580768	-0,017882664	-0,018674022
45125	222,80176	-43,711231	-43,696918	-0,13699085	-0,016901139	-0,018259415	-0,019282522
45125	223,00195	-44,491993	-44,438656	-0,1378864	-0,017256847	-0,018513607	-0,019599425
45125	223,20215	-45,272755	-45,188267	-0,14035106	-0,017532546	-0,018927153	-0,019855417
45125	223,40234	-46,053516	-46,100975	-0,14312565	-0,017985055	-0,019374063	-0,020413082
45125	223,60254	-46,834278	-46,806694	-0,14470369	-0,018200468	-0,019664045	-0,020866532
45125	223,80273	-47,61504	-47,524422	-0,14681071	-0,018438878	-0,020072589	-0,020985531
45125	224,00293	-48,395802	-48,442905	-0,1494661	-0,018775206	-0,02037628	-0,021474965
45125	224,20313	-49,176563	-49,127098	-0,1513347	-0,019107889	-0,020664178	-0,021917611
45125	224,40332	-49,957325	-49,839581	-0,15316606	-0,019351197	-0,020989005	-0,02222609
45125	224,60352	-50,738087	-50,734005	-0,15500188	-0,019696597	-0,021390874	-0,022564819
45125	224,80371	-51,518848	-51,478924	-0,15758574	-0,020027352	-0,021791773	-0,0229968
45125	225,00391	-52,29961	-52,162827	-0,15926063	-0,020353612	-0,022127485	-0,023283798
45125	225,2041	-53,080372	-53,092999	-0,16237646	-0,020634137	-0,022481337	-0,023655195
45125	225,4043	-53,861134	-53,808472	-0,16357452	-0,02098218	-0,022786181	-0,024147423
45125	225,60449	-54,641895	-54,509525	-0,16577393	-0,021196414	-0,023128763	-0,024466027
45125	225,80469	-55,422657	-55,426334	-0,16802698	-0,021618547	-0,023475576	-0,024777858
45125	226,00488	-56,203419	-56,262985	-0,17014146	-0,022022154	-0,023886703	-0,025340699
45125	226,20508	-56,98418	-56,907024	-0,17153621	-0,022329753	-0,024214439	-0,025634767
45125	226,40527	-57,764942	-57,67778	-0,17398894	-0,02259846	-0,024507066	-0,025876138
45125	226,60547	-58,545704	-58,585743	-0,17583966	-0,022996405	-0,024895176	-0,026231734
45125	226,80566	-59,326466	-59,302002	-0,17792135	-0,023231676	-0,025228567	-0,02673267
45125	227,00586	-60,107227	-59,979916	-0,17998517	-0,023442831	-0,025491158	-0,027013417
45125	227,20605	-60,887989	-60,897949	-0,18227696	-0,02387508	-0,025847882	-0,027249454
45125	227,40625	-61,668751	-61,682613	-0,18423051	-0,024089269	-0,026297456	-0,027764456
45125	227,60645	-62,449512	-62,364765	-0,18555224	-0,02443788	-0,026570525	-0,028074555
45125	227,80664	-63,230274	-63,179752	-0,18785149	-0,024742341	-0,026898697	-0,028362589
45125	228,00684	-64,01104	-64,080223	-0,18979758	-0,025072275	-0,027236117	-0,028808674
45125	228,20703	-64,791801	-64,734703	-0,1917541	-0,025309563	-0,027558981	-0,029202972
45125	228,40723	-65,572563	-65,499283	-0,19367933	-0,025598887	-0,027886245	-0,029412249
45125	228,60742	-66,353325	-66,372833	-0,19630194	-0,0259762	-0,02832336	-0,029677516
45125	228,80762	-67,134087	-67,065109	-0,19733608	-0,026276087	-0,028660376	-0,03010767
45125	229,00781	-67,914848	-67,790749	-0,19929409	-0,026517157	-0,028817244	-0,030362969
45125	229,20801	-68,69561	-68,709465	-0,20171255	-0,026874492	-0,029275754	-0,030693429
45125	229,4082	-69,476372	-69,451317	-0,20362735	-0,027139777	-0,029523065	-0,03107872
45125	229,6084	-70,257133	-70,126595	-0,20484626	-0,027394636	-0,029903648	-0,031459499
