MTS793|MPT|DEU|1|2|,|.|:|49|1|1|A

Bediener Information						Zeit:	22,665039	s	18.07.2023 10:37:18
Datum	18.7.2023
Prüfer	Mac, Sc
Probe 	Pittrich _TP2_CEMIII_A_420_oF_20.6.23 E-Modul Probe 4
Masse	5394
Länge	300,1
Durchmesser	99,0
Bediener Information Ende

Datenerfassung						Zeit:	344,40625	s	18.07.2023 10:42:40
Datum	Laufzeit	Ch 1 Kraft Sollwert	Ch 1 Kraft	Ch 1 Weg	1470533	1470534	1281068
d	s	kN	kN	mm	mm	mm	mm
45125	23,173828	-0,3024089	0,082617626	0,99379718	-0,011086371	-0,027445406	-0,018553462
45125	23,673828	-0,70093048	0,088363886	0,9585008	-0,011035244	-0,027489567	-0,018430553
45125	24,173828	-1,099452	0,10039657	0,89466721	-0,011041205	-0,027420118	-0,018534292
45125	24,673828	-1,4979736	0,063691288	0,8021906	-0,01107784	-0,027488219	-0,018458232
45125	25,173828	-1,8964952	0,044187531	0,67210943	-0,011112383	-0,027481308	-0,018464493
45125	25,673828	-2,2950168	0,092010945	0,5012393	-0,01103865	-0,027497185	-0,018457161
45125	26,173828	-2,6935384	0,080253929	0,29148757	-0,011076809	-0,027452035	-0,018419987
45125	26,673828	-3,0920599	0,028571114	0,045540929	-0,011001552	-0,027486917	-0,018423511
45125	27,173828	-3,4905815	-3,7888904	-0,056369603	-0,01173227	-0,029324606	-0,020001328
45125	27,673828	-3,8891029	-4,3476782	-0,060288608	-0,012019056	-0,0295336	-0,020298285
45125	28,173828	-3,9000001	-4,3530278	-0,061304867	-0,011994374	-0,029549818	-0,020145258
45125	28,673828	-3,9000001	-4,3528862	-0,061437488	-0,012030889	-0,029608306	-0,020272883
45125	29,173828	-3,9000001	-4,3267703	-0,060869753	-0,011951928	-0,029640464	-0,020222003
45125	29,673828	-3,9000001	-4,351368	-0,062172115	-0,012003085	-0,029635688	-0,020216001
45125	30,173828	-3,9000001	-4,3400712	-0,06172359	-0,011936329	-0,029743273	-0,020254143
45125	30,673828	-3,9000001	-4,3287668	-0,061175227	-0,011975773	-0,029700113	-0,020175362
45125	31,173828	-3,9000001	-4,3197351	-0,061655045	-0,011949104	-0,029641367	-0,020201575
45125	31,673828	-3,9000001	-4,2842107	-0,061042607	-0,012029903	-0,029632013	-0,02020565
45125	32,173828	-3,9000001	-4,2550321	-0,060713291	-0,011935807	-0,029598819	-0,02021081
45125	32,673828	-3,9000001	-4,275527	-0,061319768	-0,011917116	-0,029609926	-0,020154122
45125	33,173828	-3,9000001	-4,2583251	-0,061130524	-0,011976879	-0,029614575	-0,020181013
45125	33,673828	-3,9000001	-4,2616763	-0,061656535	-0,012038569	-0,029625343	-0,020094045
45125	34,173828	-3,9000001	-4,2273345	-0,061318278	-0,011984199	-0,029584778	-0,020057986
45125	34,673828	-3,9000001	-4,2072439	-0,060921907	-0,011925797	-0,029565198	-0,020075163
45125	35,173828	-3,9000001	-4,1771736	-0,060592592	-0,011946086	-0,029549727	-0,020123871
45125	35,673828	-3,9000001	-4,1921177	-0,060819089	-0,011950553	-0,029563842	-0,020122355
45125	36,173828	-4,1323242	-4,2618494	0,00014454126	-6,0001676e-05	-5,8494632e-05	8,3696956e-05
45125	36,673828	-6,0823245	-5,9908161	-0,0076413155	-0,00052069681	-0,00092395942	-0,00047364074
45125	37,173828	-8,0323248	-7,8681803	-0,015977025	-0,0012616488	-0,0018023846	-0,0011303365
45125	37,673828	-9,9823246	-10,01182	-0,025631487	-0,0020770801	-0,0028130887	-0,0019395906
45125	38,173828	-11,932324	-12,127666	-0,033922493	-0,0029409786	-0,0037527485	-0,0026913385
45125	38,673828	-13,882324	-14,078318	-0,041902065	-0,0037387351	-0,0047796196	-0,0033952037
45125	39,173828	-15,832325	-16,025938	-0,049012899	-0,0045896056	-0,0056057032	-0,004161044
45125	39,673828	-17,782324	-17,890116	-0,056193769	-0,0053255972	-0,0065095359	-0,0047965827
45125	40,173828	-19,732325	-19,951122	-0,063440204	-0,0063128159	-0,0074303388	-0,0056347796
45125	40,673828	-21,682325	-21,8297	-0,069819391	-0,0070044338	-0,0082755042	-0,0063947672
45125	41,173828	-23,632324	-23,728662	-0,076048076	-0,0079578422	-0,0091346391	-0,0071930378
45125	41,673828	-25,582325	-25,774555	-0,083094835	-0,0087404931	-0,010043086	-0,0080254786
45125	42,173828	-27,532326	-27,618372	-0,088943541	-0,0095557002	-0,010944117	-0,0088705095
45125	42,673828	-29,482325	-29,664925	-0,095798075	-0,010465168	-0,011776389	-0,0098329978
45125	43,173828	-31,432325	-31,655407	-0,10118037	-0,011391967	-0,01271121	-0,010781558
45125	43,673828	-33,382324	-33,496212	-0,10781735	-0,012188961	-0,01346237	-0,011606518
45125	44,173828	-35,332325	-35,492996	-0,11320114	-0,013023293	-0,014402676	-0,012564947
45125	44,673828	-37,282326	-37,351852	-0,11945963	-0,01386094	-0,015209625	-0,013424248
45125	45,173828	-39,232327	-39,399605	-0,12540072	-0,014717264	-0,016155215	-0,014443031
45125	45,673828	-41,182323	-41,267742	-0,13062954	-0,015473037	-0,016961966	-0,015333811
45125	46,173828	-43,132324	-43,314411	-0,13670921	-0,016345019	-0,017842097	-0,01639533
45125	46,673828	-45,082325	-45,263943	-0,14223307	-0,017147645	-0,018711191	-0,017336082
45125	47,173828	-47,032326	-47,169792	-0,14715642	-0,017953768	-0,019594159	-0,018291403
45125	47,673828	-48,982327	-49,042385	-0,152722	-0,018803414	-0,020433187	-0,019170856
45125	48,173828	-50,932327	-50,962124	-0,1583308	-0,019593894	-0,021290399	-0,020132223
45125	48,673828	-52,882324	-52,925594	-0,16353428	-0,020357272	-0,022254996	-0,021129403
45125	49,173828	-54,832325	-54,937672	-0,16953498	-0,02122646	-0,023048004	-0,022049282
45125	49,673828	-56,782326	-56,926411	-0,17528087	-0,022087431	-0,023952466	-0,023003887
45125	50,173828	-58,732327	-58,881306	-0,18064827	-0,022861326	-0,024875157	-0,023976319
45125	50,673828	-60,682327	-60,828457	-0,18564314	-0,023757184	-0,025708722	-0,024913881
45125	51,173828	-62,632324	-62,751877	-0,19083917	-0,024533186	-0,02660333	-0,025819311
45125	51,673828	-64,582329	-64,601273	-0,19557327	-0,025356371	-0,027471043	-0,026798695
45125	52,173828	-66,532326	-66,659172	-0,20162165	-0,0261134	-0,028396547	-0,027715813
45125	52,673828	-68,482323	-68,61602	-0,20625442	-0,027002996	-0,029297434	-0,028767722
45125	53,173828	-70,432327	-70,530258	-0,21140277	-0,027722716	-0,030078914	-0,02967526
45125	53,673828	-72,382324	-72,412903	-0,21627098	-0,028464118	-0,030939281	-0,030528191
45125	54,173828	-74,332329	-74,395523	-0,22113323	-0,029389586	-0,03184979	-0,031534843
45125	54,673828	-76,282326	-76,407104	-0,22665113	-0,030149139	-0,032796439	-0,032314897
45125	55,173828	-78,232323	-78,401459	-0,23197532	-0,031135177	-0,033648834	-0,033360552
45125	55,673828	-80,182327	-80,235085	-0,23637712	-0,031810243	-0,034571014	-0,034261793
45125	56,173828	-82,132324	-82,249031	-0,24145991	-0,032632351	-0,035494559	-0,03509092
45125	56,673828	-84,082329	-84,065804	-0,24625659	-0,033368252	-0,036386557	-0,035975933
45125	57,173828	-86,032326	-86,016701	-0,25106519	-0,0341915	-0,037241116	-0,036894519
45125	57,673828	-87,982323	-88,088432	-0,25580525	-0,035004552	-0,038195297	-0,037836257
45125	58,173828	-89,932327	-89,905602	-0,26067793	-0,035869572	-0,039065864	-0,038742129
45125	58,673828	-91,882324	-91,869141	-0,2658695	-0,036642589	-0,040011954	-0,039634842
45125	59,173828	-93,832329	-93,900131	-0,27091056	-0,037378848	-0,040865332	-0,040521532
45125	59,673828	-95,782326	-95,870522	-0,2758652	-0,038245615	-0,041775435	-0,041319396
45125	60,173828	-97,73233	-97,825417	-0,28049797	-0,039035544	-0,042725146	-0,042255849
45125	60,673828	-99,682327	-99,726479	-0,2850458	-0,039804615	-0,043540671	-0,043134339
45125	61,173828	-101,63232	-101,64428	-0,28968155	-0,040639065	-0,044461563	-0,044047564
45125	61,673828	-103,58233	-103,54102	-0,29418916	-0,041406296	-0,045442	-0,0449223
45125	62,173828	-105,53233	-105,51516	-0,29932708	-0,042110987	-0,04632128	-0,045801446
45125	62,673828	-107,48233	-107,55044	-0,30419827	-0,043096729	-0,047251746	-0,046684936
45125	63,173828	-109,43233	-109,50478	-0,30904114	-0,043877855	-0,048139848	-0,047590479
45125	63,673828	-111,38232	-111,47803	-0,31382143	-0,04459402	-0,049018141	-0,048498593
45125	64,173828	-113,33233	-113,39073	-0,31818748	-0,045431849	-0,049979761	-0,049331531
45125	64,673828	-115,28233	-115,25814	-0,32270253	-0,04626219	-0,050793801	-0,050181221
45125	65,173828	-117,23233	-117,20898	-0,32762438	-0,047051355	-0,0517448	-0,051097333
45125	65,673828	-118,4	-118,46734	-0,33064336	-0,047564134	-0,052472878	-0,051680561
45125	66,173828	-118,4	-118,5218	-0,33151209	-0,047692787	-0,052585103	-0,051929656
45125	66,673828	-118,4	-118,55977	-0,33206344	-0,047796145	-0,052676681	-0,051951706
45125	67,173828	-118,4	-118,44039	-0,33194423	-0,0478228	-0,052735418	-0,051997446
45125	67,673828	-118,4	-118,48037	-0,3326416	-0,047866713	-0,052789573	-0,052087225
45125	68,173828	-118,4	-118,49902	-0,33280849	-0,047942102	-0,052896906	-0,0521916
45125	68,673828	-118,4	-118,44933	-0,33260584	-0,048003688	-0,052927651	-0,052210677
45125	69,173828	-118,4	-118,54677	-0,33302158	-0,047986865	-0,053058006	-0,052275617
45125	69,673828	-118,4	-118,45995	-0,33300072	-0,048121031	-0,053017363	-0,052375652
45125	70,173828	-118,4	-118,45898	-0,33341944	-0,048043191	-0,05309628	-0,052317217
45125	70,673828	-118,4	-118,52728	-0,33384562	-0,048103657	-0,053164635	-0,052496042
45125	71,173828	-118,4	-118,41848	-0,3338024	-0,04812257	-0,053179063	-0,052397512
45125	71,673828	-118,4	-118,44013	-0,33420473	-0,048148341	-0,053264815	-0,052465212
45125	72,173828	-118,4	-118,50191	-0,33444166	-0,048217323	-0,053197775	-0,052604515
45125	72,673828	-118,4	-118,49889	-0,33432245	-0,048248325	-0,053267132	-0,052567672
45125	73,173828	-118,4	-118,49204	-0,33459514	-0,048205148	-0,053265713	-0,052597031
45125	73,673828	-118,4	-118,47403	-0,33502132	-0,048297703	-0,053259239	-0,05257459
45125	74,173828	-118,4	-118,44277	-0,33456981	-0,048272993	-0,053303238	-0,052651379
45125	74,673828	-118,4	-118,41439	-0,33443421	-0,048317995	-0,053424239	-0,052728634
45125	75,173828	-118,4	-118,50809	-0,33525229	-0,048328992	-0,053429451	-0,052713547
45125	75,673828	-118,4	-118,51086	-0,33504665	-0,048389245	-0,053457212	-0,052820344
