MTS793|MPT|DEU|1|2|,|.|:|49|1|1|A

Bediener Information						Zeit:	17,523438	s	30.06.2023 08:18:10
Datum	30.6.2023
Prüfer	Mac, Sc
Probe 	Pittrich TP2_CEM I_420_oF 30.5.23 Druck E-Modul 6
Masse	5417,7
Länge	300,0
Durchmesser	99,1
Bediener Information Ende

Datenerfassung						Zeit:	476,29199	s	30.06.2023 08:25:49
Datum	Laufzeit	Ch 1 Kraft Sollwert	Ch 1 Kraft	Ch 1 Weg	1470533	1470534	1281068
d	s	kN	kN	mm	mm	mm	mm
45107	18,032227	-0,37672353	0,0032056123	4,9897985	-0,13796727	0,77346277	0,02033064
45107	18,532227	-0,76659119	-0,02063252	4,9460993	-0,13791625	0,77319539	0,020186581
45107	19,032227	-1,1564589	-0,011032447	4,8642712	-0,13802086	0,773283	0,020207414
45107	19,532227	-1,5463265	0,00050477684	4,7468228	-0,13802633	0,77354389	0,02020915
45107	20,032227	-1,9361941	-0,012334436	4,5913262	-0,13805145	0,77320069	0,020232182
45107	20,532227	-2,3260617	-0,0085216016	4,3987379	-0,1379959	0,77347517	0,020236008
45107	21,032227	-2,7159295	0,0069141388	4,1695104	-0,13796991	0,77329797	0,020262597
45107	21,532227	-3,1057971	-0,012246892	3,9057479	-0,13795631	0,77339244	0,02031026
45107	22,032227	-3,4956646	-0,014226884	3,6021545	-0,1380109	0,77339393	0,020238155
45107	22,532227	-3,8855324	0,0050850213	3,2615588	-0,13793406	0,77322441	0,020350276
45107	23,032227	-3,9000001	-0,022340566	2,8919742	-0,1379402	0,77360851	0,020246482
45107	23,532227	-3,9000001	-0,017719343	2,5146499	-0,13806397	0,77322775	0,020260766
45107	24,032227	-3,9000001	0,010205433	2,1275983	-0,13796711	0,77341259	0,020334417
45107	24,532227	-3,9000001	-0,020783395	1,729928	-0,13804385	0,77340245	0,020270571
45107	25,032227	-3,9000001	-0,0082589686	1,3229861	-0,13797539	0,77321768	0,02025426
45107	25,532227	-3,9000001	-0,0012014061	0,90341717	-0,13793945	0,77356237	0,020331535
45107	26,032227	-3,9000001	-0,011626631	0,47419816	-0,13795146	0,77325553	0,02025268
45107	26,532227	-3,9000001	-0,25873071	0,034837425	-0,13800232	0,77352285	0,020243805
45107	27,032227	-3,9000001	-4,8264098	-0,093203783	-0,13801421	0,77247268	0,020224677
45107	27,532227	-3,9000001	-5,5353308	-0,098958611	-0,1379606	0,77425301	0,020328142
45107	28,032227	-3,9000001	-5,6176481	-0,099360943	-0,13801216	0,77300876	0,020210493
45107	28,532227	-3,9000001	-5,6312327	-0,09997189	-0,13798793	0,773265	0,020237248
45107	29,032227	-3,9000001	-5,6063867	-0,099253654	-0,13797209	0,77395636	0,02027042
45107	29,532227	-3,9000001	-5,5971837	-0,099259615	-0,1379631	0,77286851	0,020319195
45107	30,032227	-3,9000001	-5,5325961	-0,099155307	-0,13793547	0,77416664	0,020292889
45107	30,532227	-3,9000001	-5,5029111	-0,098274648	-0,13790828	0,77314037	0,020265704
