MTS793|MPT|DEU|1|2|,|.|:|49|1|1|A

Datenerfassung						Zeit:	378,11328	s	30.06.2023 08:24:11
Datum	Laufzeit	Ch 1 Kraft Sollwert	Ch 1 Kraft	Ch 1 Weg	1470533	1470534	1281068
d	s	kN	kN	mm	mm	mm	mm
45107	329,94336	-3,9000001	-3,8792043	-0,040356815	-2,0080242e-05	9,8720193e-06	0,00016651642
45107	330,14355	-3,9000001	-3,894629	-0,039178133	-0,00011617855	-3,9812177e-05	-2,3908104e-05
45107	330,34375	-3,9000001	-3,8594251	-0,039073825	-2,8297603e-05	5,710125e-05	0,00015107839
45107	330,54395	-3,9000001	-3,8551316	-0,038810074	-1,3745404e-06	-1,5106052e-05	0,00019789069
45107	330,74414	-3,9000001	-3,8589854	-0,039467216	1,9990599e-05	5,3372234e-05	4,6708181e-05
45107	330,94434	-4,6731448	-4,3316035	-0,041849911	-0,00015281304	-0,00017040223	-1,9721398e-05
45107	331,14453	-5,4539065	-4,9137826	-0,044511259	-0,00035110544	-0,00041151233	-0,00027354143
45107	331,34473	-6,2346683	-5,0772185	-0,045536458	-0,00043208379	-0,0004802011	-0,00045489351
45107	331,54492	-7,01543	-5,8740673	-0,049331784	-0,00080688513	-0,0007003434	-0,00066440733
45107	331,74512	-7,7961917	-7,5024238	-0,056998432	-0,0013589723	-0,0012175404	-0,0012123528
45107	331,94531	-8,5769529	-8,4251146	-0,060726702	-0,0017940442	-0,0015508607	-0,0014943494
45107	332,14551	-9,3577147	-9,2327185	-0,064243376	-0,0020602867	-0,0018533319	-0,0019448778
45107	332,3457	-10,138476	-10,011805	-0,067678094	-0,0023474761	-0,0020908304	-0,0021133649
45107	332,5459	-10,919238	-10,874009	-0,072139502	-0,0027341403	-0,0024753232	-0,0024104277
45107	332,74609	-11,700001	-11,576438	-0,074695051	-0,0030058511	-0,0027227588	-0,0027803453
45107	332,94629	-12,480762	-12,408206	-0,077812374	-0,0034104439	-0,0030135605	-0,0030071191
45107	333,14648	-13,261524	-13,190673	-0,081487	-0,003741499	-0,003318144	-0,0032005701
45107	333,34668	-14,042286	-13,941956	-0,084027648	-0,0040010782	-0,0036348347	-0,003538206
45107	333,54688	-14,823048	-14,726676	-0,087654591	-0,0043534683	-0,0039166417	-0,0038943365
45107	333,74707	-15,603809	-15,477289	-0,090125203	-0,0046553295	-0,0041935723	-0,0040242211
45107	333,94727	-16,384571	-16,33592	-0,093220174	-0,0050501809	-0,0044728275	-0,0043529854
45107	334,14746	-17,165333	-17,06456	-0,096005201	-0,0053872424	-0,0048122834	-0,0047341841
45107	334,34766	-17,946095	-17,859541	-0,098308921	-0,0056792721	-0,0050364267	-0,0049246307
