MTS793|MPT|DEU|1|2|,|.|:|49|1|1|A

Bediener Information						Zeit:	17,422852	s	11.07.2023 10:29:30
Datum	11.7.2023
Prüfer	Mac, Sc
Probe 	TP2_CEMII-A-LL_420_oF E-Modul Probe 5
Masse	5399,6
Länge	300,3
Durchmesser	99,0
Bediener Information Ende

Datenerfassung						Zeit:	280,19043	s	11.07.2023 10:33:53
Datum	Laufzeit	Ch 1 Kraft Sollwert	Ch 1 Kraft	Ch 1 Weg	1470533	1470534	1281068
d	s	kN	kN	mm	mm	mm	mm
45118	17,932617	0,46324411	0,9198451	1,6932547	0,46530089	0,0050310926	0,3898955
45118	18,432617	-0,02019693	0,91958433	1,6448408	0,46526548	0,0049536824	0,38989908
45118	18,932617	-0,50363797	0,90928209	1,5578121	0,46523046	0,0050112247	0,38991973
45118	19,432617	-0,98707902	0,91806817	1,4283925	0,46525526	0,0049786647	0,38982096
45118	19,932617	-1,47052	0,92244351	1,2620687	0,46525633	0,0050220732	0,38988373
45118	20,432617	-1,9539611	0,91650724	1,0551304	0,46518174	0,0050200932	0,38986546
45118	20,932617	-2,437402	0,9235574	0,80094039	0,46528327	0,0050110184	0,38984758
45118	21,432617	-2,9208431	0,91672516	0,5033344	0,46528846	0,0050474107	0,38987833
45118	21,932617	-3,4042842	0,89727545	0,15480816	0,46518266	0,0049761003	0,38983983
45118	22,432617	-3,8877251	-4,3028088	0,0028163195	0,4637804	0,0030008093	0,38729057
45118	22,932617	-3,9000001	-4,4722404	0	0,46367952	0,0029016568	0,38725135
45118	23,432617	-3,9000001	-4,5220327	-2,682209e-05	0,46364439	0,0028244094	0,38725904
45118	23,932617	-3,9000001	-4,5283976	-0,00049769878	0,46360281	0,0029064461	0,38733259
45118	24,432617	-3,9000001	-4,5420713	-0,00074207783	0,46364689	0,0028744903	0,38722771
45118	24,932617	-3,9000001	-4,5653133	-0,0011414289	0,46365336	0,0028188298	0,38732284
45118	25,432617	-3,9000001	-4,5411043	-0,00074207783	0,46369416	0,0028394524	0,38733652
45118	25,932617	-3,9000001	-4,5587697	-0,00081956387	0,46367913	0,0027952848	0,38729167
45118	26,432617	-3,9000001	-4,5669003	-0,0010818243	0,46350864	0,0028333082	0,38733205
45118	26,932617	-3,9000001	-4,4977608	-0,0012546778	0,46364009	0,0028471558	0,38738203
45118	27,432617	-3,9000001	-4,4796557	-0,00088214874	0,46364164	0,0028603892	0,38738608
45118	27,932617	-3,9000001	-4,4467468	-0,0017255545	0,46363568	0,0028830357	0,38737148
45118	28,432617	-3,9000001	-4,4369826	-7,7486038e-05	0,46375942	0,0028494298	0,38736737
45118	28,932617	-3,9000001	-4,4128036	-0,00011622906	0,46374181	0,0029250395	0,38729945
45118	29,432617	-5,6519532	-5,7664957	-0,0055700541	-0,00051500445	-0,00044023522	-0,00068233657
45118	29,932617	-7,6019535	-7,7770753	-0,013875961	-0,0011677917	-0,00094442657	-0,0016701019
45118	30,432617	-9,5519533	-9,8630457	-0,02348423	-0,0019485605	-0,0016554717	-0,0027531427
45118	30,932617	-11,501953	-11,802025	-0,030723214	-0,0026171547	-0,0022856339	-0,0038270815
45118	31,432617	-13,451954	-13,80213	-0,03875494	-0,0034425962	-0,0028280101	-0,0049133645
45118	31,932617	-15,401954	-15,718271	-0,045317411	-0,0041438509	-0,0034497923	-0,0060307914
45118	32,432617	-17,351954	-17,701725	-0,053733587	-0,004881979	-0,0040879762	-0,0069720047
45118	32,932617	-19,301954	-19,662727	-0,05967021	-0,0055849669	-0,0046828766	-0,0080134021
45118	33,432617	-21,251953	-21,609858	-0,06750524	-0,0064763562	-0,0053937328	-0,0090330541
45118	33,932617	-23,201954	-23,527306	-0,073638558	-0,0072166063	-0,0060470146	-0,0099745058
45118	34,432617	-25,151955	-25,405399	-0,07917881	-0,0079510286	-0,0066502835	-0,010870565
45118	34,932617	-27,101954	-27,354527	-0,0859797	-0,0087545076	-0,0073359036	-0,011887095
45118	35,432617	-29,051954	-29,294239	-0,091031194	-0,0095586739	-0,0080766836	-0,01279291
45118	35,932617	-31,001953	-31,28878	-0,097292662	-0,010371206	-0,0087839141	-0,013675584
45118	36,432617	-32,951954	-33,165409	-0,10283887	-0,011163389	-0,0094941817	-0,014525181
45118	36,932617	-34,901955	-35,129299	-0,10915399	-0,011974249	-0,01022632	-0,015401668
