MTS793|MPT|DEU|1|2|,|.|:|49|1|1|A

Bediener Information						Zeit:	33,634766	Sec	09.07.2010 12:49:28
Datum	09.07.10
Prüfer	Be
Proben Bezeichnung	VII.2 TH-M7-Z19
Bemerkungen	mit dem gemittelten Wert (Druckplattenabstand) der 3 W2TK geregelt, 0,0042mm/sek
Durchmesser in mm	98,6
Länge in mm	299,9
Masse in g	5470,2
Wegaufnehmer HBM (Druckplattenabstand)	W2TK 7733 , -7734 und 7737
Wegaufnehmer MTS	1944A , 1944B und 1281068
Messlänge MTS	100 mm
Bediener Information Ende

Datenerfassung						Zeit:	545,65332	Sec	09.07.2010 12:58:00
42,140625	-33,944099	-0,15574694	-0,12447643	-0,095196009	-0,093234614	-0,10430235	-0,018003037	-0,0053853663	-0,0086643174	-0,010684241
42,640625	-35,890495	-0,16162395	-0,12955162	-0,099803329	-0,098053426	-0,10913613	-0,01885361	-0,0057183849	-0,0093638822	-0,011311959
43,140625	-37,868816	-0,17009228	-0,13465135	-0,10424042	-0,10287915	-0,11392364	-0,019841289	-0,0060094381	-0,010225922	-0,01202555
43,640625	-39,779091	-0,17724335	-0,13969094	-0,10875726	-0,10730708	-0,11858509	-0,020741969	-0,0064454917	-0,010962561	-0,012716674
44,140625	-41,727398	-0,18258393	-0,14479487	-0,11330438	-0,11201511	-0,12337145	-0,021744443	-0,0066962	-0,011799525	-0,013413389
44,640625	-43,669296	-0,18997043	-0,14954758	-0,1177839	-0,11697296	-0,12810148	-0,022523908	-0,0069693876	-0,012535337	-0,014009545
45,140625	-45,638847	-0,19786209	-0,15440492	-0,1221602	-0,12153897	-0,13270137	-0,023476986	-0,0074715521	-0,013566859	-0,014838465
45,640625	-47,569408	-0,20252466	-0,15898973	-0,12654161	-0,12620695	-0,1372461	-0,024442663	-0,0078870421	-0,014149573	-0,015493093
46,140625	-49,527905	-0,20898879	-0,16328946	-0,1308955	-0,13074207	-0,14164235	-0,025176283	-0,0084454883	-0,014895868	-0,016172547
46,640625	-51,477894	-0,21596998	-0,16737676	-0,1352284	-0,13498004	-0,14586173	-0,025987752	-0,0091184014	-0,015453167	-0,016853107
47,140625	-53,403915	-0,22390336	-0,17126681	-0,13951635	-0,13913907	-0,14997408	-0,026711879	-0,0098625896	-0,016044442	-0,017539637
47,640625	-55,417675	-0,22990257	-0,17504619	-0,14366972	-0,14307749	-0,15393114	-0,02741316	-0,010586468	-0,016682051	-0,018227227
48,140625	-57,340115	-0,23549348	-0,17878541	-0,14780462	-0,14709808	-0,15789604	-0,028207649	-0,011418669	-0,017211929	-0,018946081
48,640625	-59,319969	-0,2410844	-0,18243718	-0,15195203	-0,15114789	-0,1618457	-0,028944887	-0,012257921	-0,017768104	-0,019656971
49,140625	-61,257137	-0,24575293	-0,18599789	-0,15605867	-0,15460873	-0,16555509	-0,029703319	-0,013058227	-0,018216494	-0,020326015
49,640625	-63,188606	-0,25119931	-0,1895764	-0,16011798	-0,15834862	-0,16934767	-0,030370664	-0,013936925	-0,018829543	-0,021045711
50,140625	-65,149902	-0,25715977	-0,19313267	-0,16413736	-0,16200323	-0,17309108	-0,031061016	-0,014782365	-0,019391183	-0,021744855
50,640625	-67,070969	-0,26172996	-0,1966342	-0,16816771	-0,16578807	-0,17686333	-0,031900927	-0,015588017	-0,019955803	-0,022481583
51,140625	-69,006943	-0,2687797	-0,20007621	-0,17205358	-0,16942123	-0,180517	-0,032597568	-0,016383501	-0,020372406	-0,023117825
51,640625	-70,97998	-0,27518123	-0,20358856	-0,17614555	-0,17308372	-0,18427262	-0,033248603	-0,017229101	-0,020929929	-0,023802545
52,140625	-72,895332	-0,27799457	-0,20704475	-0,18006933	-0,1766451	-0,18791972	-0,033975035	-0,018092167	-0,021518301	-0,024528502
52,640625	-74,874802	-0,28402507	-0,21045835	-0,1840812	-0,18022877	-0,19158944	-0,034752812	-0,019044116	-0,022145938	-0,025314288
53,140625	-76,833298	-0,29170662	-0,21385922	-0,18799841	-0,18368259	-0,19518007	-0,03555261	-0,019824823	-0,022644959	-0,026007464
53,640625	-78,79834	-0,29771328	-0,21718682	-0,19174945	-0,18715416	-0,19869681	-0,036316164	-0,020678898	-0,023353748	-0,026782937
54,140625	-80,718704	-0,30083507	-0,22049157	-0,1955502	-0,19057029	-0,20220402	-0,037001736	-0,021434618	-0,023855116	-0,02743049
54,640625	-82,688034	-0,30641705	-0,22379141	-0,19926763	-0,19397594	-0,20567833	-0,037786044	-0,022294033	-0,024377465	-0,028152514
55,140625	-84,646057	-0,31106919	-0,22705093	-0,20296788	-0,19734998	-0,20912293	-0,038622744	-0,02314461	-0,024965234	-0,028910862
55,640625	-86,567307	-0,31800568	-0,23025584	-0,2065804	-0,20065735	-0,21249786	-0,039373688	-0,023954429	-0,025531493	-0,029619871
56,140625	-88,553719	-0,32220334	-0,23347712	-0,21026301	-0,2040655	-0,21593522	-0,040084451	-0,024825355	-0,026132848	-0,030347552
56,640625	-90,441971	-0,32950193	-0,23668961	-0,21382391	-0,20737442	-0,21929598	-0,040843174	-0,025561396	-0,026677016	-0,031027196
57,140625	-92,40181	-0,33364594	-0,23982875	-0,21748269	-0,21079068	-0,2227007	-0,041667581	-0,026400775	-0,027274448	-0,031780936
57,640625	-94,358803	-0,33838451	-0,24294753	-0,22100055	-0,21401745	-0,22598851	-0,042418867	-0,027255856	-0,027911093	-0,032528605
58,140625	-96,329102	-0,3440097	-0,24607572	-0,2246232	-0,21728727	-0,22932874	-0,043215781	-0,02801439	-0,02856819	-0,03326612
58,640625	-98,276703	-0,34948885	-0,24918501	-0,22811878	-0,22052287	-0,23260888	-0,043906573	-0,028853744	-0,02914146	-0,03396726
59,140625	-100,26391	-0,35419166	-0,25229117	-0,23169875	-0,2240487	-0,23601288	-0,044784151	-0,029709971	-0,029856782	-0,034783635
59,640625	-102,18661	-0,35739392	-0,25533539	-0,23519695	-0,22721907	-0,23925047	-0,045525935	-0,030536523	-0,030358832	-0,035473764
60,140625	-104,10197	-0,36422759	-0,25839719	-0,23867548	-0,23028952	-0,24245407	-0,046291575	-0,031284623	-0,031111646	-0,036229283
60,640625	-106,05465	-0,36817342	-0,26146787	-0,24212182	-0,23353656	-0,24570875	-0,047022361	-0,032130003	-0,031732108	-0,036961492
61,140625	-108,05505	-0,3721118	-0,26453349	-0,24566007	-0,23679434	-0,24899596	-0,047804926	-0,032939158	-0,032463174	-0,037735753
61,640625	-109,9565	-0,37916303	-0,26753131	-0,24911261	-0,24005377	-0,25223255	-0,048583534	-0,033803105	-0,033015523	-0,038467389
62,140625	-111,90952	-0,3830865	-0,27061534	-0,25254571	-0,24314795	-0,25543633	-0,049372666	-0,034586258	-0,033657912	-0,039205611
62,640625	-113,92161	-0,38730353	-0,27362192	-0,25608027	-0,24640715	-0,25870311	-0,050085779	-0,035450187	-0,034336392	-0,039957453
63,140625	-115,84533	-0,39325058	-0,27656618	-0,25943482	-0,24884178	-0,26161426	-0,050918587	-0,036134101	-0,035031568	-0,040694751
63,640625	-117,76272	-0,39704889	-0,27945811	-0,26279402	-0,25234008	-0,26486406	-0,051751889	-0,036877453	-0,035696853	-0,041442066
64,140625	-119,73916	-0,40326118	-0,28239721	-0,26621544	-0,25583169	-0,26814812	-0,052468132	-0,037669931	-0,036351111	-0,042163059
64,640625	-118,52973	-0,4019618	-0,28164703	-0,26577508	-0,25517428	-0,26753214	-0,052275907	-0,037491839	-0,036125053	-0,041964266
65,140625	-116,48481	-0,3987506	-0,27946931	-0,26348591	-0,25278258	-0,26524594	-0,051572725	-0,036897127	-0,035543423	-0,041337758
65,640625	-114,51795	-0,39488375	-0,27728102	-0,2611084	-0,25034785	-0,26291242	-0,051087826	-0,036323614	-0,035081495	-0,040830977
66,140625	-112,55374	-0,39061159	-0,27503401	-0,25886536	-0,24774556	-0,26054829	-0,050426118	-0,035714526	-0,034491103	-0,040210582
66,640625	-110,59351	-0,38782507	-0,27277246	-0,25657845	-0,24514221	-0,25816438	-0,049912468	-0,035156757	-0,033957917	-0,039675713
67,140625	-108,61029	-0,38363636	-0,2704272	-0,2541095	-0,24275874	-0,25576514	-0,04921836	-0,03452066	-0,033474762	-0,039071262
67,640625	-106,65018	-0,37956387	-0,26807088	-0,25168443	-0,24040352	-0,25338626	-0,048604645	-0,033867233	-0,032927435	-0,038466439
68,140625	-104,73745	-0,37331581	-0,26577228	-0,24915481	-0,23801075	-0,25097927	-0,047970176	-0,033257175	-0,032456595	-0,037894648
68,640625	-102,77325	-0,37194639	-0,26333886	-0,24644315	-0,23546785	-0,24841662	-0,047340244	-0,032629021	-0,031972032	-0,037313767
69,140625	-100,80632	-0,36799163	-0,26093322	-0,24376714	-0,23294498	-0,24588178	-0,046673346	-0,031890091	-0,031371776	-0,03664507
69,640625	-98,842941	-0,36106855	-0,25853935	-0,2410984	-0,2303935	-0,24334376	-0,045984551	-0,031344254	-0,030859645	-0,036062818
70,140625	-96,889091	-0,35727322	-0,25606421	-0,23839092	-0,2277806	-0,24074525	-0,045396771	-0,030731061	-0,030250642	-0,035459492
70,640625	-94,924179	-0,35358518	-0,25358301	-0,23574674	-0,22515613	-0,23816197	-0,044777278	-0,030113805	-0,029776338	-0,034889139
71,140625	-93,015244	-0,35051405	-0,25114262	-0,23314118	-0,22251163	-0,23559847	-0,044087648	-0,029394392	-0,029200155	-0,034227397
71,640625	-91,027504	-0,34693182	-0,24854836	-0,23035467	-0,21975255	-0,2328852	-0,043406617	-0,028717266	-0,028720777	-0,033614889
72,140625	-89,081596	-0,34335703	-0,24604709	-0,22769213	-0,21707883	-0,23027268	-0,042723022	-0,028139023	-0,0281705	-0,033010848
72,640625	-87,149948	-0,33800155	-0,24349724	-0,22493613	-0,21437041	-0,22760126	-0,042153567	-0,027381949	-0,027605642	-0,032380387
73,140625	-85,17276	-0,33478141	-0,24085042	-0,22212315	-0,21150556	-0,22482638	-0,041464463	-0,026798723	-0,027074743	-0,031779312
73,640625	-83,247223	-0,32968074	-0,23824175	-0,21922588	-0,20866956	-0,22204573	-0,040826514	-0,026057942	-0,026508253	-0,031130902
74,140625	-81,289818	-0,32557249	-0,23562393	-0,21643531	-0,20582603	-0,21929508	-0,040080968	-0,025393773	-0,026054647	-0,030509796
74,640625	-79,319916	-0,32148659	-0,23288569	-0,2135011	-0,20294149	-0,21644276	-0,039374962	-0,02466586	-0,02541817	-0,029819664
75,140625	-77,380341	-0,31683296	-0,23019174	-0,21065426	-0,20000783	-0,21361794	-0,038663361	-0,02405856	-0,024982855	-0,029234925
75,640625	-75,42662	-0,30968189	-0,22743775	-0,2076335	-0,19700536	-0,2106922	-0,037954833	-0,023384575	-0,024372596	-0,028570669
76,140625	-73,485283	-0,30817538	-0,22465815	-0,20461512	-0,19401994	-0,2077644	-0,037303515	-0,022633387	-0,02390559	-0,027947497
76,640625	-71,548866	-0,30155033	-0,22191475	-0,20157683	-0,19098157	-0,20482439	-0,036644168	-0,022036603	-0,023380075	-0,027353615
77,140625	-69,598465	-0,29839277	-0,21912217	-0,1984899	-0,18793331	-0,20184846	-0,035873175	-0,021310521	-0,022728659	-0,026637452
77,640625	-67,666336	-0,29182732	-0,21627785	-0,19530833	-0,18482782	-0,19880466	-0,035163417	-0,020586066	-0,022273753	-0,026007745
78,140625	-65,663086	-0,28886497	-0,21338999	-0,19197476	-0,18156324	-0,19564267	-0,034431584	-0,019835193	-0,021739434	-0,025335403
78,640625	-63,756786	-0,28274506	-0,21063806	-0,18869364	-0,17831285	-0,19254819	-0,033785313	-0,019211406	-0,021234483	-0,024743734
79,140625	-61,774227	-0,27701557	-0,20777078	-0,18518949	-0,17505711	-0,18933913	-0,03305687	-0,018424038	-0,020762205	-0,024081038
79,640625	-59,839706	-0,2737686	-0,20497614	-0,18160224	-0,17222778	-0,18626872	-0,032264952	-0,017725179	-0,020008273	-0,023332801
80,140625	-57,882206	-0,26719272	-0,2020694	-0,17810881	-0,16841075	-0,18286298	-0,031543195	-0,016984504	-0,019670032	-0,022732576
80,640625	-55,941402	-0,26381463	-0,19917265	-0,17460215	-0,16543606	-0,17973696	-0,030854963	-0,016213797	-0,019085765	-0,022051508
81,140625	-53,98822	-0,25774986	-0,19620299	-0,17106056	-0,16211902	-0,17646086	-0,030226516	-0,015546691	-0,0187256	-0,021499602
81,640625	-52,0247	-0,25030822	-0,19320256	-0,16741848	-0,15818024	-0,17293376	-0,029446254	-0,014780121	-0,018140145	-0,020788839
82,140625	-50,106163	-0,24585128	-0,19021234	-0,16381621	-0,15494584	-0,16965812	-0,028694637	-0,014023201	-0,017772615	-0,020163484
82,640625	-48,102608	-0,23945868	-0,18708596	-0,1600368	-0,15147318	-0,16619864	-0,027909551	-0,013266015	-0,017100617	-0,019425394
83,140625	-46,176376	-0,23300201	-0,18396355	-0,15627205	-0,14771087	-0,16264883	-0,027131308	-0,012542755	-0,016606245	-0,018760104
83,640625	-44,262974	-0,22934675	-0,18077114	-0,15246546	-0,14413902	-0,15912521	-0,026429493	-0,011827743	-0,016085658	-0,018114299
84,140625	-42,334324	-0,22129565	-0,17745076	-0,14850974	-0,14042668	-0,1554624	-0,025705719	-0,011142559	-0,01550591	-0,017451396
84,640625	-40,328999	-0,21722466	-0,1739372	-0,14444113	-0,13653989	-0,1516394	-0,024836229	-0,010462372	-0,014884584	-0,016727729
85,140625	-38,42057	-0,2094537	-0,17032644	-0,1405046	-0,13268135	-0,14783746	-0,024008106	-0,0099251578	-0,014266361	-0,016066542
85,640625	-36,458649	-0,20281225	-0,16640861	-0,13649178	-0,12857252	-0,14382431	-0,023167478	-0,0093022343	-0,013684127	-0,015384614
86,140625	-34,485279	-0,19582361	-0,16165687	-0,13201773	-0,1244228	-0,13936579	-0,022293363	-0,0089068944	-0,012751035	-0,014650431
86,640625	-32,556786	-0,18951893	-0,15715794	-0,12774992	-0,11944801	-0,13478529	-0,021338506	-0,0085051311	-0,012093447	-0,013979028
87,140625	-30,630177	-0,1837045	-0,15289117	-0,12324011	-0,11502724	-0,13038617	-0,020410229	-0,0081519671	-0,011244159	-0,013268785
87,640625	-28,66688	-0,1751855	-0,14821833	-0,11850953	-0,10962365	-0,12545051	-0,019530445	-0,0077953944	-0,010565426	-0,012630422
88,140625	-26,682976	-0,16735047	-0,14364569	-0,11379862	-0,10450196	-0,12064876	-0,018482137	-0,0073799435	-0,0096654817	-0,011842521
88,640625	-24,738617	-0,15964955	-0,13938312	-0,10899758	-0,099492475	-0,11595773	-0,017467689	-0,0069835596	-0,0089446753	-0,011131975
89,140625	-22,80253	-0,15049875	-0,13426608	-0,10403025	-0,094067894	-0,11078808	-0,016479114	-0,0065871198	-0,0081580728	-0,010408103
89,640625	-20,877794	-0,14557987	-0,12921014	-0,099050522	-0,088722378	-0,10566101	-0,015528518	-0,0062021911	-0,0075515956	-0,0097607682
90,140625	-18,895168	-0,13542175	-0,12422036	-0,093865991	-0,082828097	-0,10030481	-0,014517948	-0,005838614	-0,0067801625	-0,0090455748
90,640625	-16,9818	-0,12723058	-0,11902477	-0,088737845	-0,077210456	-0,094991021	-0,013497256	-0,0054851938	-0,0060600191	-0,0083474899
91,140625	-15,021134	-0,11908412	-0,11353545	-0,083371043	-0,071034044	-0,089313515	-0,01238097	-0,005066338	-0,0053639486	-0,007603752
91,640625	-13,098495	-0,10865629	-0,10772401	-0,077532172	-0,064670175	-0,083308786	-0,011279251	-0,0046713911	-0,0047383457	-0,0068963296
92,140625	-11,114758	-0,0992015	-0,10146441	-0,071392655	-0,058160465	-0,077005841	-0,010061446	-0,0042207465	-0,0040387586	-0,0061069834
92,640625	-9,2191591	-0,088177621	-0,094798245	-0,06487453	-0,051187493	-0,070286758	-0,0088569857	-0,0038676376	-0,003639549	-0,0054547242
93,140625	-7,8254209	-0,080725551	-0,089319155	-0,059442997	-0,045689341	-0,06481716	-0,0078839865	-0,0035525521	-0,0032099485	-0,0048821624
93,640625	-5,2663956	-0,064955652	-0,078234784	-0,049078822	-0,035192318	-0,054168642	-0,0062636239	-0,0031066004	-0,0026276372	-0,0039992873
94,140625	-3,3710265	-0,051864982	-0,068675481	-0,040011406	-0,026958684	-0,045215189	-0,004905317	-0,0025696319	-0,0023251809	-0,0032667099
94,640625	-1,4058242	-0,03542006	-0,056547787	-0,028205991	-0,015584733	-0,03344617	-0,0036825202	-0,0021127276	-0,0020322613	-0,0026091698
95,140625	-0,7061578	-0,024680793	-0,049738493	-0,020746827	-0,0088954428	-0,026460255	-0,0032041296	-0,0017802787	-0,0017982833	-0,0022608973
95,640625	-0,76380855	-0,025212765	-0,04990821	-0,020605326	-0,009057139	-0,026523558	-0,0031682067	-0,0017437118	-0,0017783344	-0,0022300843
96,140625	-0,81539261	-0,023631752	-0,050447073	-0,02083528	-0,0093051689	-0,026862508	-0,0031008422	-0,0017969899	-0,0018119253	-0,0022365858
96,640625	-0,86068469	-0,025580823	-0,050657928	-0,020972371	-0,0094667459	-0,027032349	-0,0031927973	-0,0017618316	-0,0018492453	-0,0022679581
97,140625	-0,92536414	-0,024630129	-0,051013	-0,02124989	-0,0096770944	-0,027313329	-0,0031656437	-0,0017397341	-0,0018102862	-0,0022385546
97,640625	-0,94224155	-0,025320053	-0,051023588	-0,021223545	-0,0096656466	-0,02730426	-0,0031358916	-0,0017198455	-0,0017587654	-0,0022048343
98,140625	-0,93565708	-0,025528669	-0,051045597	-0,021204352	-0,0096329739	-0,027294308	-0,0030448083	-0,0017624435	-0,0017259531	-0,0021777349
98,640625	-0,94207394	-0,024399161	-0,051106583	-0,021272182	-0,0096382201	-0,027338995	-0,0031297486	-0,0016673647	-0,0016963445	-0,0021644859
99,140625	-0,9646166	-0,024268031	-0,051082764	-0,021277308	-0,0096550342	-0,027338369	-0,0031093042	-0,0017463507	-0,0018077642	-0,0022211396
99,640625	-1,0036883	-0,024990737	-0,051162872	-0,021327734	-0,0096767368	-0,027389115	-0,0031225719	-0,0017648286	-0,0017257594	-0,0022043865
100,14063	-0,97384787	-0,024296343	-0,051143989	-0,021316171	-0,0096644545	-0,027374871	-0,0031230655	-0,0017010532	-0,0017120838	-0,0021787342
100,64063	-0,98601371	-0,023974478	-0,051169489	-0,021303773	-0,0096367896	-0,027370017	-0,0031026322	-0,001653184	-0,0016973838	-0,0021510667
101,14063	-0,99185872	-0,026537478	-0,051157221	-0,02127552	-0,0096115097	-0,027348084	-0,0030796751	-0,0017732051	-0,0018201582	-0,0022243462
101,64063	-0,99090314	-0,025776029	-0,051104657	-0,021220922	-0,0095520066	-0,027292529	-0,0030876491	-0,0016669733	-0,001670111	-0,0021415779
102,14063	-1,0005852	-0,025419891	-0,050993156	-0,021149397	-0,009547594	-0,027230049	-0,0030582976	-0,0016842606	-0,0016881153	-0,0021435579
102,64063	-0,98432428	-0,025592744	-0,051013	-0,021140218	-0,0095369816	-0,027230067	-0,0029861294	-0,0016487001	-0,0016253516	-0,0020867269
103,14063	-0,99787039	-0,024853647	-0,050911725	-0,021056533	-0,0094392002	-0,027135819	-0,0029131044	-0,0016884296	-0,0016862676	-0,0020959338
103,64063	-0,99532878	-0,025081635	-0,050848577	-0,021045446	-0,009445997	-0,027113341	-0,0029634088	-0,0016738456	-0,0016925894	-0,0021099478
104,14063	-1,0148754	-0,025883317	-0,050871309	-0,021030903	-0,0093833935	-0,027095202	-0,0030415375	-0,001666114	-0,0017355569	-0,002147736
104,64063	-0,99275279	-0,024113059	4,1136511e-05	-3,8027763e-05	-0,0093101775	-0,0031023563	-0,0029539634	-0,0016805129	-0,0016433746	-0,0020926169
105,14063	-1,2801188	-0,0042945147	-0,0022828358	-0,0018546581	-0,0018849067	-0,0020074667	8,479692e-05	1,2640608e-05	-3,3739954e-05	2,1232525e-05
105,64063	-1,6062373	-0,0053942204	-0,0046753688	-0,0038788319	-0,0039392607	-0,0041644871	-8,745864e-05	-0,00016122637	-0,00014797598	-0,00013222033
106,14063	-1,984154	-0,0092998147	-0,0069987397	-0,0060297251	-0,0056720106	-0,0062334919	-0,00039297901	-0,00024055573	-0,00019337609	-0,00027563694
106,64063	-2,3647287	-0,014282763	-0,0094101569	-0,0082716942	-0,0074389838	-0,0083736116	-0,00052430481	-0,00028764852	-0,00022807717	-0,00034667682
107,14063	-2,7541418	-0,015981495	-0,011772019	-0,01038301	-0,0091893822	-0,010448137	-0,00075343531	-0,00036790455	-0,00030467659	-0,00047533881
107,64063	-3,2037108	-0,019814074	-0,014217717	-0,012508512	-0,010943239	-0,012556489	-0,0010170294	-0,00040045381	-0,0004084371	-0,00060864008
108,14063	-3,6101651	-0,02027601	-0,01635934	-0,014355183	-0,012410549	-0,014375024	-0,0013263142	-0,00048822514	-0,00047381967	-0,00076278631
108,64063	-3,8901141	-0,023326278	-0,017983632	-0,015671134	-0,013421151	-0,015691973	-0,0013738088	-0,00056247762	-0,00046300888	-0,00079976511
109,14063	-4,6046081	-0,028978288	-0,021710696	-0,018766403	-0,015887974	-0,018788358	-0,0017755935	-0,00070760818	-0,0005466789	-0,0010099602
109,64063	-5,0846133	-0,032614172	-0,02422327	-0,020764589	-0,017478464	-0,020822108	-0,0021131374	-0,00075405627	-0,00054455549	-0,0011372498
110,14063	-5,6587114	-0,034208596	-0,026935514	-0,022990465	-0,019117488	-0,02301449	-0,0024658218	-0,0008918338	-0,00069178641	-0,001349814
110,64063	-6,1263585	-0,038251281	-0,029346932	-0,024817824	-0,021002155	-0,025055638	-0,0027525602	-0,00095553952	-0,0007728301	-0,0014936433
111,14063	-6,654191	-0,039538741	-0,031881157	-0,026788473	-0,022860589	-0,02717674	-0,0030302927	-0,0010797651	-0,0008956939	-0,001668584
111,64063	-7,2215147	-0,044189394	-0,03439806	-0,028597474	-0,024459427	-0,029151654	-0,0033849804	-0,001160848	-0,00094522536	-0,0018303512
112,14063	-7,8390756	-0,048069656	-0,037055936	-0,030372143	-0,026363771	-0,031263951	-0,0037912345	-0,0012371447	-0,0011776909	-0,00206869
112,64063	-8,4080362	-0,051359832	-0,039613619	-0,032341361	-0,02842826	-0,033461079	-0,0041318806	-0,0013525267	-0,001238849	-0,0022410855
113,14063	-9,0784025	-0,053180754	-0,042414028	-0,034362435	-0,03037422	-0,035716895	-0,0044665895	-0,0014555492	-0,0014547035	-0,0024589475
113,64063	-9,7499962	-0,058355927	-0,045228753	-0,036138415	-0,032243744	-0,037870303	-0,0049462952	-0,0015786034	-0,0015084445	-0,002677781
114,14063	-10,358004	-0,062285364	-0,047742408	-0,037810087	-0,034376562	-0,039976351	-0,0052165817	-0,0016233311	-0,001741536	-0,002860483
114,64063	-11,025951	-0,063563883	-0,050301172	-0,039577246	-0,036271963	-0,042050127	-0,0055902917	-0,0017379136	-0,0018248037	-0,003051003
115,14063	-11,685311	-0,065901875	-0,052662913	-0,041409135	-0,038518898	-0,044196982	-0,0060171336	-0,0018897648	-0,0021962747	-0,0033677244
115,64063	-12,397119	-0,069914758	-0,055287469	-0,04352653	-0,040098775	-0,046304259	-0,00638422	-0,002053434	-0,0021520965	-0,0035299168
116,14063	-13,102729	-0,074581802	-0,057598691	-0,045470119	-0,042093862	-0,048387557	-0,0066653239	-0,0020227847	-0,0026614927	-0,0037832004
116,64063	-13,848069	-0,076772273	-0,060034767	-0,04753983	-0,044057831	-0,050544143	-0,0071069831	-0,0022218688	-0,002782464	-0,0040371055
117,14063	-14,518624	-0,081509352	-0,062232085	-0,049509287	-0,046403736	-0,052715037	-0,0074599283	-0,0023907251	-0,0031144209	-0,0043216916
117,64063	-15,227119	-0,083687901	-0,064645186	-0,051587701	-0,048146028	-0,05479297	-0,0077161398	-0,002396924	-0,0031948052	-0,0044359565
118,14063	-15,97368	-0,086709857	-0,066897467	-0,053642869	-0,050194897	-0,056911744	-0,0082041631	-0,0026035937	-0,0035774261	-0,004795061
118,64063	-16,73238	-0,090901554	-0,069086365	-0,055585861	-0,052199762	-0,058957331	-0,0084985066	-0,0027073156	-0,0037938878	-0,0049999035
119,14063	-17,54397	-0,092484057	-0,071428262	-0,057569265	-0,054024212	-0,061007246	-0,0089250272	-0,0028849114	-0,0040467605	-0,0052855662
119,64063	-18,309334	-0,096303225	-0,073770873	-0,059621811	-0,056356408	-0,0632497	-0,0092659583	-0,0029670163	-0,0043256506	-0,0055195419
120,14063	-19,141069	-0,099416077	-0,076087512	-0,061673403	-0,058291756	-0,06535089	-0,009603248	-0,0031018392	-0,0046010539	-0,0057687135
