MTS793|MPT|DEU|1|2|,|.|:|49|1|1|A

Bediener Information						Zeit:	58,842773	s	22.09.2014 15:43:38
Datum : 	22.09.2014
Prüfer : 	Pi, Un
Probenbezeichnung :  	TH-M5-Z36
Bemerkungen	Kraftgeregelt
Höhe:	298,9
Durchm.:	98,5
Masse:	5306,5
Bediener Information Ende

Datenerfassung						Zeit:	69,902344	s	22.09.2014 15:43:49
Zeit	Laufzeit	Systemtaktzähler	Ch 1 Segment Ganzzahl-Zähler	Ch 1 Kraft Sollwert	Ch 1 Kraft	Ch 1 Weg	W2TK 7731	W2TK 7733	W2TK 7734	1944 B	2157	1281068	Kette 1470536
s	s	unitless	segments	kN	kN	mm	mm	mm	mm	mm	mm	mm	mm
59,901367	59,900391	968509795	2	-3,9000001	-3,8727541	-0,00087320805	1,129508e-05	-1,7136335e-06	9,2312694e-06	-5,4128468e-06	-5,0514936e-06	-9,3944349e-05	6,5207481e-05
59,911133	59,910156	968509805	2	-3,9000001	-3,8563926	-0,00020265579	1,975894e-05	-2,9668212e-05	2,9057264e-07	-2,8163195e-05	-1,847744e-06	2,6324942e-06	7,6115131e-05
59,920898	59,919922	968509815	2	-3,9000001	-3,8307607	0,00068545341	1,7881393e-06	-8,8959932e-06	-1,0885298e-05	-3,7901103e-05	1,5497208e-05	2,5202042e-05	2,604723e-05
59,930664	59,929688	968509825	2	-3,9000001	-3,884593	-3,8743019e-05	-2,1457672e-06	-2,7790666e-06	-9,6708536e-06	-6,3996762e-05	-3,4809113e-05	1,8613369e-05	2,3543835e-05
59,94043	59,939453	968509835	2	-3,9000001	-3,8516839	-0,00018775463	1,5974045e-05	-9,3430281e-06	2,3469329e-05	-3,83351e-05	5,7950616e-05	-4,7429516e-05	0,00010561943
59,950195	59,949219	968509845	2	-3,9000001	-3,9143376	-0,00027418137	-5,5730343e-06	1,0870397e-05	-2,2128224e-06	-4,0689483e-05	3,9219856e-05	1,930124e-05	4,7028065e-05
59,959961	59,958984	968509855	2	-3,9000001	-3,8848333	-0,00034272671	3,7878752e-05	-2,2672117e-05	-1,873821e-05	-8,1742182e-05	4,9479306e-05	-2,6953319e-05	8,2850456e-05
59,969727	59,96875	968509865	2	-3,9000001	-3,9213841	-0,00078678131	7,2717667e-06	-1,3560057e-05	-7,674098e-07	-0,00013625622	1,462549e-05	-3,3274282e-05	4,3034554e-05
59,979492	59,978516	968509875	2	-3,9000001	-3,8436427	0,00028610229	1,1831522e-05	-1,6033649e-05	-1,6391277e-07	-4,3895096e-05	-5,3167343e-05	-2,7380915e-05	6,878376e-05
59,989258	59,988281	968509885	2	-3,9000001	-3,980849	-0,00033080578	-3,1501055e-05	7,6889992e-06	-5,1468611e-05	-7,2557479e-05	5,0216913e-06	-1,4073433e-05	9,5129013e-05
59,999023	59,998047	968509895	2	-3,9000001	-3,9402695	-0,00095069408	-2,8312206e-05	-3,3058226e-05	-3,3043325e-05	1,5424564e-05	-6,5997243e-05	-2,3264854e-05	7,1942806e-05
60,008789	60,007813	968509905	2	-3,9000001	-3,9605069	0,00075101852	-1,1026859e-06	1,1198223e-05	2,8163195e-06	4,0736049e-06	4,0262938e-05	6,67196e-05	8,559227e-05
60,018555	60,017578	968509915	2	-3,9000001	-3,8473792	-0,00029802322	-1,5288591e-05	1,9773841e-05	-1,5124679e-05	1,9764528e-05	8,8781118e-05	-4,1309337e-05	5,8114529e-05
60,02832	60,027344	968509925	2	-3,9000001	-3,9757676	0,00072419643	1,0073185e-05	-1,8410385e-05	-1,6748905e-05	-4,3474138e-06	-3,0577183e-05	-8,1224345e-05	5,5968761e-05
60,038086	60,037109	968509935	2	-3,9000001	-3,8740151	0,0007301569	-3,5762787e-07	-2,2374094e-05	-1,2397766e-05	-5,3623691e-05	7,0482492e-06	-2,6819465e-05	9,5963478e-05
60,047852	60,046875	968509945	2	-3,9000001	-3,9558914	0,00053346157	-1,3947487e-05	-2,8662384e-05	1,2040138e-05	-4,3248758e-05	-6,2018633e-05	2,202297e-05	8,6843967e-05
60,057617	60,056641	968509955	2	-3,9000001	-3,8471353	0,0012814999	9,3579292e-06	-1,6525388e-05	-1,2539327e-05	-2,1770597e-05	1,9520521e-06	-3,6278598e-05	0,00015443563
60,067383	60,066406	968509965	2	-3,9000001	-3,8872902	-7,4505806e-05	4,8577785e-06	-2,1524727e-05	-1,7516315e-05	3,0340627e-05	3,8489699e-05	1,4556801e-05	0,00014764071
60,077148	60,076172	968509975	2	-3,9000001	-3,8608146	0,00015199184	1,7374754e-05	-3,6731362e-06	8,8438392e-06	-4,674308e-05	5,8248639e-05	-6,4180058e-05	5,5134296e-05
60,086914	60,085938	968509985	2	-3,9000001	-3,8489792	0,00031292439	4,2051077e-05	1,8671155e-05	-1,4804304e-05	-7,3267147e-05	5,8472157e-05	-1,9691652e-05	0,00011843443
60,09668	60,095703	968509995	3	-3,9000001	-3,8929265	0,001090765	1,3023615e-05	-3,4719706e-05	2,6635826e-05	-6,0968101e-05	-6,2696636e-05	-2,3428454e-05	7,0333481e-06
60,106445	60,105469	968510005	3	-3,938086	-3,8986747	-0,00014901161	1,4901161e-07	-2,2798777e-05	3,0077994e-05	-8,193031e-05	-2,0116568e-06	-1,4010224e-05	8,3506107e-05
60,116211	60,115234	968510015	3	-3,976172	-3,906805	3,2782555e-05	6,4074993e-06	-3,2834709e-05	-2,7418137e-06	1,271069e-05	1,1622906e-06	-2,5391671e-05	8,1658363e-05
60,125977	60,125	968510025	3	-4,0142579	-3,9350166	0,0003695488	-3,8951635e-05	4,61936e-06	-4,3213367e-07	-7,9348683e-05	-2,451241e-05	-9,8298377e-05	1,6510487e-05
60,135742	60,134766	968510035	3	-4,0523438	-3,8664732	0,00029206276	3,0875206e-05	-3,3177435e-05	-1,6130507e-05	1,2245029e-05	0,00010155886	-9,6736723e-05	0,00014317036
60,145508	60,144531	968510045	3	-4,0904298	-3,9977283	0,0001847744	-1,9669533e-05	-3,2410026e-06	1,0356307e-05	-4,959479e-05	-2,7015805e-05	-9,3122624e-05	6,7830086e-05
60,155273	60,154297	968510055	3	-4,1285157	-4,0009899	0,00038146973	4,1425228e-06	-1,86041e-05	-2,1055341e-05	-8,9654699e-05	-2,8282404e-05	-0,00012911492	7,6949596e-05
60,165039	60,164063	968510065	3	-4,1666017	-4,1215515	-0,00054240227	-5,7697296e-05	-2,9928982e-05	-3,8482249e-05	-0,00013959035	-5,915761e-05	-4,3094078e-05	8,392334e-05
60,174805	60,173828	968510075	3	-4,2046876	-4,1120572	0,00032484531	-8,6694956e-05	-2,7142465e-05	-5,8397651e-05	-0,00016016699	-0,0001719892	-0,0001172687	2,0205975e-05
60,18457	60,183594	968510085	3	-4,2427735	-4,1235814	0,00087320805	-7,8886747e-05	-1,4282763e-05	-6,622076e-05	-0,00011742488	-4,1417778e-05	-6,5176544e-05	7,6055527e-05
60,194336	60,193359	968510095	3	-4,2808595	-4,2509174	-0,0011563301	-0,00011897087	-1,4826655e-06	-0,00011242181	-0,00013606437	-0,00012373924	-0,00012675757	9,1731548e-05
60,204102	60,203125	968510105	3	-4,3189454	-4,2521076	-0,00058114529	-0,00018435717	-1,1906028e-05	-0,00011655688	-0,00015853718	-0,00011209399	-0,00023432173	0,00010120869
60,213867	60,212891	968510115	3	-4,3570313	-4,3049436	-0,00076591969	-0,00026208162	-3,0174851e-05	-0,00016403943	-0,00019068085	-0,00013817847	-0,00014263806	7,7545643e-05
60,223633	60,222656	968510125	3	-4,3951173	-4,3873882	-0,00082552433	-0,00033178926	-4,9427152e-05	-0,00018485636	-0,00025429577	-0,00025545806	-9,6996999e-05	3,6299229e-05
60,233398	60,232422	968510135	3	-4,4332032	-4,4367352	-0,0016897917	-0,00044462085	-9,2595816e-05	-0,00025549531	-0,00022133067	-0,00018249452	-0,00014242611	8,3744526e-05
60,243164	60,242188	968510145	3	-4,4712892	-4,5016613	-0,001475215	-0,00042852759	-7,1890652e-05	-0,00028298795	-0,00027765706	-0,00029960275	-0,00020837976	8,72612e-05
60,25293	60,251953	968510155	3	-4,5093751	-4,4918284	-0,0013381243	-0,00048550963	-9,7319484e-05	-0,00032720715	-0,0001800023	-0,00017529726	-0,00021761209	7,5638294e-05
60,262695	60,261719	968510165	3	-4,547461	-4,4893866	-0,0006377697	-0,00047519803	-0,00010327995	-0,00035025924	-0,00019505993	-0,00013141334	-0,00016235946	7,6770782e-05
60,272461	60,271484	968510175	3	-4,585547	-4,5421438	-0,0026077032	-0,00047320127	-0,00010769814	-0,00036047399	-0,00021626987	-0,00021811575	-0,00021198271	7,8141689e-05
60,282227	60,28125	968510185	3	-4,6236329	-4,5532045	-0,00060200691	-0,0004901886	-0,00012481213	-0,00038618594	-0,00024786592	-0,00019298494	-0,00024092155	8,2552433e-05
60,291992	60,291016	968510195	3	-4,6617188	-4,6556554	-0,0016391277	-0,00058889389	-0,00017629564	-0,00043732673	-0,00031637214	-0,0003471449	-0,00022179507	8,1956387e-05
60,301758	60,300781	968510205	3	-4,6998048	-4,6116767	-0,0010550022	-0,0005979836	-0,00018856674	-0,00046851486	-0,00027601421	-0,0002880469	-0,000189257	0,00011605024
60,311523	60,310547	968510215	3	-4,7378907	-4,5997462	-0,0022053719	-0,00058710575	-0,00017360598	-0,00046220422	-0,00024082698	-0,00017350167	-0,00016583969	0,0001231432
60,321289	60,320313	968510225	3	-4,7759767	-4,6571007	-0,001937151	-0,00060015917	-0,00020483136	-0,00053048134	-0,00022650696	-0,00025311857	-0,00023407633	8,6128712e-05
60,331055	60,330078	968510235	3	-4,8140626	-4,6387186	-0,0020951033	-0,00061315298	-0,00025492162	-0,00052411109	-0,00026407093	-0,00020886213	-0,0002829076	0,0001128912
60,34082	60,339844	968510245	3	-4,8521485	-4,6721492	-0,0032842159	-0,0006557107	-0,000234887	-0,00053633004	-0,00031228364	-0,00032398105	-0,00021002321	0,00016391277
60,350586	60,349609	968510255	3	-4,8902345	-4,7260022	-0,0021785498	-0,00067475438	-0,00028091669	-0,00059401244	-0,00033702888	-0,00032127649	-0,00011676674	0,00016951561
60,360352	60,359375	968510265	3	-4,9283204	-4,7274027	-0,0031471252	-0,00068619847	-0,00029693544	-0,00062503666	-0,00029784627	-0,0003419593	-0,00014023237	0,00014072657
60,370117	60,369141	968510275	3	-4,9664063	-4,7738848	-0,0025689602	-0,00069215894	-0,00033206493	-0,00064966083	-0,00034839101	-0,0003426075	-0,00030533216	7,9393387e-05
60,379883	60,378906	968510285	3	-5,0044923	-4,7934241	-0,0027656555	-0,00075912476	-0,00034435838	-0,00069597363	-0,00032678246	-0,00027732551	-0,00025164118	0,0001026988
60,389648	60,388672	968510295	3	-5,0425782	-4,8238134	-0,0033587217	-0,00068816543	-0,00035701692	-0,00071236491	-0,00031989068	-0,00031667948	-0,00034299391	4,8100948e-05
60,399414	60,398438	968510305	3	-5,0806642	-4,834486	-0,003439188	-0,00074103475	-0,00040607899	-0,00075924397	-0,00036375411	-0,00030069053	-0,0002717009	0,00011062622
60,40918	60,408203	968510315	3	-5,1187501	-4,9290228	-0,0041812658	-0,00082969666	-0,00045297295	-0,00083173066	-0,0003838595	-0,000397861	-0,00029102075	7,1704388e-05
60,418945	60,417969	968510325	3	-5,156836	-4,9462934	-0,0034123659	-0,00085496902	-0,00050827116	-0,00094364583	-0,00036559254	-0,00041945279	-0,0003282103	0,00011503696
60,428711	60,427734	968510335	3	-5,194922	-4,9621148	-0,0041246414	-0,00092175603	-0,00054459274	-0,00099559128	-0,00036638603	-0,00038643181	-0,00028697905	8,0823898e-05
60,438477	60,4375	968510345	3	-5,2330079	-4,9847531	-0,0032544136	-0,00096964836	-0,00059628487	-0,0010544136	-0,00031489693	-0,0004202351	-0,00038249249	6,5803528e-05
60,448242	60,447266	968510355	3	-5,2710938	-5,0293746	-0,004580617	-0,00093773007	-0,00062179565	-0,0011062473	-0,0003353972	-0,00043059886	-0,00027191656	0,00011461973
60,458008	60,457031	968510365	3	-5,3091798	-5,0586462	-0,002515316	-0,0009893775	-0,0006512776	-0,0011580139	-0,00041873753	-0,00039094687	-0,00035922392	4,7683716e-05
60,467773	60,466797	968510375	3	-5,3472657	-5,099658	-0,0041365623	-0,0010458231	-0,00073502213	-0,0012324601	-0,00052367523	-0,00044153631	-0,00030951886	8,7976456e-05
60,477539	60,476563	968510385	3	-5,3853517	-5,0849094	-0,0028699636	-0,0010868311	-0,00080876797	-0,0013002828	-0,00044814683	-0,00043593347	-0,0002725338	6,9022179e-05
60,487305	60,486328	968510395	3	-5,4234376	-5,2228942	-0,0040501356	-0,0011887252	-0,00087509304	-0,0014084056	-0,0004580263	-0,00054839253	-0,00033095435	0,00011247396
60,49707	60,496094	968510405	3	-5,4615235	-5,1740408	-0,0039547682	-0,0012289882	-0,00090640038	-0,0014705136	-0,00047996081	-0,00049817562	-0,00041249103	0,00013488531
60,506836	60,505859	968510415	3	-5,4996095	-5,1958523	-0,0049769878	-0,0012180805	-0,00095278025	-0,0015051439	-0,00040790997	-0,00040856749	-0,00029259356	0,00016617775
60,516602	60,515625	968510425	3	-5,5376954	-5,2662621	-0,0038862228	-0,0012659431	-0,0010351688	-0,0015378371	-0,00045112707	-0,00046638399	-0,00042212862	0,00013035536
60,526367	60,525391	968510435	3	-5,5757813	-5,2428803	-0,0041812658	-0,0012498498	-0,0010585263	-0,0016281456	-0,00047389045	-0,00042756647	-0,0003422763	0,00016719103
60,536133	60,535156	968510445	3	-5,6138673	-5,2474885	-0,0039994717	-0,0012966394	-0,0010804683	-0,0016560853	-0,00057451054	-0,00056038797	-0,00038381244	0,00020158291
60,545898	60,544922	968510455	3	-5,6519532	-5,2658358	-0,0033378601	-0,0012989342	-0,0011503398	-0,0017119423	-0,00058113597	-0,00053356588	-0,00033540506	0,00010216236
60,555664	60,554688	968510465	3	-5,6900392	-5,2108803	-0,0048011541	-0,0012987256	-0,0011500493	-0,0017273724	-0,00045390986	-0,00048333406	-0,0002747573	0,00014656782
60,56543	60,564453	968510475	3	-5,7281251	-5,2704496	-0,0050067902	-0,0012792051	-0,0011732057	-0,0017555133	-0,00048048422	-0,00053518265	-0,0004185703	8,5234642e-05
60,575195	60,574219	968510485	3	-5,766211	-5,2248573	-0,0035345554	-0,0012878478	-0,0012152642	-0,0017757043	-0,00047443993	-0,00038244575	-0,00040572387	0,0001232028
60,584961	60,583984	968510495	3	-5,804297	-5,3421707	-0,0043362379	-0,0012779236	-0,0012401938	-0,001810953	-0,00049089268	-0,00054673851	-0,00040827456	8,1181526e-05
60,594727	60,59375	968510505	3	-5,8423829	-5,3221154	-0,005325675	-0,001329422	-0,0012618899	-0,0018424541	-0,00056191161	-0,000517115	-0,00035798203	9,9122524e-05
60,604492	60,603516	968510515	3	-5,8804688	-5,2793231	-0,0051528215	-0,0013336241	-0,0013113096	-0,0018791556	-0,00053071976	-0,00047980249	-0,00032180754	0,00015902519
60,614258	60,613281	968510525	3	-5,9185548	-5,4348612	-0,0053226948	-0,0014043152	-0,0013389662	-0,0019205809	-0,00054310076	-0,00057797879	-0,00041049806	5,9425831e-05
60,624023	60,623047	968510535	3	-5,9566407	-5,3725576	-0,0051498413	-0,0014357567	-0,0013803989	-0,0019908994	-0,00051940978	-0,00049536675	-0,00051233987	0,00010681152
60,633789	60,632813	968510545	3	-5,9947267	-5,4624529	-0,0052034855	-0,0014858544	-0,0014214739	-0,0020515174	-0,00055227987	-0,00058303773	-0,00049190462	0,00010401011
60,643555	60,642578	968510555	3	-6,0328126	-5,5706892	-0,0059902668	-0,0016002953	-0,0014838278	-0,002106823	-0,0006079562	-0,00058875978	-0,00053999224	9,4056129e-05
60,65332	60,652344	968510565	3	-6,0708985	-5,5749307	-0,0056445599	-0,0017119944	-0,0015590042	-0,0022537634	-0,00062666275	-0,00062886626	-0,00042566092	0,00016540289
60,663086	60,662109	968510575	3	-6,1089845	-5,6869631	-0,0059515238	-0,0017954409	-0,0016497448	-0,0023913682	-0,00071699917	-0,00069520622	-0,00048815663	8,5175037e-05
60,672852	60,671875	968510585	3	-6,1470704	-5,831748	-0,0075370073	-0,0020094812	-0,0017413273	-0,0025757551	-0,000711523	-0,00068814307	-0,00061433791	0,00016629696
60,682617	60,681641	968510595	3	-6,1851563	-5,9001594	-0,0069618225	-0,0021118224	-0,0018614382	-0,0027495623	-0,00065510534	-0,0007975176	-0,00057912269	0,00014162064
60,692383	60,691406	968510605	3	-6,2232423	-5,887959	-0,0073552132	-0,0021810532	-0,0019621775	-0,0028625801	-0,00063862279	-0,00068942457	-0,00063366513	0,00012683868
60,702148	60,701172	968510615	3	-6,2613282	-5,9101601	-0,0071883202	-0,0021719337	-0,0020554438	-0,0029094443	-0,00068871677	-0,00066488236	-0,00051376398	8,8572502e-05
60,711914	60,710938	968510625	3	-6,2994142	-5,9376397	-0,0081717968	-0,0022360981	-0,0021213889	-0,0030319393	-0,00075990148	-0,00076746196	-0,00058946304	0,00013267994
60,72168	60,720703	968510635	3	-6,3375001	-5,9945359	-0,0070363283	-0,0023540556	-0,0022211671	-0,0031568855	-0,0007993076	-0,00075382739	-0,00063338998	0,00016152859
60,731445	60,730469	968510645	3	-6,375586	-6,1979108	-0,007095933	-0,0025315583	-0,0023828298	-0,0033227131	-0,00085301138	-0,00089940429	-0,00060307543	8,5115433e-05
60,741211	60,740234	968510655	3	-6,413672	-6,2890816	-0,0084280968	-0,0026325881	-0,0024792627	-0,0034992471	-0,00087326206	-0,00085473806	-0,0006483781	0,00011277199
60,750977	60,75	968510665	3	-6,4517579	-6,2308235	-0,0087738037	-0,0027919412	-0,0025753453	-0,003647387	-0,00083963387	-0,00074868649	-0,0007060885	0,00017911196
60,760742	60,759766	968510675	3	-6,4898438	-6,3482466	-0,0091731548	-0,0028509498	-0,0027205423	-0,0037695542	-0,00092646666	-0,00088658184	-0,00075446989	0,0001245141
60,770508	60,769531	968510685	3	-6,5279298	-6,3872895	-0,0090092421	-0,0029101968	-0,0028256029	-0,0039318129	-0,00087643228	-0,00084424764	-0,00070110237	0,00013482571
60,780273	60,779297	968510695	3	-6,5660157	-6,4868536	-0,0095427036	-0,0029683709	-0,0029199794	-0,0040423945	-0,00097186305	-0,00097732246	-0,00070455659	0,00020599365
60,790039	60,789063	968510705	3	-6,6041017	-6,4436479	-0,009354949	-0,0030131042	-0,0030020028	-0,0041296855	-0,000935141	-0,00092592835	-0,00066364883	0,00014442205
60,799805	60,798828	968510715	3	-6,6421876	-6,4704399	-0,0098854303	-0,0030696392	-0,0030771717	-0,0042536557	-0,0010007434	-0,00094990432	-0,00073478196	0,00018441677
60,80957	60,808594	968510725	3	-6,6802735	-6,5477843	-0,0085800886	-0,003102392	-0,0031642318	-0,0043262914	-0,00098020397	-0,00099637359	-0,00068513263	0,00016307831
60,819336	60,818359	968510735	3	-6,7183595	-6,5560417	-0,0085413456	-0,0031094551	-0,0032215193	-0,0043709055	-0,001001643	-0,00090103596	-0,00067868154	0,00020974874
60,829102	60,828125	968510745	3	-6,7564454	-6,742332	-0,0096529722	-0,003223598	-0,0033194795	-0,0045171529	-0,0010316465	-0,0010152981	-0,00074447534	0,00012642145
60,838867	60,837891	968510755	3	-6,7945313	-6,7231097	-0,0096917152	-0,0033954084	-0,0034390241	-0,0046913847	-0,0011177734	-0,0010356382	-0,00091090251	0,00019240379
60,848633	60,847656	968510765	3	-6,8326173	-6,7797117	-0,010365248	-0,0033936799	-0,0035309196	-0,0047730282	-0,0010786038	-0,0010705516	-0,0008078597	0,0001796484
60,858398	60,857422	968510775	3	-6,8707032	-6,7590213	-0,011023879	-0,0034451485	-0,0036098361	-0,004853949	-0,0010751188	-0,0011095852	-0,00080393697	0,00013822317
60,868164	60,867188	968510785	3	-6,9087892	-6,8252587	-0,010752678	-0,0034914911	-0,0036604628	-0,0049254224	-0,0010747425	-0,0010553151	-0,00077145093	0,00019955635
60,87793	60,876953	968510795	3	-6,9468751	-6,8282652	-0,011584163	-0,0035197735	-0,0037525594	-0,0050116107	-0,0010442324	-0,0010659918	-0,00087151176	0,0001770854
60,887695	60,886719	968510805	3	-6,984961	-6,9222078	-0,011324883	-0,0035793185	-0,0038262978	-0,005122602	-0,0010524169	-0,0010620505	-0,00082505267	0,00013500452
60,897461	60,896484	968510815	3	-7,023047	-6,9463196	-0,012364984	-0,0036169589	-0,00391078	-0,0052293465	-0,0011490509	-0,0011134148	-0,00089707074	0,00021207333
60,907227	60,90625	968510825	3	-7,0611329	-7,0451908	-0,011393428	-0,0036952198	-0,003999725	-0,0052873194	-0,0011519287	-0,0011932254	-0,00082071725	0,00017380714
60,916992	60,916016	968510835	3	-7,0992188	-6,9532433	-0,012028217	-0,0037178993	-0,0040525422	-0,005330421	-0,0010831337	-0,0011287183	-0,0007886737	0,000195086
60,926758	60,925781	968510845	3	-7,1373048	-7,1080885	-0,012221932	-0,0037378073	-0,0041345358	-0,0054349378	-0,0011341348	-0,001247257	-0,0009289544	0,00020140409
60,936523	60,935547	968510855	3	-7,1753907	-7,0681329	-0,012406707	-0,0037660301	-0,0041955784	-0,0055679977	-0,0011220891	-0,0012262613	-0,00082587072	0,00017863512
60,946289	60,945313	968510865	3	-7,2134767	-7,1563592	-0,013053417	-0,0038131773	-0,0042801946	-0,0056163892	-0,0010862425	-0,0011075437	-0,00083442259	0,00025784969
60,956055	60,955078	968510875	3	-7,2515626	-7,1546769	-0,012713671	-0,0037994385	-0,0043179616	-0,0057313442	-0,0011978783	-0,0012136027	-0,00083979912	0,00015854836
60,96582	60,964844	968510885	3	-7,2896485	-7,2142577	-0,012308359	-0,0038764775	-0,0044085532	-0,0057993159	-0,0011868086	-0,0011672676	-0,0010276283	0,00018453598
60,975586	60,974609	968510895	3	-7,3277345	-7,3244886	-0,012460351	-0,0039806962	-0,0045013055	-0,0059506595	-0,0012088586	-0,0014121085	-0,0009467944	0,00017213821
60,985352	60,984375	968510905	3	-7,3658204	-7,2737579	-0,012862682	-0,003993839	-0,0045463145	-0,0059741288	-0,0012103878	-0,0012773052	-0,00090635882	0,00018441677
60,995117	60,994141	968510915	3	-7,4039063	-7,3599501	-0,012847781	-0,0040131509	-0,0046056658	-0,006081745	-0,0012544692	-0,0012569353	-0,00083193509	0,00024563074
61,004883	61,003906	968510925	3	-7,4419923	-7,3917823	-0,013545156	-0,0040405095	-0,0047431737	-0,0061531886	-0,0012449212	-0,0012756586	-0,00097826531	0,00016206503
61,014648	61,013672	968510935	3	-7,4800782	-7,4232669	-0,013008714	-0,0040692389	-0,0047760457	-0,006235078	-0,0012569707	-0,0012364313	-0,0010115879	0,00019550323
61,024414	61,023438	968510945	3	-7,5181642	-7,580925	-0,014692545	-0,0041461289	-0,0048688054	-0,0063652173	-0,0013094898	-0,0013847351	-0,0010361839	0,00018960238
61,03418	61,033203	968510955	3	-7,5562501	-7,4909906	-0,014001131	-0,0042718649	-0,0049587563	-0,0064473152	-0,0013434179	-0,0013756379	-0,00096049975	0,00023037195
61,043945	61,042969	968510965	3	-7,594336	-7,537406	-0,014105439	-0,0042963922	-0,0050332248	-0,0065574497	-0,0013286732	-0,001355648	-0,00096956472	0,00019299984
61,053711	61,052734	968510975	3	-7,632422	-7,5662622	-0,014179945	-0,0042809248	-0,0050568879	-0,0065999553	-0,0013049003	-0,0013651848	-0,0010331536	0,00026774406
61,063477	61,0625	968510985	3	-7,6705079	-7,5617657	-0,01412034	-0,0043114126	-0,0051670671	-0,006640017	-0,0012868941	-0,0013200641	-0,0009708624	0,00026464462
61,073242	61,072266	968510995	3	-7,7085938	-7,6607671	-0,014659762	-0,004340142	-0,0051828846	-0,0067771077	-0,0012916885	-0,0013969839	-0,00096537801	0,00022614002
61,083008	61,082031	968511005	3	-7,7466798	-7,6465273	-0,014507771	-0,004370451	-0,0052426681	-0,0067807958	-0,0013640188	-0,0013522878	-0,00097904622	0,0001924634
61,092773	61,091797	968511015	3	-7,7847657	-7,7135267	-0,014913082	-0,0044228137	-0,0053219274	-0,0068794712	-0,0013885144	-0,0013955012	-0,0010390098	0,0002604723
61,102539	61,101563	968511025	3	-7,8228517	-7,7690969	-0,014719367	-0,0044506788	-0,005378902	-0,0069264472	-0,0014483612	-0,001482144	-0,0011084512	0,00022119284
61,112305	61,111328	968511035	3	-7,8609376	-7,7492671	-0,014787912	-0,0044672787	-0,0054206029	-0,0070536286	-0,0013379231	-0,0014212355	-0,0010742436	0,0002644062
61,12207	61,121094	968511045	3	-7,8990235	-7,7858343	-0,015819073	-0,0045101643	-0,0054769665	-0,0071138293	-0,0013584271	-0,0014996603	-0,0010321757	0,00017088652
61,131836	61,130859	968511055	3	-7,9371095	-7,8425837	-0,014907122	-0,0045418739	-0,0055625513	-0,0071344823	-0,0013477076	-0,0014076307	-0,0010901872	0,00021487474
61,141602	61,140625	968511065	3	-7,9751954	-7,7748299	-0,014731288	-0,0045711696	-0,0056009218	-0,0071758255	-0,001426639	-0,0013858825	-0,0010619139	0,00018268824
61,151367	61,150391	968511075	3	-8,0132818	-7,8872666	-0,015550852	-0,0046139657	-0,0056403652	-0,0072717145	-0,0013932399	-0,0014983937	-0,0010816874	0,00016063452
61,161133	61,160156	968511085	3	-8,0513678	-7,8789144	-0,015369058	-0,0046404302	-0,0057138056	-0,0073485672	-0,0013537202	-0,0014206544	-0,0011082838	0,00028145313
61,170898	61,169922	968511095	3	-8,0894537	-7,9960899	-0,015825033	-0,0046611428	-0,0057470948	-0,0074191093	-0,001466617	-0,0015885532	-0,0011153521	0,00023233891
61,180664	61,179688	968511105	3	-8,1275396	-7,9854374	-0,015625358	-0,0047294199	-0,0057813823	-0,0074763149	-0,0014823768	-0,0014999062	-0,0011580298	0,00021952391
61,19043	61,189453	968511115	3	-8,1656256	-8,012537	-0,014612079	-0,0047074556	-0,0058521628	-0,0075350851	-0,0014735404	-0,0014825687	-0,0010853908	0,0002104044
61,200195	61,199219	968511125	3	-8,2037115	-8,0556669	-0,016599894	-0,0047867596	-0,0059254244	-0,0076588169	-0,0014057755	-0,0015311986	-0,0010633863	0,00018423796
61,209961	61,208984	968511135	3	-8,2417974	-8,1313286	-0,016838312	-0,0048508048	-0,006015256	-0,007735379	-0,0015017483	-0,001519382	-0,0012076567	0,00020027161
61,219727	61,21875	968511145	3	-8,2798834	-8,2046576	-0,016409159	-0,0049691498	-0,0060588866	-0,0078610182	-0,0015781391	-0,001614362	-0,0013017312	0,00020980835
61,229492	61,228516	968511155	3	-8,3179693	-8,2675533	-0,017413497	-0,005045265	-0,0061825067	-0,0079714954	-0,0015555657	-0,0016046315	-0,0011983686	0,00017088652
61,239258	61,238281	968511165	3	-8,3560553	-8,3059187	-0,016534328	-0,0051262379	-0,0062812716	-0,008079268	-0,0015727319	-0,0015874207	-0,0011936539	0,00027400255
61,249023	61,248047	968511175	3	-8,3941412	-8,3795004	-0,017669797	-0,0051938295	-0,0063175634	-0,0081447065	-0,00155163	-0,0016418099	-0,0012376255	0,00019353628
61,258789	61,257813	968511185	3	-8,4322271	-8,3308086	-0,01680553	-0,0052295029	-0,0063711181	-0,0082080141	-0,001532767	-0,0015587807	-0,0012802623	0,00021803379
61,268555	61,267578	968511195	3	-8,4703131	-8,4614058	-0,017562509	-0,0052704811	-0,0064549446	-0,0083134249	-0,0016521458	-0,0016613305	-0,0013080261	0,00025784969
61,27832	61,277344	968511205	3	-8,508399	-8,3615065	-0,017336011	-0,0052716732	-0,0065314695	-0,0083281547	-0,0015836824	-0,0016626939	-0,0012373726	0,00020623207
61,288086	61,287109	968511215	3	-8,5464849	-8,4790096	-0,017857552	-0,0053306818	-0,0065857917	-0,0084310994	-0,0015947539	-0,0016849563	-0,0012080731	0,00017631054
