MTS793|MPT|DEU|1|2|,|.|:|49|1|1|A

Bediener Information						Zeit:	26,416992	Sec	09.07.2010 13:05:08
Datum	09.07.10
Prüfer	Be
Proben Bezeichnung	VII.2 TH-M7-Z17
Bemerkungen	mit dem gemittelten Wert (Druckplattenabstand) der 3 W2TK geregelt, 0,0042mm/sek
Durchmesser in mm	98,6
Länge in mm	299,6
Masse in g	5370,2
Wegaufnehmer HBM (Druckplattenabstand)	W2TK 7733 , -7734 und 7737
Wegaufnehmer MTS	1944A , 1944B und 1281068
Messlänge MTS	100 mm
Bediener Information Ende

Datenerfassung						Zeit:	538,4375	Sec	09.07.2010 13:13:40
35,427734	-35,993519	-0,016161799	-0,54574531	-0,032243609	-0,63582003	-0,40460297	-0,0014319401	-0,00022954866	-0,021450642	-0,0077040438
35,927734	-37,903034	-0,022245944	-0,54975718	-0,035661936	-0,63972062	-0,40837991	-0,002379287	-0,00073191896	-0,022030097	-0,0083804345
36,427734	-39,870117	-0,028285384	-0,55386001	-0,039078355	-0,64390886	-0,41228241	-0,0032919645	-0,0013267323	-2,496317e-05	-0,0015478866
36,927734	-41,819637	-0,035579503	-0,55771196	-0,042474151	-0,64761782	-0,41593465	-0,0042926446	-0,0018885601	-0,00056415424	-0,002248453
37,427734	-43,766941	-0,041520596	-0,0026468697	-0,045830131	-0,65091795	-0,23313165	-0,0052324552	-0,0024818424	-0,0013123155	-0,0030088711
37,927734	-45,713509	-0,045157969	-0,0063845189	-0,0018635988	-0,65474671	-0,22099827	-0,006184103	-0,0030481368	-0,0018486716	-0,0036936372
38,427734	-47,643501	-0,052793324	-0,0099205747	-0,0051759481	-0,0013096088	-0,0054687103	-0,0070526693	-0,0036859866	-0,002520863	-0,0044198395
38,927734	-49,605095	-0,056035817	-0,013412487	-0,0085073709	-0,0047451784	-0,0088883452	-0,0080046803	-0,0044231769	-0,0031606741	-0,0051961769
39,427734	-51,564903	-0,063170493	-0,01682796	-0,011831999	-0,0080690747	-0,012243011	-0,0089138094	-0,0050366241	-0,0038815923	-0,0059440085
39,927734	-53,501251	-0,069075823	-0,02025504	-0,015133858	-0,011436197	-0,015608365	-0,0097244717	-0,0057656523	-0,0043874346	-0,006625853
40,427734	-55,453239	-0,072036684	-0,023616808	-0,018415928	-0,014729209	-0,018920649	-0,01059852	-0,0064763967	-0,0051233508	-0,0073994226
40,927734	-57,407448	-0,077107549	-0,02686533	-0,021697402	-0,017932311	-0,022165013	-0,011541801	-0,0072019883	-0,0057246275	-0,0081561385
41,427734	-59,344048	-0,083808601	-0,030068023	-0,024900794	-0,020911768	-0,025293529	-0,012345025	-0,0079894941	-0,0063836463	-0,0089060552
41,927734	-61,306297	-0,089840591	-0,033266988	-0,028191805	-0,024417751	-0,028625514	-0,013245599	-0,008615585	-0,0069957338	-0,0096189724
42,427734	-63,251427	-0,092409551	-0,036368404	-0,031456113	-0,027661158	-0,03182856	-0,014128212	-0,0094552077	-0,0076248758	-0,010402765
42,927734	-65,187996	-0,09766221	-0,039422248	-0,034687877	-0,030266244	-0,034792121	-0,014892155	-0,010184716	-0,0081856512	-0,011087508
43,427734	-67,125092	-0,10352284	-0,042472906	-0,037876725	-0,033669498	-0,038006376	-0,015737435	-0,010909777	-0,0089409985	-0,011862737
43,927734	-69,107986	-0,11031181	-0,045523264	-0,041113377	-0,036800455	-0,041145697	-0,016680025	-0,011656817	-0,0094554611	-0,012597434
44,427734	-71,036812	-0,11475533	-0,048508305	-0,044310331	-0,039703537	-0,044174057	-0,0174242	-0,01250894	-0,010213602	-0,013382248
44,927734	-73,011253	-0,11778176	-0,051487815	-0,047468185	-0,042792283	-0,047249429	-0,018272955	-0,013292078	-0,01082601	-0,014130347
45,427734	-74,943619	-0,12466013	-0,054345239	-0,050557852	-0,045717362	-0,050206818	-0,019197166	-0,013980351	-0,011531103	-0,014902874
45,927734	-76,907799	-0,12861788	-0,057243802	-0,053734899	-0,04873969	-0,053239465	-0,020019926	-0,014836684	-0,012097042	-0,015651217
46,427734	-78,835434	-0,1338318	-0,060057443	-0,056780577	-0,051812038	-0,056216687	-0,020807799	-0,015524369	-0,012882907	-0,016405025
46,927734	-80,79715	-0,13852268	-0,062894173	-0,059940696	-0,054770924	-0,05920193	-0,021713667	-0,016283359	-0,01347148	-0,017156169
47,427734	-82,73645	-0,14144778	-0,065669931	-0,063048959	-0,05758797	-0,062102288	-0,022541914	-0,017130889	-0,01422615	-0,017966317
47,927734	-84,667557	-0,14587343	-0,068507329	-0,06613946	-0,060551271	-0,065066017	-0,023392241	-0,017969292	-0,014807504	-0,018723013
48,427734	-86,664131	-0,15034974	-0,071331613	-0,069286227	-0,063425973	-0,068014607	-0,024212975	-0,018711448	-0,015541811	-0,019488744
48,927734	-88,592888	-0,15542954	-0,074175745	-0,072316647	-0,066314742	-0,070935711	-0,025065817	-0,019465543	-0,016178954	-0,020236772
49,427734	-90,537117	-0,1601845	-0,076956488	-0,075439692	-0,069225453	-0,073873878	-0,025881995	-0,020247839	-0,016811866	-0,020980567
49,927734	-92,516541	-0,16756654	-0,079715818	-0,078508139	-0,072091028	-0,076771662	-0,026705042	-0,021024868	-0,017492857	-0,021740923
50,427734	-94,465126	-0,17026216	-0,082452424	-0,08157599	-0,074962392	-0,079663604	-0,027604338	-0,02186567	-0,018160019	-0,022543343
50,927734	-96,389641	-0,17605126	-0,085194252	-0,084619403	-0,077799767	-0,082537808	-0,02837766	-0,022540219	-0,018839825	-0,023252567
51,427734	-98,343925	-0,17793477	-0,087874323	-0,087694883	-0,080652945	-0,085407384	-0,029283375	-0,023357186	-0,019601356	-0,02408064
51,927734	-100,26199	-0,18357337	-0,090505138	-0,0906955	-0,083447099	-0,08821591	-0,030117404	-0,024152648	-0,020313907	-0,024861319
52,427734	-102,22728	-0,18952787	-0,093185142	-0,093811154	-0,086257882	-0,091084726	-0,030886605	-0,025030416	-0,020951096	-0,025622705
52,927734	-104,20961	-0,19353181	-0,095885359	-0,0968436	-0,089084826	-0,093937926	-0,031792689	-0,025771432	-0,021668237	-0,026410786
53,427734	-106,14481	-0,19673854	-0,098488323	-0,099891424	-0,091909379	-0,096763045	-0,032611411	-0,026491974	-0,022383843	-0,027162408
53,927734	-108,07696	-0,20285696	-0,10112564	-0,1029135	-0,09465649	-0,099565208	-0,033416603	-0,027268864	-0,023151156	-0,027945541
54,427734	-110,04598	-0,20559132	-0,10374773	-0,10587692	-0,097469181	-0,10236461	-0,034262199	-0,028046884	-0,023729	-0,028679362
54,927734	-111,9489	-0,20920038	-0,10633638	-0,10893059	-0,10023972	-0,10516889	-0,03509941	-0,028890125	-0,024499636	-0,02949639
55,427734	-113,93017	-0,21606684	-0,10897321	-0,11196864	-0,10310679	-0,10801621	-0,0359747	-0,029729057	-0,025154192	-0,030285982
55,927734	-115,90752	-0,21903068	-0,11162554	-0,1150353	-0,10591906	-0,11085997	-0,036828633	-0,030517604	-0,025954928	-0,031100389
56,427734	-117,81971	-0,22339523	-0,11421901	-0,11804855	-0,108684	-0,11365052	-0,037624527	-0,031308513	-0,026544686	-0,031825908
56,927734	-119,79876	-0,22736937	-0,11688975	-0,12106502	-0,11150182	-0,11648553	-0,038488787	-0,032095991	-0,027317021	-0,032633934
57,427734	-118,38255	-0,22586733	-0,11613961	-0,1206665	-0,11129607	-0,11603406	-0,038164388	-0,031733003	-0,027020488	-0,03230596
57,927734	-116,45026	-0,22435486	-0,11420079	-0,11867154	-0,10946649	-0,11411294	-0,037618745	-0,031223908	-0,026456024	-0,031766225
58,427734	-114,46498	-0,21908879	-0,11205736	-0,11646831	-0,10735424	-0,11195997	-0,037064109	-0,030626614	-0,025883425	-0,031191383
58,927734	-112,49989	-0,21690577	-0,10995579	-0,11423564	-0,10523496	-0,1098088	-0,036475908	-0,029996742	-0,025250014	-0,030574221
59,427734	-110,55582	-0,21395683	-0,10782354	-0,11200666	-0,10304973	-0,10762665	-0,035835642	-0,029361274	-0,024766665	-0,02998786
59,927734	-108,58793	-0,20890832	-0,10563435	-0,10964477	-0,10076464	-0,10534792	-0,03518841	-0,028763782	-0,024152767	-0,02936832
60,427734	-106,61947	-0,20654202	-0,1035231	-0,10734344	-0,09849719	-0,10312124	-0,034529731	-0,028120328	-0,023632381	-0,028760813
60,927734	-104,62645	-0,2017349	-0,10132903	-0,10505772	-0,096179187	-0,10085531	-0,033865672	-0,027510051	-0,022968125	-0,028114615
61,427734	-102,66785	-0,19906908	-0,099161908	-0,10265756	-0,093810387	-0,098543286	-0,033267651	-0,026876759	-0,022412699	-0,027519036
61,927734	-100,69348	-0,19375235	-0,096900597	-0,10025823	-0,091436632	-0,096198484	-0,032552559	-0,026282806	-0,021762919	-0,026866095
62,427734	-98,726067	-0,19155145	-0,094729207	-0,097864866	-0,089064971	-0,093886346	-0,031890929	-0,025649972	-0,021270428	-0,026270444
62,927734	-96,779564	-0,18676966	-0,09247265	-0,09541738	-0,08669354	-0,091527857	-0,031211775	-0,025017999	-0,020619798	-0,025616525
63,427734	-94,87545	-0,18191636	-0,090261862	-0,092998028	-0,084301963	-0,089187287	-0,030564483	-0,024238721	-0,020040687	-0,024947964
63,927734	-92,836548	-0,17933697	-0,087972231	-0,090468049	-0,081799068	-0,086746447	-0,029874597	-0,023672499	-0,019299012	-0,024282036
64,427734	-90,960381	-0,17467439	-0,085799634	-0,088093877	-0,079446308	-0,084446609	-0,029223744	-0,023004074	-0,018880118	-0,023702646
64,927734	-89,019577	-0,17056614	-0,083458886	-0,08559072	-0,076943949	-0,081997849	-0,028573919	-0,022373825	-0,018304821	-0,023084188
65,427734	-87,029152	-0,16860217	-0,081146762	-0,08317554	-0,074480228	-0,079600841	-0,027865972	-0,021701071	-0,017545644	-0,022370895
65,927734	-85,105438	-0,16245246	-0,078824468	-0,080734491	-0,072003923	-0,077187628	-0,027143519	-0,021036275	-0,016984161	-0,021721318
66,427734	-83,143997	-0,15860051	-0,076439753	-0,078142524	-0,069545865	-0,074709378	-0,026503	-0,020283777	-0,01640315	-0,021063309
66,927734	-81,191757	-0,15639812	-0,074090943	-0,075592875	-0,067128651	-0,072270826	-0,025821589	-0,019683421	-0,015869517	-0,020458175
67,427734	-79,227638	-0,15269071	-0,071688309	-0,072990298	-0,064581752	-0,069753453	-0,025095746	-0,018908679	-0,015192579	-0,019732336
67,927734	-77,335442	-0,14638454	-0,069324762	-0,070389509	-0,062074386	-0,067262888	-0,024443436	-0,018329702	-0,014657002	-0,01914338
68,427734	-75,366898	-0,14377385	-0,066896804	-0,067683697	-0,059543706	-0,064708069	-0,023677431	-0,017610211	-0,013993304	-0,018426983
68,927734	-73,405609	-0,1391232	-0,064428493	-0,064843178	-0,056920197	-0,062063955	-0,022951104	-0,016910441	-0,013461266	-0,017774271
69,427734	-71,436539	-0,13531297	-0,061971072	-0,062028766	-0,054286133	-0,059428658	-0,022172052	-0,016253058	-0,012905445	-0,017110186
69,927734	-69,506042	-0,12919009	-0,0595119	-0,059136152	-0,051634185	-0,056760747	-0,021431122	-0,015537724	-0,012222242	-0,016397029
70,427734	-67,576889	-0,12494922	-0,05712821	-0,056214213	-0,049045015	-0,054129146	-0,020628195	-0,014900241	-0,011639815	-0,01572275
70,927734	-65,597237	-0,12217462	-0,054628205	-0,053111076	-0,046309594	-0,051349625	-0,01994621	-0,014152784	-0,011099946	-0,015066314
71,427734	-63,623421	-0,11793524	-0,052153278	-0,049957037	-0,043625686	-0,048578668	-0,019113492	-0,013446786	-0,010412175	-0,014324151
71,927734	-61,657284	-0,11146367	-0,049731456	-0,046709538	-0,040995199	-0,045812063	-0,018330399	-0,012850244	-0,00993995	-0,013706864
72,427734	-59,743805	-0,10750741	-0,04729123	-0,043511748	-0,038325302	-0,04304276	-0,017551709	-0,012131467	-0,0093221404	-0,013001773
72,927734	-57,810883	-0,10195225	-0,044781964	-0,040316939	-0,035543136	-0,040214013	-0,016686991	-0,011440672	-0,0087487362	-0,012292133
73,427734	-55,830387	-0,09713769	-0,042254593	-0,037031889	-0,03274028	-0,037342254	-0,015842162	-0,010752615	-0,0081371926	-0,011577323
73,927734	-53,889214	-0,093536079	-0,039784238	-0,033744335	-0,029923892	-0,034484155	-0,015023807	-0,010031704	-0,0076386221	-0,010898044
74,427734	-51,978859	-0,087922812	-0,037190173	-0,03041327	-0,0271267	-0,031576715	-0,014250532	-0,0093745217	-0,0069697462	-0,010198266
74,927734	-49,993355	-0,083020329	-0,034535844	-0,026960015	-0,024213007	-0,028569622	-0,013416776	-0,0086959247	-0,006465245	-0,0095259817
75,427734	-48,055645	-0,077691674	-0,031830456	-0,023502588	-0,021289773	-0,025540939	-0,012509467	-0,0080099683	-0,0058103986	-0,0087766116
75,927734	-46,123493	-0,072701275	-0,029161215	-0,019959569	-0,018223209	-0,022447998	-0,011651304	-0,0073731747	-0,0052591078	-0,0080945287
76,427734	-44,167171	-0,066354871	-0,026412707	-0,016437411	-0,014904618	-0,019251579	-0,010695467	-0,0066573806	-0,0045734607	-0,0073087695
76,927734	-42,232002	-0,062462687	-0,023512343	-0,012832761	-0,011542564	-0,015962556	-0,00985948	-0,0060933959	-0,0039425455	-0,006631807
77,427734	-40,295658	-0,056383014	-0,020531809	-0,0091785192	-0,0081809862	-0,012630438	-0,0089086052	-0,0053947791	-0,0034013502	-0,0059015783
77,927734	-38,306923	-0,05158633	-0,017452104	-0,0054067373	-0,0050165798	-0,0092918072	-0,00794865	-0,0047549624	-0,0027046241	-0,0051360787
78,427734	-36,363892	-0,045159459	-0,014233232	-0,0016013384	-0,0018803753	-0,0059049819	-0,0070364811	-0,0042199455	-0,0020894296	-0,0044486187
78,927734	-34,498966	-0,038249791	-0,011004377	0,0021660328	0,0016070061	-0,0024104461	-0,0060363673	-0,0036178455	-0,0014052242	-0,0036864791
79,427734	-32,489998	-0,032626092	-0,0074639311	0,0061607361	0,0049099154	0,0012022401	-0,0049742218	-0,0030753631	-0,0007696338	-0,0029397395
79,927734	-30,5324	-0,027103722	-0,0039608926	0,010190964	0,0089098718	0,0050466475	-0,0040229335	-0,0025506392	-0,00013510883	-0,0022362273
80,427734	-28,606068	-0,020281971	-0,00037798678	0,01424861	0,01291269	0,0089277709	-0,003022382	-0,0019903723	0,00052085891	-0,0014972985
80,927734	-26,625029	-0,013352931	0,003398814	0,018534184	0,016635342	0,012856113	-0,001865888	-0,0015407614	0,0012183376	-0,00072943728
81,427734	-24,680779	-0,0063315034	0,007308647	0,02270472	0,020493276	0,016835548	-0,00080396608	-0,0010869559	0,0018723793	-6,1808773e-06
81,927734	-22,738287	-0,00068545341	0,011392528	0,027038217	0,024278294	0,020903014	0,00032378174	-0,00059622526	0,0025495924	0,00075904961
82,427734	-20,769884	0,0078454614	0,015579371	0,031693101	0,02869531	0,025322594	0,001450696	-0,00020233355	0,0032696351	0,0015059992
82,927734	-18,796452	0,013047457	0,019879339	0,036693573	0,032921951	0,029831622	0,0026907092	0,00013235956	0,0039698556	0,002264308
83,427734	-16,876945	0,021921098	0,024307467	0,041712761	0,037375513	0,034465246	0,0038310373	0,00050710328	0,0046456568	0,0029945991
83,927734	-14,964648	0,02861321	0,028895874	0,046857119	0,041584447	0,039112478	0,0051425891	0,00079575367	0,0053546876	0,0037643434
84,427734	-12,976194	0,037311018	0,033916149	0,052399397	0,047070615	0,044462055	0,0065022083	0,0010995027	0,0060499348	0,0045505487
84,927734	-11,064753	0,048531592	0,039181385	0,058134794	0,052532934	0,049949706	0,0077392142	0,0012953673	0,0067014061	0,0052453293
85,427734	-9,1697531	0,057180226	0,044713583	0,064100385	0,057730824	0,055514932	0,009149624	0,0014594104	0,007409852	0,0060062953
85,927734	-7,7342787	0,062087178	0,049334705	0,068937182	0,062400941	0,060224276	0,010260224	0,0016932841	0,0078830756	0,0066121947
86,427734	-5,1739011	0,077715516	0,058880359	0,078522921	0,070912175	0,069438487	0,012114907	0,0018216483	0,0088545643	0,0075970399
86,927734	-3,3432078	0,092181563	0,067664266	0,086916327	0,078478217	0,077686273	0,013430363	0,0019404143	0,0096314736	0,0083340835
87,427734	-1,3877342	0,11176467	0,081002541	0,099732637	0,090888344	0,090541176	0,01473474	0,0018997118	0,010512963	0,0090491381
87,927734	-0,68960357	0,12063384	0,089551173	0,1081295	0,099752367	0,099144347	0,015281774	0,0020081382	0,011037037	0,0094423164
88,427734	-0,69529021	0,12143552	0,089838654	0,10844493	0,099861652	0,099381745	0,015284619	0,0020381585	0,011034656	0,009452478
88,927734	-0,79406255	0,12022257	0,089439973	0,1079042	0,098895952	0,09874671	0,015233549	0,0020778775	0,010950629	0,0094206855
89,427734	-0,89853364	0,11905283	0,088891789	0,10708117	0,097889282	0,09795408	0,015267763	0,0020942092	0,010953009	0,0094383275
89,927734	-0,8922472	0,11896938	0,088744745	0,10688579	0,09752731	0,097719282	0,015388889	0,0020082053	0,010985501	0,0094608655
90,427734	-0,92442816	0,1187548	0,088496305	0,10663188	0,09710405	0,097410746	0,015365876	0,0020927954	0,010895163	0,0094512785
90,927734	-0,97428089	0,11761785	0,088166244	0,10634565	0,096620873	0,097044259	0,015375608	0,0020689052	0,010997288	0,0094806002
91,427734	-0,93157232	0,12008399	0,088328749	0,10645723	0,096892394	0,097226128	0,015427132	0,0021293648	0,010902263	0,0094862534
91,927734	-0,94284409	0,11863858	0,088343062	0,10653377	0,096884586	0,097253807	0,015439926	0,0020744186	0,011002079	0,009505474
92,427734	-0,95165259	0,12038201	0,088375114	0,10653102	0,096796639	0,097234257	0,015414556	0,0021266378	0,010920934	0,0094873756
92,927734	-0,95184535	0,11998564	0,088323399	0,10646021	0,096668929	0,097150847	0,015436425	0,0020823479	0,010934908	0,0094845602
93,427734	-0,98618972	0,1194939	0,088310286	0,10646629	0,096603222	0,097126603	0,015407902	0,0021222662	0,010969531	0,0094999
93,927734	-0,98893809	0,12081563	0,088032678	0,10623598	0,096240543	0,096836403	0,015434859	0,0021339618	0,010921203	0,0094966749
94,427734	-1,0239102	0,11772513	0,088020526	0,10619712	0,096133158	0,096783601	0,015436749	0,0021519288	0,010913495	0,0095007243
94,927734	-1,0203422	0,11793971	0,088061124	0,10620725	0,096335217	0,096867867	0,015407974	0,0021824874	0,011005044	0,0095318351
95,427734	-0,95624769	0,11841208	0,088254057	0,1064204	0,09663751	0,097103991	0,015528175	0,0021982174	0,010954764	0,0095603857
95,927734	-0,97459662	0,11827201	0,088336147	0,10651875	0,096698202	0,097184367	0,015490227	0,0021701772	0,010974385	0,0095449295
96,427734	-0,99275553	0,12024492	0,088322252	0,10652459	0,096667677	0,097171508	0,015516412	0,0021140669	0,011082001	0,0095708268
96,927734	-0,9851979	0,12023598	0,088346489	0,10651433	0,096668392	0,097176403	0,01553403	0,0022023469	0,010950703	0,0095623601
97,427734	-1,0647514	0,0010848045	-0,00042417517	-0,0003862381	-0,00064416183	-0,00048485838	-4,397225e-05	2,3977831e-05	-8,6911023e-06	-9,5618407e-06
97,927734	-1,2943951	-0,0013530254	-0,0025965318	-0,0022500753	-0,0034204253	-0,0027556776	-0,00011007258	9,1865659e-06	-0,00013256073	-7,7815581e-05
98,427734	-1,5725821	-0,0066787004	-0,0048144152	-0,0039967299	-0,0058828956	-0,0048980135	-0,00024189944	2,9245391e-05	-0,00017254427	-0,00012839944
98,927734	-1,850877	-0,006917119	-0,0069072051	-0,0056226254	-0,0083565144	-0,0069621149	-0,00050553569	-2,2612512e-06	-0,0003615357	-0,00028977756
99,427734	-2,1362092	-0,0097826123	-0,0090954388	-0,007317543	-0,010780349	-0,0090644434	-0,00060054503	-2,3340806e-05	-0,00048963353	-0,00037117311
99,927734	-2,495683	-0,014977157	-0,011391325	-0,0089570284	-0,013283422	-0,011210592	-0,0008023564	-4,9488619e-05	-0,0006785281	-0,00051012437
100,42773	-2,8442955	-0,017303228	-0,013628093	-0,010491014	-0,015631298	-0,013250135	-0,00092201342	1,8293038e-05	-0,00070251152	-0,00053541065
100,92773	-3,1772182	-0,01821667	-0,01557035	-0,011814475	-0,017653158	-0,015012661	-0,0011683266	-8,2600862e-05	-0,00082110986	-0,00069067912
101,42773	-3,4924867	-0,021244586	-0,017210638	-0,012988567	-0,019300587	-0,016499931	-0,0013613849	-7,9231337e-05	-0,00096351653	-0,00080137758
101,92773	-4,1413255	-0,02579093	-0,02076173	-0,015317202	-0,022833044	-0,019637326	-0,0017517495	-0,00013192371	-0,0012067109	-0,0010301281
102,42773	-4,6333795	-0,029809773	-0,023141032	-0,016890883	-0,025285318	-0,021772411	-0,0020269272	-0,00012952462	-0,0012576804	-0,0011380441
102,92773	-5,1170959	-0,031217933	-0,025388746	-0,018387556	-0,027550021	-0,023775442	-0,002363608	-0,00019870326	-0,0015492886	-0,0013705333
103,42773	-5,6820803	-0,035211444	-0,027933795	-0,020050287	-0,030153498	-0,026045861	-0,0026806938	-0,00020614825	-0,0017330162	-0,0015399527
103,92773	-6,2003555	-0,040082633	-0,029990502	-0,021403432	-0,032581862	-0,027991932	-0,0029794392	-0,00025456212	-0,00185569	-0,0016965638
104,42773	-6,783618	-0,04068166	-0,032337148	-0,022945285	-0,034821227	-0,030034553	-0,0034070015	-0,00028703548	-0,0020127147	-0,0019022506
104,92773	-7,3539286	-0,043894351	-0,034685958	-0,024478912	-0,03763362	-0,032266162	-0,0035698821	-0,00029182807	-0,0023693517	-0,0020770207
105,42773	-8,0580826	-0,049678981	-0,03737288	-0,026144266	-0,039629009	-0,034382053	-0,0041233618	-0,00039512292	-0,002370961	-0,002296482
105,92773	-8,6487017	-0,052189827	-0,039619874	-0,027557254	-0,042341176	-0,036506101	-0,0045472379	-0,00043798424	-0,0027633607	-0,0025828609
106,42773	-9,3912411	-0,056546926	-0,04231257	-0,029451966	-0,044447761	-0,038737431	-0,0050250869	-0,00051597133	-0,0029210486	-0,0028207023
106,92773	-10,070004	-0,060516596	-0,044601418	-0,030990124	-0,046667807	-0,040753115	-0,0054550534	-0,00050694868	-0,0031031519	-0,003021718
107,42773	-10,74762	-0,062741339	-0,046999246	-0,032488346	-0,049292449	-0,04292668	-0,0059067924	-0,00061171502	-0,0033360384	-0,0032848485
107,92773	-11,553939	-0,064127147	-0,049588922	-0,034125805	-0,051474158	-0,045062963	-0,0063448516	-0,00062787905	-0,0034932867	-0,0034886724
108,42773	-12,270027	-0,067776442	-0,051912654	-0,035604	-0,053908724	-0,047141794	-0,0068802512	-0,00073857047	-0,0037207454	-0,0037798558
108,92773	-13,011301	-0,070792437	-0,054326415	-0,037300587	-0,056218978	-0,049281992	-0,0071812924	-0,00071984157	-0,0039458089	-0,0039489809
109,42773	-13,789761	-0,076545775	-0,056647081	-0,038869619	-0,058321208	-0,051279303	-0,0078172777	-0,00096974336	-0,0042850897	-0,0043573701
109,92773	-14,662793	-0,078181922	-0,059241205	-0,040607214	-0,060720775	-0,053523064	-0,0082340902	-0,0010476932	-0,0044938996	-0,0045918943
110,42773	-15,374205	-0,082747638	-0,061423484	-0,042139411	-0,06306418	-0,055542357	-0,0086686024	-0,0011036471	-0,0048464313	-0,0048728934
110,92773	-16,276482	-0,084799528	-0,06402988	-0,043955922	-0,065469176	-0,057818327	-0,0090802014	-0,0012407284	-0,0050953217	-0,0051387507
111,42773	-17,187563	-0,087681413	-0,066482976	-0,045689225	-0,067414835	-0,059862345	-0,0096414443	-0,0013520587	-0,0054101609	-0,005467888
111,92773	-17,981375	-0,091865659	-0,068762563	-0,04728353	-0,069561668	-0,061869252	-0,010090285	-0,0015223902	-0,0055984445	-0,0057370397
112,42773	-18,916323	-0,096866488	-0,071290351	-0,049067378	-0,071906798	-0,064088173	-0,010613307	-0,0017578471	-0,0060345046	-0,0061352197
112,92773	-19,828957	-0,098626316	-0,073688485	-0,050816894	-0,074097328	-0,066200905	-0,011133329	-0,0018134993	-0,0063131265	-0,0064199851
113,42773	-20,715099	-0,10152161	-0,076054975	-0,052508116	-0,076181017	-0,068248034	-0,01161985	-0,0020457003	-0,0066054575	-0,0067570028
113,92773	-21,639326	-0,10553449	-0,078351818	-0,054222703	-0,078419127	-0,070331216	-0,012153303	-0,0022635814	-0,0068836957	-0,0071001933
114,42773	-22,592194	-0,10865033	-0,080685534	-0,055959225	-0,080832526	-0,072492428	-0,012559231	-0,0024562422	-0,0072216429	-0,0074123722
