height,slag_ratio,gwp,constraint_beam_design,constraint_temperature,constraint_time
300.0,0.25,2670.7984733269686,4.553844368310931,-0.6263713415026331,0.2
300.0,0.5,2595.9895144030606,4.553844368310931,-0.6310894782332241,0.2
300.0,0.75,2522.4334097669534,4.553844368310931,-0.6354018463589275,0.2
500.0,0.25,1473.34773699074,1.1698858973091286,-0.6120505397659751,-0.9333333333333333
500.0,0.5,1405.8787687568874,1.306031240861004,-0.6184637237849813,-0.9333333333333333
500.0,0.75,1404.7401594819846,1.5950499222902506,-0.6243198828747618,-0.9333333333333333
700.0,0.25,1206.3211458110452,0.14357148884058804,-0.6068494527895041,-0.9333333333333333
700.0,0.5,1031.766908321926,0.15410096515170643,-0.6139503296188357,-0.9333333333333333
700.0,0.75,930.2994819463338,0.1669636878905279,-0.6204153744824652,-0.9333333333333333
