MTS793|MPT|DEU|1|2|,|.|:|49|1|1|A

Bediener Information			Würfeldruckfestigkeit (150mm)			Zeit:	13,358398	Sec	20.02.2013 09:01:25
Datum	20.02.2013
Prüfer:	Kh
Probebezeichnung	7.2 Thiele Zyl. 1 28d 23.01.13 Probe 8
Protokoll Seite	-
Breite [mm]:	150
Höhe [mm]:	150
Länge Einfüllseite [mm]:	150
Masse [g]:	7966
Bediener Information Ende

Datenerfassung						Zeit:	163,47754	Sec	20.02.2013 09:03:55
Ch 1 Weg	Ch 1 Kraft
mm	kN
0,8735714	-0,65694994
-1,198002	-1443,3149

Datenerfassung						Zeit:	163,49023	Sec	20.02.2013 09:03:55
Datum	Tageszeit	Laufzeit	Ch 1 Weg	Ch 1 Kraft
Days	Days	Sec	mm	kN
41331	0,06441202	33,786133	-0,002817349	-14,510204
41331	0,064414337	33,986328	-0,0089156618	-16,879185
41331	0,064416654	34,186523	-0,01470787	-18,77857
41331	0,064418972	34,386719	-0,020333653	-21,098518
41331	0,064421289	34,586914	-0,02500546	-23,851316
41331	0,064423598	34,787109	-0,031519838	-26,055298
41331	0,064425915	34,987305	-0,036907867	-28,54167
41331	0,064428233	35,1875	-0,041600477	-31,418997
41331	0,06443055	35,387695	-0,046180155	-33,588703
41331	0,064432867	35,587891	-0,051009472	-36,583874
41331	0,064435184	35,788086	-0,056745216	-39,365639
41331	0,064437501	35,988281	-0,060697824	-41,767185
41331	0,064439818	36,188477	-0,064855494	-44,78928
41331	0,064442135	36,388672	-0,068888344	-48,002365
41331	0,064444453	36,588867	-0,07323622	-49,989914
41331	0,06444677	36,789063	-0,077649474	-52,146503
41331	0,064449087	36,989258	-0,083120719	-54,272575
41331	0,064451404	37,189453	-0,087765776	-55,804043
41331	0,064453721	37,389648	-0,091700554	-57,386696
41331	0,064456038	37,589844	-0,096366413	-59,870262
41331	0,064458355	37,790039	-0,099445291	-61,406391
41331	0,064460672	37,990234	-0,10662537	-62,970444
41331	0,06446299	38,19043	-0,10952296	-65,241203
41331	0,064465307	38,390625	-0,1139273	-66,795166
41331	0,064467624	38,59082	-0,11808199	-69,160942
41331	0,064469941	38,791016	-0,12210891	-71,513306
41331	0,064472258	38,991211	-0,12545525	-73,773941
41331	0,064474575	39,191406	-0,12966344	-76,380295
41331	0,064476892	39,391602	-0,13353284	-79,13575
41331	0,064479209	39,591797	-0,13732497	-81,406708
41331	0,064481527	39,791992	-0,14077532	-83,639633
41331	0,064483844	39,992188	-0,14379179	-86,228439
41331	0,064486161	40,192383	-0,14717677	-88,619827
41331	0,064488478	40,392578	-0,14967911	-91,131523
41331	0,064490795	40,592773	-0,15432416	-93,944855
41331	0,064493112	40,792969	-0,15678489	-96,621475
41331	0,064495429	40,993164	-0,16080287	-98,807419
41331	0,064497747	41,193359	-0,16352512	-101,26785
41331	0,064500064	41,393555	-0,16684175	-103,79623
41331	0,064502381	41,59375	-0,16971557	-106,01656
41331	0,064504698	41,793945	-0,17107669	-108,15775
41331	0,064507015	41,994141	-0,17408721	-110,37984
41331	0,064509332	42,194336	-0,17711556	-112,33894
41331	0,064511649	42,394531	-0,18007557	-114,34464
41331	0,064513966	42,594727	-0,18284239	-116,39053
41331	0,064516284	42,794922	-0,18358834	-117,85859
41331	0,064518601	42,995117	-0,18563893	-119,80984
41331	0,064520918	43,195313	-0,18894665	-121,50147
41331	0,064523235	43,395508	-0,19124392	-123,14301
41331	0,064525552	43,595703	-0,19363926	-124,79003
41331	0,064527869	43,795898	-0,1955591	-126,94427
41331	0,064530186	43,996094	-0,1970064	-129,32248
