MTS793|MPT|DEU|1|2|,|.|:|49|1|1|A

Bediener Information			Würfeldruckfestigkeit (150mm)			Zeit:	96,654297	s	27.02.2024 10:16:06
Datum	27.02.2024
Prüfer: 	Be, Mac
Probe	20240220_7188_M02_W01
Protokoll Seite	-
Breite [mm]:	150
Höhe [mm]:	150
Länge Einfüllseite [mm]:	150
Masse [g]:	7911
Bediener Information Ende

Datenerfassung						Zeit:	229,1084	s	27.02.2024 10:18:18
Ch 1 Weg	Ch 1 Prüfkraft
mm	kN
4,9060798	3,3596544
-0,9745239	-1201,6743

Datenerfassung						Zeit:	229,11426	s	27.02.2024 10:18:18
Datum	Tageszeit	Laufzeit	Ch 1 Weg	Ch 1 Prüfkraft
d	d	s	mm	kN
45349	0,41035432	120,61328	-0,0018827834	-16,900114
45349	0,41035664	120,81348	-0,0055051274	-18,685123
45349	0,41035897	121,01367	-0,0082293442	-21,127125
45349	0,41036126	121,21387	-0,011052027	-23,330412
45349	0,41036358	121,41406	-0,011806931	-25,738588
45349	0,41036591	121,61426	-0,014301395	-27,940384
45349	0,41036823	121,81445	-0,017133029	-30,448101
45349	0,41037053	122,01465	-0,019170972	-32,315067
45349	0,41037285	122,21484	-0,021119399	-34,812649
45349	0,41037518	122,41504	-0,023169275	-37,197136
45349	0,4103775	122,61523	-0,026093408	-39,020439
45349	0,4103798	122,81543	-0,027728535	-41,150116
45349	0,41038212	123,01563	-0,030118566	-43,148064
45349	0,41038445	123,21582	-0,032344487	-45,367889
45349	0,41038677	123,41602	-0,034716614	-47,211163
45349	0,41038907	123,61621	-0,036808264	-49,314461
45349	0,41039139	123,81641	-0,039466839	-51,455608
45349	0,41039371	124,0166	-0,04146599	-53,34433
45349	0,41039604	124,2168	-0,043241356	-55,309494
45349	0,41039833	124,41699	-0,044783987	-57,230255
45349	0,41040066	124,61719	-0,047541026	-59,502384
45349	0,41040298	124,81738	-0,051646747	-61,843506
45349	0,41040531	125,01758	-0,053305745	-64,055878
45349	0,4104076	125,21777	-0,055379491	-66,269745
45349	0,41040993	125,41797	-0,058354348	-68,736931
45349	0,41041225	125,61816	-0,061129291	-71,397087
45349	0,41041458	125,81836	-0,062651031	-73,636581
45349	0,41041687	126,01855	-0,064844131	-76,011826
45349	0,4104192	126,21875	-0,06767875	-78,388412
45349	0,41042152	126,41895	-0,070781909	-80,71553
45349	0,41042385	126,61914	-0,072980978	-83,235764
45349	0,41042614	126,81934	-0,075511247	-85,688789
