MTS793|MPT|DEU|1|2|,|.|:|49|1|1|A

Datenerfassung						Zeit:	260,81445	s	18.07.2023 10:51:34
Datum	Laufzeit	Ch 1 Kraft Sollwert	Ch 1 Kraft	Ch 1 Weg	1470533	1470534	1281068
d	s	kN	kN	mm	mm	mm	mm
45125	210,64355	-3,9000001	-3,8786492	-6,4074993e-05	7,1655391e-05	-3,683567e-05	-6,1035156e-05
45125	210,84375	-3,9000001	-3,862761	-0,00026673079	9,2153969e-05	-1,1324883e-05	-7,6889992e-06
45125	211,04395	-3,9000001	-3,8864949	-0,00043809414	3,9921433e-05	-4,2468309e-05	-6,9379807e-05
45125	211,24414	-3,9000001	-3,8533435	-0,00010579824	4,3925531e-05	4,0233135e-06	-7,1763992e-05
45125	211,44434	-3,9000001	-3,8850362	9,3877316e-05	1,8048313e-05	-2,8401613e-05	-7,9631805e-05
45125	211,64453	-4,6693358	-4,3489895	-0,0022575259	-0,00022733703	-0,00021675229	-0,00027370453
45125	211,84473	-5,4500976	-4,9918146	-0,0051513314	-0,00045294093	-0,00041016936	-0,00039559603
45125	212,04492	-6,2308598	-5,1899853	-0,0065952539	-0,00058937905	-0,00053736567	-0,00047844648
45125	212,24512	-7,0116215	-5,9940238	-0,010064244	-0,00086823147	-0,00091183186	-0,00072693825
45125	212,44531	-7,7923832	-7,4337759	-0,016663969	-0,0016098259	-0,001452595	-0,0012952685
45125	212,64551	-8,5731449	-8,3820286	-0,021468103	-0,0020938434	-0,0018450916	-0,0017288327
45125	212,8457	-9,3539066	-9,2198372	-0,024326146	-0,0024213425	-0,0021951497	-0,001984179
45125	213,0459	-10,134668	-10,034431	-0,028239191	-0,0028306567	-0,0025672615	-0,0021559596
45125	213,24609	-10,91543	-10,7502	-0,031636655	-0,0032002886	-0,0027883947	-0,0024060011
45125	213,44629	-11,696192	-11,572938	-0,03465414	-0,0036612975	-0,0032621324	-0,0028033257
45125	213,64648	-12,476954	-12,395053	-0,038151443	-0,0039807288	-0,003538847	-0,0030757785
45125	213,84668	-13,257715	-13,118817	-0,04067421	-0,0044067167	-0,0038039088	-0,0033145547
45125	214,04688	-14,038477	-13,945683	-0,043742359	-0,0047315266	-0,0042135715	-0,0036728382
45125	214,24707	-14,819239	-14,716013	-0,047142804	-0,0052856458	-0,0044517219	-0,0040400624
45125	214,44727	-15,6	-15,46249	-0,050145388	-0,0055956347	-0,0047315061	-0,0042838454
45125	214,64746	-16,380762	-16,309412	-0,052934885	-0,0059872591	-0,0052012801	-0,004717648
45125	214,84766	-17,161524	-17,066906	-0,055864453	-0,0063643614	-0,0055566728	-0,0050647855
45125	215,04785	-17,942286	-17,830576	-0,058726966	-0,0067100879	-0,0058687627	-0,0053648949
45125	215,24805	-18,723047	-18,640411	-0,061479211	-0,007103147	-0,0062051117	-0,0056983829
45125	215,44824	-19,503809	-19,379902	-0,063331425	-0,0075081582	-0,0064840615	-0,0060268641
45125	215,64844	-20,284571	-20,239767	-0,067105889	-0,0078549013	-0,0068623126	-0,0064252615
45125	215,84863	-21,065332	-20,988119	-0,069218874	-0,0083024036	-0,00726524	-0,0067162514
45125	216,04883	-21,846094	-21,723457	-0,071829557	-0,0085891448	-0,0074780881	-0,007078886
45125	216,24902	-22,626856	-22,554029	-0,07520467	-0,0090653924	-0,0078569949	-0,0074167252
45125	216,44922	-23,407618	-23,30962	-0,077056885	-0,0094034104	-0,0082142353	-0,0078554749
45125	216,64941	-24,188379	-24,10737	-0,07994771	-0,0097800344	-0,0085311532	-0,0081949234
45125	216,84961	-24,969141	-24,95466	-0,083249807	-0,010112613	-0,0088472664	-0,0086466074
45125	217,0498	-25,749903	-25,644203	-0,084994733	-0,010539976	-0,0092146695	-0,0088835955
45125	217,25	-26,530664	-26,432381	-0,087946653	-0,010904528	-0,0095306933	-0,0092330575
45125	217,4502	-27,311426	-27,256445	-0,090605021	-0,011167125	-0,0098817945	-0,0096488595
45125	217,65039	-28,092188	-27,953175	-0,092862546	-0,01166698	-0,010226607	-0,0099955797
45125	217,85059	-28,87295	-28,828253	-0,095401704	-0,011986471	-0,010654747	-0,010415733
45125	218,05078	-29,653711	-29,595795	-0,097948313	-0,012400446	-0,01095137	-0,010757923
45125	218,25098	-30,434473	-30,385838	-0,10079592	-0,012744141	-0,011256099	-0,01108855
45125	218,45117	-31,215235	-31,121941	-0,10230839	-0,01304887	-0,011697382	-0,011476755
