MTS793|MPT|DEU|1|2|,|.|:|49|1|1|A

Bediener Information			Würfeldruckfestigkeit (150mm)			Zeit:	12,738281	Sec	06.02.2013 12:56:22
Datum	06.02.2013
Prüfer:	Kh
Probebezeichnung	7.2 Thiele 28d v. 09.01.13 Probe 1
Protokoll Seite	-
Breite [mm]:	150
Höhe [mm]:	150
Länge Einfüllseite [mm]:	149
Masse [g]:	7971
Bediener Information Ende

Datenerfassung						Zeit:	157,0625	Sec	06.02.2013 12:58:46
Ch 1 Weg	Ch 1 Kraft
mm	kN
0,86603767	10,206552
-1,2313941	-1417,3629

Datenerfassung						Zeit:	157,07227	Sec	06.02.2013 12:58:46
Datum	Tageszeit	Laufzeit	Ch 1 Weg	Ch 1 Kraft
Days	Days	Sec	mm	kN
41317	0,22765608	29,576172	-0,0026657828	-16,550167
41317	0,22765839	29,776367	-0,0055544572	-18,560345
41317	0,22766072	29,976563	-0,010621525	-20,454491
41317	0,22766303	30,176758	-0,014921846	-23,20208
41317	0,22766535	30,376953	-0,018520802	-25,731655
41317	0,22766766	30,577148	-0,024268432	-28,292288
41317	0,22766998	30,777344	-0,027478069	-30,699184
41317	0,22767229	30,977539	-0,031953733	-32,805798
41317	0,22767462	31,177734	-0,035534855	-35,36554
41317	0,22767693	31,37793	-0,040280961	-38,069332
41317	0,22767925	31,578125	-0,043992847	-40,231834
41317	0,22768156	31,77832	-0,050091159	-42,391899
41317	0,22768389	31,978516	-0,052623209	-44,490074
41317	0,2276862	32,178711	-0,057054292	-46,57864
41317	0,22768852	32,378906	-0,062154051	-48,537712
41317	0,22769083	32,579102	-0,065586582	-50,765129
41317	0,22769316	32,779297	-0,069607541	-52,394344
41317	0,22769547	32,979492	-0,074757822	-54,331707
41317	0,22769779	33,179688	-0,077940717	-56,563614
41317	0,2277001	33,379883	-0,081509955	-58,497578
41317	0,22770242	33,580078	-0,085073248	-60,32407
41317	0,22770473	33,780273	-0,089391395	-62,803741
41317	0,22770706	33,980469	-0,092238463	-65,076057
41317	0,22770937	34,180664	-0,096226737	-67,854073
41317	0,22771169	34,380859	-0,099189706	-69,963409
41317	0,227714	34,581055	-0,10168906	-72,385361
41317	0,22771633	34,78125	-0,10511862	-74,89341
41317	0,22771864	34,981445	-0,10815886	-76,818489
41317	0,22772096	35,181641	-0,11247702	-79,280792
41317	0,22772327	35,381836	-0,1144236	-81,121071
41317	0,2277256	35,582031	-0,11790369	-83,265198
41317	0,2277279	35,782227	-0,11982947	-85,631447
41317	0,22773023	35,982422	-0,12257252	-87,791527
41317	0,22773254	36,182617	-0,12634681	-89,453079
41317	0,22773486	36,382813	-0,12901556	-91,454193
41317	0,22773717	36,583008	-0,13113452	-93,912056
41317	0,2277395	36,783203	-0,1332832	-96,374687
41317	0,22774181	36,983398	-0,13574986	-98,573555
41317	0,22774413	37,183594	-0,13805307	-100,90146
41317	0,22774644	37,383789	-0,14034738	-103,31666
41317	0,22774877	37,583984	-0,14267139	-105,86102
41317	0,22775108	37,78418	-0,144722	-108,36553
41317	0,2277534	37,984375	-0,1473759	-110,96809
41317	0,22775571	38,18457	-0,14857951	-113,45143
41317	0,22775804	38,384766	-0,15192288	-115,98399
41317	0,22776034	38,584961	-0,15391998	-118,45261
41317	0,22776267	38,785156	-0,15616673	-120,94125
41317	0,22776498	38,985352	-0,15777452	-122,65565
41317	0,2277673	39,185547	-0,15981026	-124,72881
41317	0,22776961	39,385742	-0,16175091	-126,85669
41317	0,22777194	39,585938	-0,16431564	-129,21748
41317	0,22777425	39,786133	-0,16565003	-130,76553
41317	0,22777657	39,986328	-0,16756095	-133,24438
41317	0,22777888	40,186523	-0,16913903	-135,87737
41317	0,22778121	40,386719	-0,17136793	-138,21208
41317	0,22778352	40,586914	-0,17398022	-140,41397
41317	0,22778584	40,787109	-0,17519572	-142,71935
41317	0,22778815	40,987305	-0,17745733	-145,34737
41317	0,22779047	41,1875	-0,1785064	-148,05917
41317	0,22779278	41,387695	-0,17984673	-150,55252
41317	0,22779511	41,587891	-0,18226287	-152,55334
41317	0,22779742	41,788086	-0,18423027	-154,25803
41317	0,22779974	41,988281	-0,18579645	-156,66083
41317	0,22780205	42,188477	-0,18829283	-159,09157
41317	0,22780438	42,388672	-0,18904471	-161,11125
41317	0,22780669	42,588867	-0,19233461	-162,77472
41317	0,22780901	42,789063	-0,19423066	-164,74934
41317	0,22781132	42,989258	-0,19606432	-166,81656
41317	0,22781365	43,189453	-0,19670625	-168,76665
41317	0,22781596	43,389648	-0,19815356	-170,54114
41317	0,22781828	43,589844	-0,19883709	-172,68671
41317	0,22782059	43,790039	-0,2014048	-174,90639
41317	0,22782291	43,990234	-0,20192786	-177,46437
41317	0,22782522	44,19043	-0,20412408	-180,03656
41317	0,22782755	44,390625	-0,20631436	-182,42796
41317	0,22782986	44,59082	-0,20866512	-184,51065
41317	0,22783218	44,791016	-0,21001436	-187,1337
41317	0,22783449	44,991211	-0,2114795	-189,28214
41317	0,22783682	45,191406	-0,21400262	-191,06047
41317	0,22783913	45,391602	-0,21480802	-193,19469
41317	0,22784145	45,591797	-0,21667139	-195,52148
41317	0,22784376	45,791992	-0,21785717	-197,53757
41317	0,22784609	45,992188	-0,21905781	-200,16664
41317	0,2278484	46,192383	-0,22232391	-201,67494
41317	0,22785072	46,392578	-0,22354239	-203,77449
41317	0,22785303	46,592773	-0,22548303	-205,88712
41317	0,22785535	46,792969	-0,22732857	-208,15709
41317	0,22785766	46,993164	-0,22917412	-210,67131
41317	0,22785999	47,193359	-0,22886504	-212,86626
41317	0,2278623	47,393555	-0,23183098	-215,34239
41317	0,22786462	47,59375	-0,23216087	-218,00702
41317	0,22786693	47,793945	-0,23340608	-220,44034
41317	0,22786926	47,994141	-0,2351595	-222,95949
41317	0,22787157	48,194336	-0,23681484	-225,21686
41317	0,22787389	48,394531	-0,23782825	-227,70201
41317	0,2278762	48,594727	-0,23991749	-230,47249
41317	0,22787853	48,794922	-0,24114785	-232,77762
41317	0,22788084	48,995117	-0,24238713	-235,27101
41317	0,22788316	49,195313	-0,24565323	-237,15587
41317	0,22788547	49,395508	-0,24688062	-239,51889
41317	0,22788779	49,595703	-0,24907981	-241,46349
41317	0,2278901	49,795898	-0,2503072	-243,70178
41317	0,22789243	49,996094	-0,24989708	-246,09291
41317	0,22789474	50,196289	-0,25220624	-248,06555
41317	0,22789706	50,396484	-0,25321668	-250,36159
41317	0,22789937	50,59668	-0,25555852	-252,67627
41317	0,2279017	50,796875	-0,25615886	-254,94028
41317	0,22790401	50,99707	-0,2577607	-257,29935
41317	0,22790633	51,197266	-0,25945172	-259,61771
41317	0,22790864	51,397461	-0,25990641	-262,09808
41317	0,22791097	51,597656	-0,26171926	-264,50845
41317	0,22791328	51,797852	-0,26267323	-267,23282
41317	0,2279156	51,998047	-0,26466438	-269,29492
41317	0,22791791	52,198242	-0,26481298	-271,53616
41317	0,22792023	52,398438	-0,26732719	-273,86636
41317	0,22792254	52,598633	-0,26890528	-275,87653
41317	0,22792487	52,798828	-0,26924407	-278,20288
41317	0,22792718	52,999023	-0,27102125	-279,89566
41317	0,2279295	53,199219	-0,27278954	-282,06573
41317	0,22793181	53,399414	-0,27277169	-284,1748
41317	0,22793412	53,599609	-0,27481338	-285,81183
41317	0,22793645	53,799805	-0,27588031	-287,75571
41317	0,22793876	54	-0,27728301	-289,59128
41317	0,22794108	54,200195	-0,2791791	-291,61285
41317	0,22794339	54,400391	-0,28029948	-294,35236
41317	0,22794572	54,600586	-0,28078392	-296,1304
41317	0,22794802	54,800781	-0,28347644	-298,80722
41317	0,22795035	55,000977	-0,28496537	-301,07547
41317	0,22795266	55,201172	-0,28590149	-303,68915
41317	0,22795498	55,401367	-0,28697732	-305,87735
41317	0,22795729	55,601563	-0,28713781	-308,27951
41317	0,22795962	55,801758	-0,28983629	-310,17316
