MTS793|MPT|DEU|1|2|,|.|:|49|1|1|A

Bediener Information			Würfeldruckfestigkeit (150mm)			Zeit:	13,239258	Sec	13.12.2012 09:37:39
Datum	13.12.2012
Prüfer:	kh/be
Probebezeichnung	2-Thiele 7.2 7d 04.12.12
Protokoll Seite	-
Breite [mm]:	150
Höhe [mm]:	150
Länge Einfüllseite [mm]:	148
Masse [g]:	7880
Bediener Information Ende

Datenerfassung						Zeit:	145,6582	Sec	13.12.2012 09:39:51
Ch 1 Weg	Ch 1 Kraft
mm	kN
0,88886774	-1,8150274
-0,99588835	-1278,7651

Datenerfassung						Zeit:	145,66699	Sec	13.12.2012 09:39:51
Datum	Tageszeit	Laufzeit	Ch 1 Weg	Ch 1 Kraft
Days	Days	Sec	mm	kN
41262	0,09017735	30,786133	-0,0031145378	-18,924109
41262	0,090179667	30,986328	-0,0060507623	-21,1999
41262	0,090181984	31,186523	-0,0087730112	-23,364971
41262	0,090184301	31,386719	-0,011429879	-25,816729
41262	0,090186618	31,586914	-0,014936705	-27,578035
41262	0,090188935	31,787109	-0,016910039	-30,20133
41262	0,090191253	31,987305	-0,020835903	-31,956373
41262	0,09019357	32,1875	-0,022286182	-34,52906
41262	0,090195887	32,387695	-0,02703823	-36,252155
41262	0,090198204	32,587891	-0,029852608	-38,419067
41262	0,090200521	32,788086	-0,033451565	-40,870777
41262	0,090202838	32,988281	-0,036473971	-42,771889
41262	0,090205155	33,188477	-0,040218551	-45,236732
41262	0,090207472	33,388672	-0,042159192	-46,96949
41262	0,09020979	33,588867	-0,045924574	-49,539314
41262	0,090212107	33,789063	-0,049449231	-51,152069
41262	0,090214424	33,989258	-0,051713809	-53,566326
41262	0,090216741	34,189453	-0,054061603	-55,12299
41262	0,090219058	34,389648	-0,055951722	-57,422211
41262	0,090221375	34,589844	-0,059868667	-59,447254
41262	0,090223692	34,790039	-0,062103529	-61,838127
41262	0,090226009	34,990234	-0,064148188	-63,528915
41262	0,090228327	35,19043	-0,068237506	-66,154266
41262	0,090230644	35,390625	-0,069794774	-67,965317
41262	0,090232961	35,59082	-0,072615094	-70,40509
41262	0,090235278	35,791016	-0,074496299	-72,811272
41262	0,090237595	35,991211	-0,075800955	-75,087364
41262	0,090239912	36,191406	-0,07729879	-76,954224
41262	0,090242229	36,391602	-0,080371723	-79,38884
41262	0,090244547	36,591797	-0,081575334	-81,966782
41262	0,090246864	36,791992	-0,083860718	-83,809708
41262	0,090249181	36,992188	-0,086220391	-86,38604
41262	0,090251498	37,192383	-0,087061435	-88,484703
41262	0,090253815	37,392578	-0,089471638	-90,674118
41262	0,090256132	37,592773	-0,091213167	-92,770035
41262	0,090258449	37,792969	-0,093210272	-95,450539
41262	0,090260766	37,993164	-0,094176136	-97,407791
41262	0,090263084	38,193359	-0,097231239	-100,18427
41262	0,090265401	38,393555	-0,09932939	-102,08034
41262	0,090267718	38,59375	-0,10121357	-104,70274
41262	0,090270035	38,793945	-0,10233694	-107,14041
41262	0,090272352	38,994141	-0,10439943	-109,47346
41262	0,090274669	39,194336	-0,1055228	-111,87211
41262	0,090276986	39,394531	-0,10695228	-114,36109
41262	0,090279303	39,594727	-0,11000144	-116,93715
41262	0,090281621	39,794922	-0,11107726	-118,91479
41262	0,090283938	39,995117	-0,11220658	-121,84533
41262	0,090286255	40,195313	-0,11448007	-124,34006
41262	0,090288572	40,395508	-0,11537758	-126,41221
41262	0,090290889	40,595703	-0,11677139	-129,23091
41262	0,090293206	40,795898	-0,11958874	-131,87079
41262	0,090295523	40,996094	-0,12003452	-133,282
41262	0,090297841	41,196289	-0,12248633	-135,90678
41262	0,090300158	41,396484	-0,12351461	-138,00235
41262	0,090302475	41,59668	-0,12558304	-140,40268
41262	0,090304792	41,796875	-0,12711357	-142,24394
41262	0,090307109	41,99707	-0,12878971	-144,98398
41262	0,090309426	42,197266	-0,13062634	-146,88081
41262	0,090311743	42,397461	-0,13222224	-149,09926
41262	0,09031406	42,597656	-0,13359228	-151,5365
41262	0,090316378	42,797852	-0,13455814	-153,52908
41262	0,090318695	42,998047	-0,13529813	-155,91672
41262	0,090321012	43,198242	-0,13814224	-158,17099
41262	0,090323329	43,398438	-0,13884658	-160,0162
41262	0,090325646	43,598633	-0,1410428	-161,88661
41262	0,090327963	43,798828	-0,14215428	-164,45187
41262	0,09033028	43,999023	-0,1439285	-166,0249
41262	0,090332597	44,199219	-0,14392255	-168,39742
41262	0,090334915	44,399414	-0,14702818	-170,04437
41262	0,090337232	44,599609	-0,14718272	-172,24623
41262	0,090339549	44,799805	-0,14766416	-173,81709
41262	0,090341866	45	-0,149902	-175,90582
41262	0,090344183	45,200195	-0,15070738	-177,53488
41262	0,0903465	45,400391	-0,15188424	-179,37698
41262	0,090348817	45,600586	-0,15405372	-181,44403
41262	0,090351135	45,800781	-0,15546834	-183,50092
41262	0,090353452	46,000977	-0,15584874	-185,45946
41262	0,090355769	46,201172	-0,15688296	-187,53824
41262	0,090358086	46,401367	-0,15997075	-189,65672
41262	0,090360403	46,601563	-0,16012825	-191,42229
41262	0,09036272	46,801758	-0,16290103	-194,15244
41262	0,090365037	47,001953	-0,1640036	-195,99962
41262	0,090367354	47,202148	-0,16535878	-198,7753
41262	0,090369672	47,402344	-0,16562328	-201,11821
41262	0,090371989	47,602539	-0,16795027	-203,69351
41262	0,090374306	47,802734	-0,16821477	-205,07574
41262	0,090376623	48,00293	-0,16932328	-208,13243
41262	0,09037894	48,203125	-0,1705893	-210,07219
41262	0,090381257	48,40332	-0,17314513	-212,46893
41262	0,090383574	48,603516	-0,17354336	-214,67171
41262	0,090385891	48,803711	-0,17462215	-217,41347
41262	0,090388209	49,003906	-0,1761705	-219,51401
41262	0,090390526	49,204102	-0,1769105	-222,10745
41262	0,090392843	49,404297	-0,17929098	-224,80287
41262	0,09039516	49,604492	-0,18044408	-226,62094
41262	0,090397477	49,804688	-0,18044408	-229,25626
41262	0,090399794	50,004883	-0,18217966	-231,66605
41262	0,090402111	50,205078	-0,18327332	-234,19518
41262	0,090404429	50,405273	-0,18327628	-236,41156
41262	0,090406746	50,605469	-0,18560031	-239,17351
41262	0,090409063	50,805664	-0,18771629	-240,95264
41262	0,09041138	51,005859	-0,18836118	-243,43079
41262	0,090413697	51,206055	-0,18922006	-246,12827
41262	0,090416014	51,40625	-0,19158569	-248,12698
41262	0,090418331	51,606445	-0,19081597	-250,14828
41262	0,090420648	51,806641	-0,19281605	-252,80411
41262	0,090422966	52,006836	-0,19427525	-254,67093
41262	0,090425283	52,207031	-0,1956334	-256,80826
41262	0,0904276	52,407227	-0,19691725	-259,18781
41262	0,090429917	52,607422	-0,1977791	-261,43167
41262	0,090432234	52,807617	-0,19922046	-263,293
41262	0,090434551	53,007813	-0,20065588	-266,21155
41262	0,090436868	53,208008	-0,20152664	-267,75583
41262	0,090439186	53,408203	-0,20215966	-270,34503
41262	0,090441503	53,608398	-0,20278969	-272,48853
41262	0,090443812	53,808594	-0,20438857	-274,82275
41262	0,090446129	54,008789	-0,20456392	-276,7157
41262	0,090448447	54,208984	-0,20763685	-279,31854
41262	0,090450764	54,40918	-0,20836198	-281,40475
41262	0,090453081	54,609375	-0,20778248	-283,33545
41262	0,090455398	54,80957	-0,21027589	-285,76843
