MTS793|MPT|DEU|1|2|,|.|:|49|1|1|A

Bediener Information			Zylinder Druckfestigkeit (100mm)			Zeit:	18,911133	s	26.03.2024 09:41:33
Datum	26.03.2024
Prüfer:	Glagow/Bindnagel
Probebezeichnung	20240227_7188_M04_Z01
Protokoll Seite	-
Durchmesser [mm]:	99
Höhe [mm]:	299
Masse [g]:	5400
Bediener Information Ende

Datenerfassung						Zeit:	122,02637	s	26.03.2024 09:43:16
Ch 1 Weg	Ch 1 Prüfkraft
mm	kN
0,0019916922	3,9090602
-5,2018037	-349,08319

Datenerfassung						Zeit:	122,03125	s	26.03.2024 09:43:16
Laufzeit	Ch 1 Kraft dP Sollwert	Ch 1 Prüfkraft	Ch 1 Weg	Datum	Tageszeit
s	kN	kN	mm	d	d
46,185547	0	-62,42033	-0,069943458	45377	0,38563871
46,310547	0	-62,820278	-0,069776371	45377	0,38564017
46,435547	0	-61,35445	-0,071213074	45377	0,3856416
46,560547	0	-62,189064	-0,072381236	45377	0,38564306
46,685547	0	-64,802879	-0,072725862	45377	0,3856445
46,810547	0	-65,029968	-0,072860137	45377	0,38564596
46,935547	0	-63,131413	-0,073650844	45377	0,38564742
47,060547	0	-64,134705	-0,075121865	45377	0,38564885
47,185547	0	-66,783241	-0,077234395	45377	0,38565031
47,310547	0	-66,466743	-0,0780266	45377	0,38565174
47,435547	0	-65,269135	-0,078571141	45377	0,3856532
47,560547	0	-66,177361	-0,078654692	45377	0,38565463
47,685547	0	-68,480629	-0,080774687	45377	0,38565609
47,810547	0	-68,138802	-0,081058152	45377	0,38565752
47,935547	0	-67,21344	-0,082174093	45377	0,38565898
48,060547	0	-68,202431	-0,082685813	45377	0,38566041
48,185547	0	-70,378296	-0,08389277	45377	0,38566187
48,310547	0	-70,119911	-0,083649583	45377	0,38566333
48,435547	0	-69,184563	-0,086261913	45377	0,38566476
48,560547	0	-70,504509	-0,085953087	45377	0,38566622
48,685547	0	-72,334671	-0,08756882	45377	0,38566765
48,810547	0	-72,137672	-0,088608675	45377	0,38566911
48,935547	0	-71,319901	-0,088880204	45377	0,38567054
49,060547	0	-72,142738	-0,090127438	45377	0,385672
49,185547	0	-74,187775	-0,092536859	45377	0,38567343
49,310547	0	-74,525887	-0,092281744	45377	0,38567489
49,435547	0	-73,52095	-0,092102714	45377	0,38567632
49,560547	0	-74,030571	-0,093299225	45377	0,38567778
49,685547	0	-75,658226	-0,095091	45377	0,38567924
49,810547	0	-76,40239	-0,095001489	45377	0,38568068
49,935547	0	-75,623505	-0,097000636	45377	0,38568214
50,060547	0	-75,932404	-0,097428814	45377	0,38568357
50,185547	0	-77,392868	-0,097569056	45377	0,38568503
50,310547	0	-78,428947	-0,098714836	45377	0,38568646
50,435547	0	-77,98996	-0,099620424	45377	0,38568792
50,560547	0	-77,646782	-0,10009037	45377	0,38568935
50,685547	0	-78,971497	-0,10158526	45377	0,38569081
50,810547	0	-80,14064	-0,10143607	45377	0,38569224
50,935547	0	-79,90535	-0,10243415	45377	0,3856937
51,060547	0	-79,427773	-0,10510765	45377	0,38569516
51,185547	0	-80,437325	-0,10520462	45377	0,38569659
51,310547	0	-82,308311	-0,10648318	45377	0,38569805
51,435547	0	-82,642548	-0,1078259	45377	0,38569948
51,560547	0	-81,593948	-0,10789154	45377	0,38570094
51,685547	0	-82,223679	-0,10908357	45377	0,38570237
51,810547	0	-84,587891	-0,10996231	45377	0,38570383
51,935547	0	-84,880104	-0,10972211	45377	0,38570526
52,060547	0	-83,510239	-0,11078732	45377	0,38570672
52,185547	0	-84,140564	-0,11203008	45377	0,38570815
52,310547	0	-86,494797	-0,11380246	45377	0,38570961
52,435547	0	-86,576157	-0,1133728	45377	0,38571107
52,560547	0	-85,205101	-0,11464987	45377	0,3857125
52,685547	0	-86,232239	-0,11577178	45377	0,38571396
52,810547	0	-88,34343	-0,11707868	45377	0,3857154
52,935547	0	-88,19725	-0,11757102	45377	0,38571686
53,060547	0	-87,306313	-0,11730397	45377	0,38571829
53,185547	0	-88,576782	-0,11833189	45377	0,38571975
53,310547	0	-90,312767	-0,12050112	45377	0,38572118
53,435547	0	-89,85247	-0,12057422	45377	0,38572264
53,560547	0	-89,273117	-0,12029225	45377	0,38572407
53,685547	0	-90,419907	-0,12114114	45377	0,38572553
53,810547	0	-92,299843	-0,1241518	45377	0,38572699
53,935547	0	-92,152023	-0,12402052	45377	0,38572842
54,060547	0	-91,53347	-0,1247247	45377	0,38572988
54,185547	0	-92,485954	-0,12535278	45377	0,38573131
54,310547	0	-93,810966	-0,12591076	45377	0,38573277
54,435547	0	-94,479584	-0,12732509	45377	0,3857342
54,560547	0	-93,581635	-0,12910493	45377	0,38573566
54,685547	0	-93,806946	-0,12845893	45377	0,38573709
54,810547	0	-95,719505	-0,12988073	45377	0,38573855
54,935547	0	-96,409729	-0,13175903	45377	0,38573998
55,060547	0	-95,611176	-0,133145	45377	0,38574144
55,185547	0	-95,871353	-0,13333596	45377	0,3857429
55,310547	0	-97,346115	-0,13418636	45377	0,38574433
55,435547	0	-98,33287	-0,13476074	45377	0,38574579
55,560547	0	-98,052879	-0,13487114	45377	0,38574722
55,685547	0	-97,82251	-0,13615566	45377	0,38574868
55,810547	0	-99,007004	-0,13728206	45377	0,38575011
55,935547	0	-100,29103	-0,13818765	45377	0,38575158
