MTS793|MPT|DEU|1|2|,|.|:|49|1|1|A

Datenerfassung						Zeit:	323,81836	s	11.07.2023 10:39:40
Datum	Laufzeit	Ch 1 Kraft Sollwert	Ch 1 Kraft	Ch 1 Weg	1470533	1470534	1281068
d	s	kN	kN	mm	mm	mm	mm
45118	275,2627	-3,9000001	-3,867233	-0,0014573336	7,0818714e-05	-7,3732197e-05	0,00021509858
45118	275,46289	-3,9000001	-3,8765705	-0,00066161156	5,1664792e-05	-0,00013618819	0,00020244921
45118	275,66309	-3,9000001	-3,845103	-0,0017285347	3,32579e-05	-7,9528312e-05	0,00022962192
45118	275,86328	-3,9000001	-3,8903782	-0,00016093254	4,6106867e-05	-5,6641289e-05	0,00020809346
45118	276,06348	-3,9000001	-3,8592105	-0,00066459179	-1,7540331e-05	-8,9083158e-05	0,00024799732
45118	276,26367	-4,6693358	-4,3676958	-0,002682209	-8,01118e-05	-0,00028886128	-0,00010044379
45118	276,46387	-5,4500976	-4,8880801	-0,0049859285	-0,00025656095	-0,0004775305	-0,00020868094
45118	276,66406	-6,2308598	-4,9835086	-0,0047028065	-0,00020214709	-0,00055673165	-0,00026456566
45118	276,86426	-7,0116215	-6,4340568	-0,011354685	-0,00061836391	-0,0012600205	-0,00081998477
45118	277,06445	-7,7923832	-7,6210337	-0,017091632	-0,00093247625	-0,0017803173	-0,0013750989
45118	277,26465	-8,5731449	-8,4256821	-0,019660592	-0,0010832873	-0,0022052294	-0,0017482885
45118	277,46484	-9,3539066	-9,2790041	-0,024229288	-0,0013007934	-0,0025249375	-0,0020416703
45118	277,66504	-10,134668	-9,9745798	-0,025993586	-0,0014461061	-0,002927375	-0,002326939
45118	277,86523	-10,91543	-10,864811	-0,031113625	-0,0017644318	-0,0034452069	-0,00280026
45118	278,06543	-11,696192	-11,582122	-0,032699108	-0,0018369836	-0,0037624761	-0,0029619501
45118	278,26563	-12,476954	-12,355138	-0,03605485	-0,0020448081	-0,0040992494	-0,0033284766
45118	278,46582	-13,257715	-13,211544	-0,038936734	-0,0022666471	-0,0045709279	-0,003702804
45118	278,66602	-14,038477	-13,887913	-0,042432547	-0,0024345501	-0,0049631973	-0,0039880578
45118	278,86621	-14,819239	-14,693093	-0,044220686	-0,0026673554	-0,0053664488	-0,004240606
45118	279,06641	-15,6	-15,528815	-0,047820807	-0,0029638379	-0,0057734931	-0,0046539227
45118	279,2666	-16,380762	-16,259253	-0,049582124	-0,0031025768	-0,0061319596	-0,0049457802
45118	279,4668	-17,161524	-17,045984	-0,053852797	-0,0033359497	-0,00649156	-0,0052901981
45118	279,66699	-17,942286	-17,910219	-0,057089329	-0,0035237838	-0,0069369576	-0,0056558396
45118	279,86719	-18,723047	-18,564651	-0,0582546	-0,0036707402	-0,007355642	-0,0059420676
45118	280,06738	-19,503809	-19,46364	-0,061252713	-0,0039636665	-0,007791596	-0,0063296389
45118	280,26758	-20,284571	-20,145201	-0,064322352	-0,0041338406	-0,0080415905	-0,0065688761
45118	280,46777	-21,065332	-20,954287	-0,065410137	-0,0043917759	-0,0084915087	-0,0069481265
45118	280,66797	-21,846094	-21,780024	-0,069278479	-0,0046056067	-0,008916934	-0,0073170848
45118	280,86816	-22,626856	-22,451094	-0,071266294	-0,0048128041	-0,0091959871	-0,0076036621
45118	281,06836	-23,407618	-23,386158	-0,074788928	-0,0050500915	-0,0096870549	-0,0080060549
45118	281,26855	-24,188379	-24,105307	-0,076678395	-0,0052574081	-0,010091667	-0,0083462186
45118	281,46875	-24,969141	-24,843714	-0,078359246	-0,0054184981	-0,010442821	-0,0086517222
45118	281,66895	-25,749903	-25,706881	-0,081202388	-0,0057532582	-0,010821683	-0,009018003
