MTS793|MPT|DEU|1|2|,|.|:|49|1|1|A

Bediener Information						Zeit:	84,070313	Sec	09.07.2010 11:19:56
Datum	09.07.10
Prüfer	Be
Proben Bezeichnung	VII.2 TH-M7-Z22
Bemerkungen	mit dem gemittelten Wert (Druckplattenabstand) der 3 W2TK geregelt, 0,0042mm/sek
Durchmesser in mm	98,6
Länge in mm	299,8
Masse in g	5396,0
Wegaufnehmer HBM (Druckplattenabstand)	W2TK 7733 , -7734 und 7737
Wegaufnehmer MTS	1944A , 1944B und 1281068
Messlänge MTS	100 mm
Bediener Information Ende

Datenerfassung						Zeit:	596,08984	Sec	09.07.2010 11:28:28
92,581055	-34,035145	16,132334	-0,060295418	-0,082912445	-0,069667496	-0,07095845	-0,0094617354	-0,012416367	-0,014684092	-0,012187398
93,081055	-35,964558	16,126511	-0,063581467	-0,086797833	-0,073371246	-0,074583516	-0,010060782	-0,0131686	-0,015619552	-0,012949645
93,581055	-37,885227	16,119993	-0,066717945	-0,090532064	-0,076904356	-0,078051455	-0,010768718	-0,013922703	-0,016548382	-0,013746602
94,081055	-39,867882	16,114517	-0,070050307	-0,094418645	-0,080610611	-0,081693187	-0,011374865	-0,014665895	-0,017434742	-0,014491834
94,581055	-41,795147	16,10981	-0,073250592	-0,098055601	-0,084116183	-0,085140795	-0,012084146	-0,015378497	-0,018524282	-0,015328974
95,081055	-43,79211	16,102522	-0,076443367	-0,10180974	-0,087688521	-0,088647209	-0,012698455	-0,016213145	-0,019311171	-0,016074257
95,581055	-45,718517	16,096869	-0,079551876	-0,10542035	-0,09119612	-0,092056118	-0,013337357	-0,01702185	-0,020358186	-0,016905798
96,081055	-47,646626	16,091089	-0,082690701	-0,10892868	-0,09465947	-0,095426284	-0,014052927	-0,017710309	-0,021231391	-0,017664876
96,581055	-49,606052	16,08449	-0,085799754	-0,11249161	-0,098095275	-0,098795548	-0,014787808	-0,018484071	-0,022149688	-0,018473856
97,081055	-51,559334	16,081514	-0,088903576	-0,11603248	-0,10148494	-0,10214033	-0,015540638	-0,019288909	-0,02302899	-0,019286178
97,581055	-53,50581	16,073767	-0,091940582	-0,11954284	-0,10492015	-0,10546786	-0,016232667	-0,020075344	-0,024012661	-0,020106891
98,081055	-55,466137	16,070126	-0,095022336	-0,12302542	-0,10830861	-0,10878546	-0,016977645	-0,020853452	-0,024752248	-0,020861115
98,581055	-57,389671	16,064819	-0,097976886	-0,12650144	-0,11162291	-0,11203375	-0,017710125	-0,021626405	-0,025718495	-0,021685008
99,081055	-59,356632	16,057486	-0,10102856	-0,12992537	-0,11505896	-0,11533763	-0,018467093	-0,022347223	-0,026552878	-0,022455731
99,581055	-61,31636	16,053097	-0,10403315	-0,13324738	-0,1183958	-0,11855877	-0,019257991	-0,023208264	-0,027484797	-0,023317017
100,08105	-63,277191	16,047722	-0,10702331	-0,13670814	-0,1217566	-0,12182935	-0,019936714	-0,024018664	-0,028297849	-0,02408441
100,58105	-65,200371	16,043974	-0,10992806	-0,1399734	-0,12502582	-0,12497576	-0,020747023	-0,024804305	-0,029098414	-0,024883248
101,08105	-67,139191	16,039843	-0,11288273	-0,14329445	-0,12826857	-0,12814859	-0,021557396	-0,02561162	-0,029883949	-0,025684321
101,58105	-69,103752	16,033651	-0,11581768	-0,14664102	-0,13146004	-0,13130625	-0,022316141	-0,026452199	-0,03076968	-0,026512673
102,08105	-71,059319	16,027555	-0,11874198	-0,14999616	-0,13465904	-0,13446572	-0,023111384	-0,027248979	-0,031670459	-0,027343607
102,58105	-73,005211	16,023748	-0,12162244	-0,15313244	-0,13779017	-0,13751501	-0,023902304	-0,028048165	-0,032474261	-0,028141577
103,08105	-74,935066	16,018446	-0,12442634	-0,15636015	-0,14082758	-0,14053802	-0,024716895	-0,028809875	-0,0333222	-0,028949657
103,58105	-76,942932	16,013393	-0,12733813	-0,15969694	-0,14394358	-0,14365955	-0,025479184	-0,029716317	-0,03419894	-0,029798146
104,08105	-78,853325	16,009583	-0,13011076	-0,16279256	-0,1469049	-0,14660273	-0,026257426	-0,030473866	-0,035051197	-0,030594163
104,58105	-80,779549	16,004641	-0,13291839	-0,16588056	-0,14988567	-0,14956154	-0,027150029	-0,031294405	-0,035791326	-0,03141192
105,08105	-82,728027	16,000153	-0,13568306	-0,16906226	-0,15286751	-0,15253761	-0,027989984	-0,032141741	-0,036708269	-0,032279998
105,58105	-84,686455	15,995796	-0,13847451	-0,17217362	-0,15583242	-0,15549351	-0,028779447	-0,03295495	-0,037445992	-0,03306013
106,08105	-86,624252	15,989425	-0,14121263	-0,17541838	-0,15875846	-0,15846315	-0,029556237	-0,033796258	-0,03837505	-0,033909183
106,58105	-88,576195	15,986471	-0,14395596	-0,17851102	-0,16172874	-0,16139857	-0,030428819	-0,034593415	-0,039078668	-0,034700301
107,08105	-90,551216	15,979582	-0,14669569	-0,18163776	-0,16460241	-0,16431196	-0,031283207	-0,035432886	-0,039984006	-0,035566699
107,58105	-92,490906	15,97569	-0,14943223	-0,18466032	-0,16753824	-0,16721027	-0,0320362	-0,036270548	-0,040842999	-0,036383249
108,08105	-94,475533	15,969946	-0,15216227	-0,1878252	-0,17046247	-0,17014998	-0,032840773	-0,037144501	-0,041686751	-0,03722401
108,58105	-96,409058	15,968026	-0,15481973	-0,1908772	-0,17331828	-0,17300507	-0,033825129	-0,037899204	-0,042438447	-0,038054261
109,08105	-98,386116	15,961061	-0,15752721	-0,19389296	-0,17623991	-0,17588669	-0,034579262	-0,038691409	-0,043330174	-0,038866948
109,58105	-100,34944	15,958376	-0,16023813	-0,19704354	-0,17911024	-0,1787973	-0,035486184	-0,039643653	-0,044166844	-0,039765559
110,08105	-102,28511	15,952767	-0,16291857	-0,19998968	-0,18195568	-0,18162131	-0,036338501	-0,040396526	-0,045086622	-0,040607218
110,58105	-104,21775	15,948475	-0,16559754	-0,20299852	-0,18478024	-0,18445876	-0,037140992	-0,041232776	-0,045755621	-0,041376464
111,08105	-106,186	15,944111	-0,16828971	-0,20601439	-0,18763866	-0,18731426	-0,037993088	-0,042086639	-0,046774447	-0,042284723
111,58105	-108,11495	15,939811	-0,17096376	-0,20904815	-0,19047192	-0,19016127	-0,038860634	-0,042889919	-0,047484167	-0,04307824
112,08105	-110,05527	15,934002	-0,17361875	-0,2119962	-0,1933648	-0,19299325	-0,039755508	-0,043653116	-0,048429623	-0,043946084
112,58105	-112,0166	15,928743	-0,17629088	-0,21499074	-0,19624111	-0,19584091	-0,040584013	-0,044529278	-0,049119961	-0,044744417
113,08105	-113,97463	15,924792	-0,17898501	-0,2180078	-0,19912481	-0,19870588	-0,041376289	-0,045400463	-0,049993947	-0,045590233
113,58105	-115,94122	15,919394	-0,18171296	-0,22100782	-0,20198527	-0,20156868	-0,042276859	-0,046224564	-0,050824776	-0,046442065
114,08105	-117,85435	15,914932	-0,18433902	-0,22395313	-0,20478931	-0,20436049	-0,043137252	-0,047016952	-0,051590793	-0,047248334
114,58105	-119,83489	15,9131	-0,18706432	-0,22691059	-0,20766968	-0,20721486	-0,043981306	-0,047935873	-0,052524701	-0,048147295
115,08105	-118,42236	15,913616	-0,18655263	-0,22646797	-0,20680492	-0,2066085	-0,043624163	-0,047611356	-0,052164644	-0,047800053
115,58105	-116,42042	15,915947	-0,18469168	-0,22429872	-0,20479886	-0,20459642	-0,043087862	-0,047062021	-0,051594302	-0,047248062
116,08105	-114,43775	15,919216	-0,18268268	-0,22206903	-0,20268595	-0,20247921	-0,04249344	-0,046431739	-0,050998066	-0,046641082
116,58105	-112,47588	15,92523	-0,18063559	-0,21979499	-0,20055993	-0,20033017	-0,04182905	-0,045846239	-0,050524797	-0,046066694
117,08105	-110,53003	15,928976	-0,17851791	-0,21744382	-0,19840685	-0,19812286	-0,041191012	-0,045093015	-0,049782868	-0,045355633
117,58105	-108,57249	15,931037	-0,17640689	-0,21518254	-0,19618948	-0,19592631	-0,040592887	-0,044656213	-0,04933612	-0,044861741
118,08105	-106,58748	15,93502	-0,1742453	-0,21292496	-0,19395065	-0,19370697	-0,039968453	-0,043986838	-0,048587032	-0,044180773
118,58105	-104,60263	15,938847	-0,1720508	-0,21053648	-0,19166878	-0,19141869	-0,039301582	-0,043338791	-0,048135437	-0,043591935
119,08105	-102,66296	15,940072	-0,16990726	-0,20828056	-0,18937165	-0,18918648	-0,038585208	-0,042673089	-0,047482852	-0,042913716
119,58105	-100,69067	15,944292	-0,16771896	-0,20601368	-0,18707487	-0,18693584	-0,037940595	-0,042070761	-0,046835858	-0,042282406
120,08105	-98,731079	15,948169	-0,1654837	-0,20358467	-0,18472825	-0,18459888	-0,037308425	-0,041387763	-0,046147712	-0,041614633
120,58105	-96,794655	15,952272	-0,16326576	-0,20118773	-0,18240499	-0,18228616	-0,036588654	-0,04076333	-0,045461774	-0,040937919
121,08105	-94,845932	15,956556	-0,16100043	-0,19875717	-0,18006052	-0,17993937	-0,03593231	-0,040070347	-0,044805452	-0,040269371
121,58105	-92,887718	15,960139	-0,15871488	-0,19620275	-0,17765081	-0,17752281	-0,03526976	-0,03937817	-0,044354562	-0,039667498
122,08105	-90,943771	15,96641	-0,1564392	-0,19368649	-0,17530788	-0,17514452	-0,034557506	-0,038805429	-0,043550953	-0,038971297
122,58105	-88,97599	15,967813	-0,15411144	-0,19126105	-0,17291345	-0,17276198	-0,033901282	-0,038023759	-0,042837925	-0,038254321
123,08105	-87,053795	15,97201	-0,15178657	-0,18868983	-0,17050314	-0,17032652	-0,033263311	-0,03734792	-0,042209521	-0,037606917
123,58105	-85,088768	15,97716	-0,14945063	-0,18613672	-0,16807066	-0,167886	-0,032520514	-0,036631037	-0,04149241	-0,03688132
124,08105	-83,139236	15,981904	-0,1470789	-0,18355691	-0,16559716	-0,165411	-0,031854432	-0,035996161	-0,040944647	-0,036265079
124,58105	-81,193024	15,984196	-0,14462762	-0,18109751	-0,16313165	-0,16295226	-0,031195115	-0,035345446	-0,040189318	-0,035576627
125,08105	-79,256706	15,98721	-0,14222389	-0,17854083	-0,1605859	-0,16045021	-0,03057418	-0,034642685	-0,039566658	-0,034927841
125,58105	-77,323532	15,994261	-0,13980694	-0,17595899	-0,15805694	-0,15794095	-0,029822094	-0,033891454	-0,038911182	-0,034208246
126,08105	-75,361893	15,996883	-0,13730013	-0,17328894	-0,15541387	-0,15533431	-0,029133629	-0,03321261	-0,038245428	-0,033530556
126,58105	-73,39669	16,000809	-0,13475022	-0,17055917	-0,15276544	-0,1526916	-0,028479844	-0,032539461	-0,037406847	-0,032808717
127,08105	-71,463326	16,006914	-0,13228191	-0,16793036	-0,150125	-0,15011242	-0,027820744	-0,031840384	-0,036939949	-0,032200359
127,58105	-69,514763	16,010424	-0,12972032	-0,16510916	-0,14739762	-0,14740904	-0,027098464	-0,031041976	-0,036059871	-0,031400103
128,08105	-67,573944	16,015221	-0,12715457	-0,16233408	-0,14468898	-0,14472587	-0,026409917	-0,030349031	-0,035437435	-0,030732127
128,58105	-65,618118	16,018202	-0,12453976	-0,15947485	-0,14194109	-0,14198524	-0,025686432	-0,029673688	-0,034589425	-0,029983182
129,08105	-63,661602	16,023041	-0,12193854	-0,15662003	-0,13924639	-0,13926832	-0,025016258	-0,028891824	-0,033999581	-0,029302554
129,58105	-61,708122	16,027884	-0,11926857	-0,15365446	-0,13650471	-0,13647592	-0,024246896	-0,028242741	-0,03316889	-0,028552841
130,08105	-59,74345	16,032549	-0,11662567	-0,15057528	-0,13379069	-0,13366388	-0,023554256	-0,027466323	-0,032320332	-0,027780304
130,58105	-57,823143	16,036779	-0,11406156	-0,14747846	-0,13102886	-0,13085629	-0,02282347	-0,026735723	-0,031633526	-0,02706424
131,08105	-55,877811	16,041021	-0,11137109	-0,14435828	-0,12826476	-0,12799804	-0,022185989	-0,02600529	-0,030861672	-0,026350984
131,58105	-53,911655	16,047325	-0,10872344	-0,14112616	-0,12546167	-0,12510376	-0,021394426	-0,02526021	-0,030071333	-0,025575323
132,08105	-51,960529	16,052275	-0,10599351	-0,13790774	-0,12255053	-0,12215059	-0,020665886	-0,024466362	-0,029309087	-0,024813779
132,58105	-49,99939	16,055946	-0,1032002	-0,13458455	-0,11953184	-0,11910553	-0,019929897	-0,023788862	-0,028539402	-0,024086054
133,08105	-48,038685	16,060295	-0,10033008	-0,131284	-0,116532	-0,11604869	-0,019181989	-0,023078751	-0,027702536	-0,023321092
133,58105	-46,086494	16,06666	-0,097354002	-0,12794673	-0,11344974	-0,11291683	-0,018450016	-0,022330023	-0,026948255	-0,022576097
134,08105	-44,16851	16,07074	-0,094369262	-0,12455964	-0,11036273	-0,10976388	-0,017799143	-0,021577161	-0,026134804	-0,021837035
134,58105	-42,205456	16,076447	-0,091247275	-0,12107635	-0,10713238	-0,10648534	-0,017023927	-0,020773973	-0,025297642	-0,021031847
135,08105	-40,26387	16,082901	-0,088159628	-0,11755073	-0,10390954	-0,10320663	-0,016365105	-0,020026091	-0,024468217	-0,020286471
135,58105	-38,324581	16,090343	-0,084998615	-0,11391175	-0,10060348	-0,099837944	-0,015585672	-0,019225258	-0,023537057	-0,019449329
136,08105	-36,368835	16,093714	-0,081825033	-0,11023116	-0,097303845	-0,096453346	-0,01491582	-0,018502414	-0,022538755	-0,018652329
136,58105	-34,409863	16,099995	-0,078615002	-0,10653687	-0,093891889	-0,093014583	-0,014298461	-0,017709661	-0,021715323	-0,017907815
137,08105	-32,488834	16,106878	-0,075250402	-0,10273325	-0,090487562	-0,089490406	-0,013640543	-0,016852241	-0,020741591	-0,017078126
137,58105	-30,540277	16,113411	-0,071972653	-0,098887205	-0,087012641	-0,085957497	-0,01289887	-0,016112179	-0,019908812	-0,01630662
138,08105	-28,611952	16,118965	-0,068551712	-0,094766855	-0,083449244	-0,082255937	-0,012260361	-0,015257941	-0,018855639	-0,01545798
138,58105	-26,63802	16,126455	-0,065109111	-0,090567112	-0,079842076	-0,078506097	-0,011607305	-0,01448732	-0,017962597	-0,014685741
139,08105	-24,691896	16,130526	-0,061817288	-0,086280704	-0,076178275	-0,074758753	-0,010932003	-0,013618889	-0,016949305	-0,013833399
139,58105	-22,756023	16,139393	-0,058410358	-0,081962109	-0,072435409	-0,070935957	-0,010330955	-0,012838439	-0,015936926	-0,01303544
140,08105	-20,779022	16,145267	-0,054960966	-0,077656507	-0,068598941	-0,067072138	-0,0095609017	-0,012054675	-0,014915875	-0,012177151
140,58105	-18,82728	16,152603	-0,051207799	-0,073058128	-0,064647757	-0,062971227	-0,0088891583	-0,011139582	-0,013824014	-0,011284252
141,08105	-16,873297	16,15884	-0,047350951	-0,068509936	-0,060611904	-0,058824264	-0,0082070809	-0,010217599	-0,01281902	-0,010414567
141,58105	-14,932008	16,167921	-0,043547086	-0,063758373	-0,056489125	-0,054598194	-0,0075394064	-0,0094747385	-0,011749461	-0,009587869
142,08105	-13,01292	16,17436	-0,039717421	-0,058948278	-0,052343931	-0,050336543	-0,0068537127	-0,0085965535	-0,010721754	-0,0087240068
142,58105	-11,057372	16,180714	-0,035566963	-0,053784966	-0,047862343	-0,04573809	-0,0062546358	-0,0077287899	-0,0095976545	-0,0078603597
143,08105	-9,1641035	16,189535	-0,031463295	-0,048429132	-0,043384809	-0,041092411	-0,0056801923	-0,0069153989	-0,0085614072	-0,0070523326
143,58105	-7,7847586	16,197023	-0,028283155	-0,044285536	-0,039923009	-0,037497234	-0,0051441491	-0,0062709702	-0,0076799607	-0,0063650268
144,08105	-5,1217732	16,209858	-0,022050552	-0,035590529	-0,033423912	-0,030354997	-0,0043304879	-0,0050856853	-0,0062805377	-0,0052322368
144,58105	-3,2703607	16,220598	-0,016881185	-0,027959704	-0,028561935	-0,024467608	-0,0036951229	-0,004127129	-0,0051963432	-0,0043395315
145,08105	-1,416591	16,234627	-0,010193134	-0,017462015	-0,021918315	-0,016524488	-0,0030160546	-0,0031662257	-0,0041849241	-0,0034557348
145,58105	-0,74180776	16,244736	-0,006544915	-0,01121223	-0,017461531	-0,011739559	-0,0027043242	-0,0028415797	-0,003742924	-0,003096276
146,08105	-0,74851793	16,24254	-0,0064739487	-0,010903716	-0,017573502	-0,011650389	-0,0026833396	-0,0027267579	-0,0036526024	-0,0030209001
146,58105	-0,81199408	16,242943	-0,0064639649	-0,010919929	-0,017461888	-0,011615261	-0,0026319195	-0,0026914058	-0,0036072358	-0,0029768536
147,08105	-0,86214298	16,242386	-0,0064805038	-0,011057258	-0,017554065	-0,011697276	-0,0026554056	-0,0027360367	-0,0036702435	-0,003020562
147,58105	-0,89267826	16,2442	-0,0065778121	-0,011214256	-0,017594965	-0,011795678	-0,0025865175	-0,0027706539	-0,0035663694	-0,0029745137
148,08105	-0,94463116	16,244339	-0,0066190693	-0,011408329	-0,017657809	-0,011895069	-0,0026658494	-0,0026674494	-0,0036638621	-0,0029990536
148,58105	-0,97222996	16,241411	-0,0066704294	-0,011460185	-0,017677126	-0,011935914	-0,0025665704	-0,0027847746	-0,0035763849	-0,00297591
149,08105	-0,99393445	16,241922	-0,0066864272	-0,011537194	-0,01768929	-0,011970971	-0,0026479792	-0,0027158251	-0,0036057364	-0,002989847
149,58105	-0,99876523	16,241676	-0,0066781277	-0,011536956	-0,017716357	-0,011977147	-0,0027115233	-0,0026199678	-0,0035935212	-0,002975004
150,08105	-1,0073446	16,241674	-0,0066467943	-0,011587501	-0,017720889	-0,011985062	-0,0025915578	-0,0027350644	-0,0035215933	-0,0029494052
150,58105	-1,0082042	16,243439	-0,0066426443	-0,011597395	-0,017684996	-0,011975012	-0,0026031509	-0,0026949551	-0,0034618285	-0,0029199782
151,08105	-1,010905	16,241335	-0,0066517857	-0,011599779	-0,017701691	-0,011984419	-0,0026533175	-0,0026883008	-0,0035199858	-0,0029538681
151,58105	-1,0045943	16,244047	-0,0066261054	-0,011583686	-0,017682016	-0,011963936	-0,0025282837	-0,0026886361	-0,0034904573	-0,0029024591
152,08105	-1,0027103	16,24246	-0,0065928474	-0,011590004	-0,017679987	-0,01195428	-0,0025645811	-0,0025867186	-0,0034802761	-0,0028771919
152,58105	-0,99043733	16,242943	-0,0065963357	-0,011542797	-0,017639922	-0,011926351	-0,0025652107	-0,0026692292	-0,0034686625	-0,0029010342
153,08105	-0,9669587	16,242334	-0,0065668668	-0,011522412	-0,017552992	-0,011880757	-0,0025856085	-0,0026001073	-0,0034440309	-0,0028765823
153,58105	-0,97373313	16,242218	-0,0064869993	-0,011516094	-0,017480491	-0,011827862	-0,0026024375	-0,0026264079	-0,0034605432	-0,0028964628
154,08105	-0,95779449	16,243958	-0,0064525986	-0,0114851	-0,01748538	-0,011807693	-0,0025893338	-0,0026363786	-0,0034824423	-0,0029027183
154,58105	-0,98841822	16,242783	-0,0064448402	-0,011487126	-0,017501239	-0,011811068	-0,0025669672	-0,0026317788	-0,0035144947	-0,0029044135
155,08105	-0,98856914	16,243565	-0,0064401492	-0,011511922	-0,017486453	-0,011812842	-0,0025364198	-0,0026587388	-0,0033338927	-0,002843017
155,58105	-1,015123	16,242323	-0,006446464	-0,011511087	-0,017489314	-0,011815622	-0,0025777426	-0,0026255753	-0,0035035498	-0,0029022892
156,08105	-1,0376703	16,242617	-0,0064811655	-0,011552095	-0,017482875	-0,011838712	-0,0025399625	-0,0026487624	-0,0034421161	-0,0028769469
156,58105	-1,0253172	16,242537	-0,0064526587	-0,011552453	-0,017469877	-0,011824996	-0,002525907	-0,0026159985	-0,0034566559	-0,0028661871
157,08105	-1,012207	16,243509	-0,0064206636	-0,011505008	-0,017472025	-0,011799232	-0,0025099106	-0,0025921082	-0,0033641495	-0,0028220562
157,58105	-1,0109963	16,241278	-0,0064009372	-0,011538267	-0,017475601	-0,011804936	-0,0025323741	-0,0025807349	-0,0034728684	-0,0028619925
158,08105	-1,0126783	16,242159	-0,0063895704	-0,011462331	-0,017480252	-0,011777384	-0,0025055967	-0,0025354084	-0,0033690091	-0,002803338
158,58105	-1,2154496	-0,0030294061	-0,00054012722	-0,0011013746	-0,000319696	-0,00065373263	0,00013664737	1,8143095e-05	-6,4436346e-05	3,0118041e-05
159,08105	-1,7213467	-0,0058874488	-0,0024714381	-0,0040926933	-0,0022540893	-0,002939407	-8,9000911e-05	-0,00015308801	-0,00022410601	-0,00015539832
159,58105	-2,2448599	-0,0082924962	-0,0040860465	-0,0069915056	-0,0041145505	-0,0050640344	-0,00021350943	-0,00036769733	-0,00040018745	-0,00032713139
160,08105	-2,8218563	-0,013785064	-0,0057695759	-0,0097762346	-0,0060001728	-0,0071819946	-0,00028556027	-0,00064156577	-0,00066439435	-0,00053050678
160,58105	-3,3841534	-0,014477968	-0,0072806212	-0,012436867	-0,0079359971	-0,0092178285	-0,00045034662	-0,00089608692	-0,00088446401	-0,0007436325
161,08105	-3,7892144	-0,017297268	-0,008313003	-0,01424861	-0,0090626245	-0,010541412	-0,00057050958	-0,001116138	-0,0010373089	-0,00090798549
161,58105	-4,54423	-0,020247698	-0,010137744	-0,016729116	-0,011212613	-0,012693157	-0,00081490539	-0,0013621449	-0,001367446	-0,0011814988
162,08105	-5,6366668	-0,026537478	-0,012667038	-0,020362854	-0,013758137	-0,01559601	-0,0011861958	-0,0018377062	-0,0017949948	-0,001606299
162,58105	-6,4665136	-0,03105849	-0,014420091	-0,02289176	-0,015676791	-0,017662881	-0,0013447814	-0,0022349954	-0,0021328665	-0,0019042144
163,08105	-7,2948222	-0,032901764	-0,016174829	-0,025296926	-0,017474886	-0,01964888	-0,0016572643	-0,0025477204	-0,0024641128	-0,0022230325
163,58105	-8,1527834	-0,038383901	-0,017956447	-0,027745247	-0,019318296	-0,021673329	-0,0018940568	-0,0028208774	-0,0028493628	-0,0025214322
164,08105	-9,1653128	-0,042298436	-0,019784918	-0,030417562	-0,021414744	-0,023872407	-0,0022033257	-0,0032644998	-0,0033353046	-0,0029343767
164,58105	-10,195028	-0,047402084	-0,021493888	-0,033220887	-0,023588581	-0,026101118	-0,0025138455	-0,003751073	-0,0038589472	-0,003374622
165,08105	-11,254363	-0,051319599	-0,023383942	-0,035901785	-0,025811667	-0,028365798	-0,0027365722	-0,0041367076	-0,0043694275	-0,0037475692
165,58105	-12,21287	-0,055219233	-0,025171274	-0,038405299	-0,027901197	-0,030492591	-0,0030696513	-0,0044399854	-0,0047692498	-0,004092962
166,08105	-13,175703	-0,058697164	-0,026907729	-0,040698171	-0,030106038	-0,032570645	-0,0033144923	-0,0049640611	-0,0052832123	-0,0045205886
166,58105	-14,028123	-0,062426925	-0,028441327	-0,042702079	-0,032934174	-0,034692526	-0,0035435064	-0,0052490402	-0,0055928165	-0,004795121
167,08105	-15,010577	-0,06544143	-0,0304332	-0,045037031	-0,034963366	-0,036811199	-0,003850474	-0,005608324	-0,0060834652	-0,0051807542
167,58105	-16,063547	-0,071576238	-0,032407332	-0,04750824	-0,037073884	-0,038996484	-0,0041606724	-0,0059985705	-0,0065784436	-0,005579229
168,08105	-17,089159	-0,07250309	-0,034197312	-0,049788237	-0,039076366	-0,041020639	-0,0044397665	-0,0064233337	-0,0070453957	-0,0059694988
168,58105	-18,17741	-0,076323748	-0,036077019	-0,052241802	-0,041162677	-0,043160498	-0,0047945892	-0,0068997741	-0,0076300707	-0,0064414782
169,08105	-19,245756	-0,080558658	-0,037974771	-0,054637432	-0,043257695	-0,045289967	-0,0051532853	-0,0072622634	-0,0080768792	-0,0068308092
169,58105	-20,342394	-0,084392726	-0,039885275	-0,057050943	-0,045361415	-0,047432546	-0,0054811286	-0,0077268742	-0,0086451098	-0,0072843707
170,08105	-21,405777	-0,089997053	-0,041815866	-0,059395909	-0,047424357	-0,049545377	-0,0057917479	-0,0081178267	-0,0091039985	-0,0076711909
170,58105	-22,491858	-0,091122091	-0,043637838	-0,061752081	-0,049536545	-0,051642153	-0,0061736107	-0,0086048692	-0,0097638881	-0,0081807896
171,08105	-23,607092	-0,094503164	-0,045556642	-0,06407392	-0,051597696	-0,053742751	-0,006613709	-0,008986827	-0,010242904	-0,0086144796
171,58105	-24,753353	-0,10063499	-0,047421735	-0,066478014	-0,05372145	-0,055873733	-0,0069701076	-0,0094221234	-0,010766273	-0,0090528345
172,08105	-25,878832	-0,10276735	-0,049318105	-0,068834662	-0,055843417	-0,057998728	-0,0072626946	-0,0099534243	-0,011228703	-0,009481607
172,58105	-27,011082	-0,10825992	-0,051243041	-0,071166039	-0,057991017	-0,060133364	-0,0075683147	-0,010353195	-0,011874266	-0,0099319248
