MTS793|MPT|DEU|1|2|,|.|:|49|1|1|A

Bediener Information			Zylinder Druckfestigkeit (100mm)			Zeit:	19,694336	s	26.03.2024 10:05:10
Datum	26.03.2024
Prüfer:	Glagow/Bindnagel
Probebezeichnung	20240227_7188_M03_Z01
Protokoll Seite	-
Durchmesser [mm]:	98,9
Höhe [mm]:	299,9
Masse [g]:	5437
Bediener Information Ende

Datenerfassung						Zeit:	148,38184	s	26.03.2024 10:07:19
Ch 1 Weg	Ch 1 Prüfkraft
mm	kN
1,958872	2,6943176
-0,79243249	-363,09268

Datenerfassung						Zeit:	148,38672	s	26.03.2024 10:07:19
Laufzeit	Ch 1 Kraft dP Sollwert	Ch 1 Prüfkraft	Ch 1 Weg	Datum	Tageszeit
s	kN	kN	mm	d	d
56,388672	0	-37,523022	0,0017574633	45377	0,40214571
56,513672	0	-36,339424	0,0031464263	45377	0,40214714
56,638672	0	-34,851097	0,0043891827	45377	0,4021486
56,763672	0	-34,931561	0,0048143757	45377	0,40215003
56,888672	0	-35,167149	0,0053604124	45377	0,4021515
57,013672	0	-33,912472	0,0062018465	45377	0,40215293
57,138672	0	-32,979958	0,0068254624	45377	0,40215439
57,263672	0	-32,950005	0,0080965655	45377	0,40215582
57,388672	0	-33,21003	0,0083501888	45377	0,40215728
57,513672	0	-32,084396	0,0087694144	45377	0,40215874
57,638672	0	-31,230412	0,009470609	45377	0,40216017
57,763672	0	-32,039989	0,010273254	45377	0,40216163
57,888672	0	-32,571964	0,010647722	45377	0,40216306
58,013672	0	-31,208954	0,010320994	45377	0,40216452
58,138672	0	-30,523052	0,010831226	45377	0,40216595
58,263672	0	-31,340828	0,010476152	45377	0,40216741
58,388672	0	-31,96027	0,011262386	45377	0,40216884
58,513672	0	-30,49921	0,010779009	45377	0,4021703
58,638672	0	-30,221603	0,010459742	45377	0,40217173
58,763672	0	-31,54423	0,010358292	45377	0,40217319
58,888672	0	-32,274536	0,010083782	45377	0,40217465
59,013672	0	-30,983946	0,0095392363	45377	0,40217608
59,138672	0	-30,649714	0,0093467813	45377	0,40217754
59,263672	0	-32,039543	0,0098301582	45377	0,40217897
59,388672	0	-32,477638	0,0095854858	45377	0,40218043
59,513672	0	-31,588486	0,0081801116	45377	0,40218186
59,638672	0	-31,02552	0,008526234	45377	0,40218332
59,763672	0	-32,85136	0,0076430263	45377	0,40218475
59,888672	0	-33,49062	0,0083576487	45377	0,40218621
60,013672	0	-32,115093	0,0079861637	45377	0,40218765
60,138672	0	-31,833313	0,0069627175	45377	0,40218911
60,263672	0	-33,7873	0,0068567926	45377	0,40219057
60,388672	0	-34,420452	0,0059825364	45377	0,402192
60,513672	0	-33,15147	0,0061839437	45377	0,40219346
60,638672	0	-33,335648	0,0054708133	45377	0,40219489
60,763672	0	-35,200974	0,0033254549	45377	0,40219635
60,888672	0	-35,677067	0,0041967272	45377	0,40219778
61,013672	0	-34,444294	0,0033045681	45377	0,40219924
61,138672	0	-34,529079	0,0023974904	45377	0,40220067
61,263672	0	-36,776623	0,0027197418	45377	0,40220213
61,388672	0	-37,127693	0,0010861064	45377	0,40220356
61,513672	0	-36,107262	0,00046994988	45377	0,40220502
61,638672	0	-36,438068	-0,00036402466	45377	0,40220648
61,763672	0	-38,167797	-0,00046249037	45377	0,40220791
61,888672	0	-38,477142	-0,00074744411	45377	0,40220937
62,013672	0	-37,447323	-0,0018037123	45377	0,4022108
62,138672	0	-37,914028	-0,0025049075	45377	0,40221226
62,263672	0	-39,930901	-0,0050053392	45377	0,40221369
