MTS793|MPT|DEU|1|2|,|.|:|49|1|1|A

Bediener Information						Zeit:	38,506836	Sec	05.07.2010 15:35:46
Datum : 	05.07.2010
Prüfer : 	Machura
Probenbezeichnung :  	TH-M7-Z13
Bemerkungen	Kraftgeregelt 3,9 kN/s
Bemerkung 	
Taster	-
Länge in mm	299,5
Höhe in mm	Durchmesser: 98,8
Breite in mm	-
Masse in g	5425,0
zusätzlich MTS Aufnehmer	1944A, 1944B, 1281068
Messlänge MTS	100 mm
Bediener Information Ende

Datenerfassung						Zeit:	481,86328	Sec	05.07.2010 15:43:09
Laufzeit	Ch 1 Kraft	Ch 1 Weg	1944 A	1944 B	1281068
Sec	kN	mm	mm	mm	mm
171,01758	-67,489288	-0,24734512	-0,034048893	-0,026954735	-0,026625529
171,51758	-65,53936	-0,24338067	-0,033272088	-0,026259635	-0,02578358
172,01758	-63,549816	-0,23811013	-0,032537401	-0,025626456	-0,025009476
172,51758	-61,588165	-0,23354813	-0,031772967	-0,024942873	-0,024280105
173,01758	-59,646942	-0,2288729	-0,031079277	-0,024327559	-0,023658
173,51758	-57,714375	-0,22570565	-0,030337149	-0,023782182	-0,022805169
174,01758	-55,7337	-0,21930039	-0,029630423	-0,023088582	-0,022004254
174,51758	-53,781479	-0,21578595	-0,02888312	-0,022422999	-0,021300741
175,01758	-51,877399	-0,20908341	-0,028156472	-0,021838538	-0,020561632
175,51758	-49,893192	-0,20544603	-0,027405446	-0,021160988	-0,01985427
176,01758	-47,91235	-0,20079091	-0,026576912	-0,020587312	-0,019089978
176,51758	-45,984901	-0,19382462	-0,025738616	-0,019914351	-0,018300954
177,01758	-44,040321	-0,18845797	-0,025019173	-0,019283	-0,017553471
177,51758	-42,099133	-0,18312931	-0,024130583	-0,018652527	-0,01689703
178,01758	-40,148705	-0,17700791	-0,023274451	-0,017982002	-0,016151898
178,51758	-38,241905	-0,17166883	-0,022554863	-0,017319703	-0,015365053
179,01758	-36,279369	-0,16634613	-0,021632463	-0,016622268	-0,014676347
179,51758	-34,338413	-0,16218796	-0,020690002	-0,0160343	-0,013961464
180,01758	-32,36599	-0,15489683	-0,019843135	-0,015329487	-0,013264917
180,51758	-30,39015	-0,14925972	-0,018884476	-0,014690051	-0,012457207
181,01758	-28,457121	-0,14312044	-0,018008519	-0,014005397	-0,011794716
181,51758	-26,537222	-0,13551638	-0,01702546	-0,013350588	-0,011078088
182,01758	-24,583923	-0,13146773	-0,016070779	-0,012682704	-0,010374177
182,51758	-22,635199	-0,12271553	-0,01512825	-0,012055305	-0,0096611008
183,01758	-20,684818	-0,11574253	-0,014118692	-0,011377358	-0,0090784859
183,51758	-18,727318	-0,10896474	-0,01317993	-0,010632935	-0,0083180666
184,01758	-16,784803	-0,10148883	-0,012160016	-0,010035109	-0,0076598879
184,51758	-14,83764	-0,096330792	-0,011208786	-0,009272093	-0,0070214905
185,01758	-12,875319	-0,088299811	-0,010131062	-0,0084617473	-0,0063728802
185,51758	-10,928804	-0,079248846	-0,0091597764	-0,00761165	-0,0059014484
186,01758	-8,9918156	-0,071986765	-0,0082276249	-0,0067765545	-0,0052859318
186,51758	-7,3319955	-0,063181669	-0,0074211555	-0,0059579625	-0,0048334505
187,01758	-5,2371726	-0,051611662	-0,0064305537	-0,0049698413	-0,0043209884
187,51758	-3,1998353	-0,037885457	-0,0054502371	-0,0039763828	-0,0037311912
188,01758	-1,8053828	-0,027474016	-0,0046719788	-0,003330935	-0,0034252442
188,51758	-1,7972356	-0,027093291	-0,0045764153	-0,0031824021	-0,0033718105
189,01758	-1,8193443	-0,02753213	-0,0044796402	-0,0031725585	-0,0032532383
189,51758	-1,8518884	-0,027484447	-0,004480808	-0,0031032611	-0,0032847989
190,01758	-1,8770118	-0,026670098	-0,0044757854	-0,0030945847	-0,0031971633
190,51758	-1,8913383	-0,026516616	-0,0044799112	-0,0030806821	-0,0031747743
191,01758	-1,9391934	-0,027006865	-0,0045151478	-0,0031616341	-0,0032054279
191,51758	-1,9874034	-0,027693808	-0,0044594682	-0,0031093019	-0,0032630898
192,01758	-1,9866899	-0,026878715	-0,0044718799	-0,003085732	-0,0031598676
192,51758	-1,9883068	-0,027927011	-0,0044485619	-0,0030750099	-0,0030667484
