MTS793|MPT|DEU|1|2|,|.|:|49|1|1|A

Bediener Information			Würfeldruckfestigkeit (150mm)			Zeit:	29,803711	Sec	22.10.2012 09:54:34
Datum	22.10.2012
Prüfer:	Mac
Probebezeichnung	221012_7.2-Thiele_28d vom 24.9.12_Pk3
Protokoll Seite	-
Breite [mm]:	150
Höhe [mm]:	150
Länge Einfüllseite [mm]:	151
Masse [g]:	7847,3
Bediener Information Ende

Datenerfassung						Zeit:	194,35156	Sec	22.10.2012 09:57:18
Ch 1 Weg	Ch 1 Kraft
mm	kN
0,89692748	33,778152
-1,0849365	-1345,5178

Datenerfassung						Zeit:	194,3623	Sec	22.10.2012 09:57:18
Datum	Tageszeit	Laufzeit	Ch 1 Weg	Ch 1 Kraft
Days	Days	Sec	mm	kN
41205	0,43074253	73,295898	-0,0025855419	-16,672989
41205	0,43074486	73,496094	-0,0045544174	-18,979261
41205	0,43074718	73,696289	-0,0083019668	-20,724903
41205	0,43074948	73,896484	-0,011420962	-23,070696
41205	0,4307518	74,09668	-0,015300762	-25,099365
41205	0,43075413	74,296875	-0,018134456	-27,087103
41205	0,43075645	74,49707	-0,022700761	-29,471199
41205	0,43075874	74,697266	-0,024922246	-31,57258
41205	0,43076107	74,897461	-0,028769355	-33,8531
41205	0,43076339	75,097656	-0,032693733	-36,236992
41205	0,43076572	75,297852	-0,035956863	-38,200256
41205	0,43076801	75,498047	-0,039802488	-40,957172
41205	0,43077034	75,698242	-0,043526262	-43,246971
41205	0,43077266	75,898438	-0,04710887	-45,531841
41205	0,43077499	76,098633	-0,049869753	-48,165791
41205	0,43077728	76,298828	-0,052855015	-50,401154
41205	0,43077961	76,499023	-0,056605536	-52,745838
41205	0,43078193	76,699219	-0,059454091	-55,297665
41205	0,43078426	76,899414	-0,062503248	-57,797558
41205	0,43078655	77,099609	-0,065299794	-60,03548
41205	0,43078887	77,299805	-0,069010191	-62,639397
41205	0,4307912	77,5	-0,070812643	-65,110184
41205	0,43079352	77,700195	-0,073252566	-67,39624
41205	0,43079582	77,900391	-0,076074369	-69,340462
41205	0,43079814	78,100586	-0,07933899	-71,979088
41205	0,43080047	78,300781	-0,082576856	-74,009987
41205	0,43080279	78,500977	-0,084123731	-76,073158
41205	0,43080509	78,701172	-0,087103046	-78,474167
41205	0,43080741	78,901367	-0,08889658	-80,489357
41205	0,43080974	79,101563	-0,091088347	-82,818642
41205	0,43081206	79,301758	-0,093526781	-84,965668
41205	0,43081436	79,501953	-0,095207378	-87,05117
41205	0,43081668	79,702148	-0,098167382	-88,763115
41205	0,430819	79,902344	-0,10120762	-91,031563
41205	0,43082133	80,102539	-0,10313638	-93,282372
41205	0,43082362	80,302734	-0,10530289	-95,454956
41205	0,43082595	80,50293	-0,1070979	-97,618637
41205	0,43082827	80,703125	-0,10944569	-99,685692
41205	0,4308306	80,90332	-0,11173107	-101,65966
41205	0,43083289	81,103516	-0,11360633	-103,74065
41205	0,43083522	81,303711	-0,11573123	-106,10999
41205	0,43083754	81,503906	-0,11764959	-107,91471
41205	0,43083987	81,704102	-0,11983392	-110,41428
41205	0,43084216	81,904297	-0,12147292	-112,61642
41205	0,43084449	82,104492	-0,12309112	-115,02306
41205	0,43084681	82,304688	-0,12579553	-117,37132
