MTS793|MPT|DEU|1|2|,|.|:|49|1|1|A

Bediener Information						Zeit:	65,649414	s	08.04.2014 09:38:46
Datum : 	8.4.2014
Prüfer : 	Machura, Be
Probenbezeichnung :  	SL51 28d 11.03.14 Probe1
Bemerkungen	Kraftgeregelt 3,9 kN/s
Masse :	3981
Durchmesser :	98,6
Länge :	298,4
Bediener Information Ende

Datenerfassung						Zeit:	266,99316	s	08.04.2014 09:42:07
Datum	Laufzeit	Ch 1 Kraft Sollwert	Ch 1 Kraft	Ch 1 Weg	1944 A	1944 B	1281068
d	s	kN	kN	mm	mm	mm	mm
41737	66,160156	-1	-1,015909	0,0036507845	-0,56795996	0,01135495	0,032863982
41737	66,660156	-1	-1,0528862	0,0036425889	-0,56805325	0,011365281	0,032796748
41737	67,160156	-1	-1,0118802	0,0036694109	-0,56796443	0,01137566	0,032911975
41737	67,660156	-1	-1,008898	0,0038679689	-0,56797862	0,011330431	0,032928713
41737	68,160156	-1	-0,99946558	0,0037103891	-0,56795806	0,011381085	0,032905474
41737	68,660156	-1	-1,0081549	0,0038448721	-0,56795001	0,011263272	0,032886975
41737	69,160156	-1	-0,98629111	0,0038463622	-0,56794322	0,011385274	0,032948572
41737	69,660156	-1	-1,0183361	0,0042594969	-0,56793869	0,011376743	0,032840069
41737	70,160156	-1	-1,0215882	0,0038474798	-0,56794083	0,011381375	0,032863837
41737	70,660156	-1	-1,028385	0,0036858022	-0,56795979	0,011392398	0,032925554
41737	71,160156	-1	-1,03	0,0040307641	-0,56793946	0,011376739	0,032868657
41737	71,660156	-1	-1,0294411	0,0039234757	-0,56802958	0,011366258	0,032816045
41737	72,160156	-1	-1,0381267	0,0037092716	-0,56798989	0,011329803	0,032919802
41737	72,660156	-1	-1,0033474	0,003920123	-0,56792015	0,011347841	0,032836135
41737	73,160156	-1	-1,0048207	0,0036869198	-0,56792855	0,011372007	0,032889381
41737	73,660156	-1	-1,0021366	0,0037718564	-0,56787837	0,011387051	0,032919426
41737	74,160156	-1	-1,0030382	0,0043224543	-0,5679127	0,011327206	0,032939281
41737	74,660156	-1	-1,044996	0,003772229	-0,56803811	0,011328724	0,032934353
41737	75,160156	-1	-1,0314863	0,0039950013	-0,56796753	0,01132063	0,032970902
41737	75,660156	-1	-1,0103918	0,0040858984	-0,56793588	0,011310682	0,032822955
41737	76,160156	-2,7748048	-2,5873258	-0,019917637	-0,0039188862	0,00098950323	-0,00019630301
41737	76,660156	-4,7248049	-3,8463063	-0,03512986	-0,0069479942	0,0014818301	-0,00023968711
41737	77,160156	-6,6748047	-6,655859	-0,063568354	-0,01388514	0,0025983285	-0,00057370157
41737	77,660156	-8,6248045	-8,5547876	-0,079873577	-0,018155038	0,0029710494	-0,00062365946
41737	78,160156	-10,574805	-10,708752	-0,095975026	-0,022627294	0,0030261725	-0,00086677104
41737	78,660156	-12,524805	-12,766244	-0,11062324	-0,026568115	0,0028374679	-0,0012997383
41737	79,160156	-14,474805	-14,687677	-0,12257434	-0,029909492	0,0023267772	-0,0017776364
41737	79,660156	-16,424805	-16,60955	-0,13419092	-0,032972038	0,0019063344	-0,0023875402
41737	80,160156	-18,374805	-18,562891	-0,14507063	-0,035962164	0,0012299484	-0,003132642
41737	80,660156	-20,324804	-20,503481	-0,15528314	-0,038710177	0,00037263893	-0,003920719
41737	81,160156	-22,274805	-22,458162	-0,16485862	-0,041307688	-0,00054525491	-0,0048405714
41737	81,660156	-24,224806	-24,413267	-0,1746729	-0,043793976	-0,0015302561	-0,0058838665
41737	82,160156	-26,174805	-26,310829	-0,18322691	-0,046133816	-0,0025389744	-0,0069260905
41737	82,660156	-28,124805	-28,219629	-0,19229688	-0,048453927	-0,0036544814	-0,0081177549
41737	83,160156	-30,074806	-30,143623	-0,20131469	-0,050585449	-0,004735007	-0,0094256699
41737	83,660156	-32,024807	-32,122322	-0,20990409	-0,052819908	-0,0059113125	-0,010795554
41737	84,160156	-33,974804	-34,034931	-0,21782853	-0,054814041	-0,0072393422	-0,01199834
41737	84,660156	-35,924805	-36,003601	-0,22645593	-0,056936324	-0,008495451	-0,013443689
41737	85,160156	-37,874805	-37,987415	-0,23488477	-0,058963835	-0,0098695243	-0,01497639
41737	85,660156	-39,824806	-39,919285	-0,24251677	-0,060953856	-0,011095821	-0,016451029
41737	86,160156	-41,774807	-41,866039	-0,25079733	-0,062850118	-0,012455081	-0,017905124
41737	86,660156	-43,724804	-43,843948	-0,25865734	-0,064805031	-0,013869574	-0,019529687
41737	87,160156	-45,674805	-45,791485	-0,26651287	-0,066685617	-0,015259972	-0,021087827
41737	87,660156	-47,624805	-47,674927	-0,27411208	-0,068494916	-0,016600002	-0,022629311
41737	88,160156	-49,574806	-49,66357	-0,28197765	-0,070392847	-0,018059287	-0,024247747
41737	88,660156	-51,524807	-51,578213	-0,28960258	-0,072162688	-0,01944259	-0,025935987
41737	89,160156	-53,474808	-53,539738	-0,29759556	-0,073987186	-0,020831633	-0,02743057
41737	89,660156	-55,424805	-55,514446	-0,30550474	-0,075760722	-0,022374153	-0,029156607
41737	90,160156	-57,374805	-57,420864	-0,31281078	-0,077607393	-0,023800418	-0,030653892
41737	90,660156	-59,324806	-59,428623	-0,32046884	-0,079418361	-0,025312696	-0,032335546
41737	91,160156	-61,274807	-61,363495	-0,32770967	-0,081181288	-0,026771476	-0,034098662
41737	91,660156	-63,224808	-63,294521	-0,33475047	-0,082965016	-0,028177509	-0,035691679
41737	92,160156	-65,174805	-65,231453	-0,34227371	-0,084656358	-0,02964068	-0,037278846
41737	92,660156	-67,124809	-67,176796	-0,35017803	-0,086441398	-0,031151557	-0,039007582
41737	93,160156	-69,074806	-69,136299	-0,35761148	-0,088121891	-0,032586254	-0,040547594
41737	93,660156	-71,024803	-71,082024	-0,36454126	-0,089846611	-0,034105785	-0,042244129
41737	94,160156	-72,974808	-73,078491	-0,37203842	-0,091668069	-0,035558026	-0,043878797
41737	94,660156	-74,924805	-75,013786	-0,37936941	-0,093413651	-0,037023023	-0,045541029
41737	95,160156	-76,874809	-76,970261	-0,38622952	-0,095157087	-0,038573861	-0,047194708
41737	95,660156	-77,992485	-78,286873	-0,39180219	-0,096444249	-0,039700132	-0,048421819
41737	96,160156	-76,04248	-76,189926	-0,38675889	-0,095143259	-0,038488202	-0,047218561
41737	96,660156	-74,092484	-74,171066	-0,38054103	-0,093816698	-0,037244413	-0,045837011
41737	97,160156	-72,142479	-72,14859	-0,37429258	-0,092415214	-0,035918921	-0,044423841
