# Time;Temperature [Temperature];Heat flow [Signal  Ch 3];Heat [Signal  Ch 3];Normalized heat flow [Signal  Ch 3];Normalized heat [Signal  Ch 3]
1.436673427000000025e+01;2.000000000000000000e+01;nan;nan;nan;nan
1.043980671999999998e+02;2.000000000000000000e+01;nan;nan;nan;nan
1.063285134000000056e+02;2.000000000000000000e+01;nan;nan;nan;nan
1.267040092999999956e+02;2.000000000000000000e+01;-2.229999999999999984e-07;nan;-5.589999999999999763e-08;nan
1.424144464000000028e+02;2.000000000000000000e+01;-2.289999999999999992e-07;nan;-5.720000000000000265e-08;nan
1.432826223000000141e+02;2.000000000000000000e+01;-2.289999999999999992e-07;nan;-5.729999999999999693e-08;nan
1.503667345000000068e+02;2.000000000000000000e+01;-2.309999999999999906e-07;nan;-5.790000000000000230e-08;nan
1.534917342999999903e+02;2.000174549000000113e+01;-2.330000000000000085e-07;nan;-5.809999999999999748e-08;nan
1.563667342999999903e+02;2.000000000000000000e+01;-2.330000000000000085e-07;nan;-5.840000000000000016e-08;nan
1.572582754999999963e+02;2.000000000000000000e+01;-2.340000000000000042e-07;nan;-5.840000000000000016e-08;nan
2.394913578000000030e+02;2.000000000000000000e+01;-2.610000000000000210e-07;nan;-6.540000000000000329e-08;nan
3.074524812999999881e+02;2.000000000000000000e+01;-2.390000000000000093e-07;nan;-5.980000000000000608e-08;nan
3.626840091000000257e+02;2.000000000000000000e+01;-1.270000000000000123e-07;nan;-3.169999999999999931e-08;nan
4.179155369000000064e+02;2.000000000000000000e+01;-5.340000000000000171e-08;nan;-1.329999999999999998e-08;nan
4.637349687000000245e+02;2.000000000000000000e+01;-5.519999999999999798e-08;nan;-1.379999999999999949e-08;nan
5.095544004000000200e+02;2.000000000000000000e+01;-6.319999999999999682e-08;nan;-1.579999999999999921e-08;nan
5.701127238000000261e+02;2.000000000000000000e+01;-8.559999999999999888e-08;nan;-2.139999999999999972e-08;nan
6.191806487999999717e+02;2.000000000000000000e+01;-1.040000000000000048e-07;nan;-2.590000000000000031e-08;nan
6.682485738000000310e+02;2.000000000000000000e+01;-1.220000000000000072e-07;nan;-3.040000000000000090e-08;nan
7.073667345000000068e+02;2.000000000000000000e+01;-1.360000000000000002e-07;nan;-3.400000000000000005e-08;nan
7.097653123999999707e+02;2.000274076999999906e+01;-1.369999999999999959e-07;nan;-3.420000000000000184e-08;nan
7.115465622000000394e+02;2.000350442999999956e+01;-1.369999999999999959e-07;nan;-3.430000000000000274e-08;nan
7.153667342999999619e+02;2.000000000000000000e+01;-1.389999999999999874e-07;nan;-3.469999999999999970e-08;nan
7.738353822000000264e+02;2.000000001000000083e+01;-1.179999999999999978e-07;nan;-2.949999999999999946e-08;nan
8.323040302000000565e+02;2.000000001000000083e+01;-6.170000000000000324e-08;nan;-1.539999999999999893e-08;nan
8.793667345000000068e+02;2.000000001000000083e+01;-1.630000000000000037e-08;nan;-4.079999999999999973e-09;nan
8.826167342999999619e+02;2.000364021000000037e+01;-1.320000000000000074e-08;nan;-3.290000000000000013e-09;nan
8.843667342999999619e+02;2.000000000000000000e+01;-1.150000000000000041e-08;nan;-2.869999999999999809e-09;nan
9.293667345000000068e+02;2.000000000000000000e+01;-6.840000000000000368e-09;nan;-1.710000000000000092e-09;nan
