# Time;Temperature [Temperature];Heat flow [Signal  Ch 6];Heat [Signal  Ch 6];Normalized heat flow [Signal  Ch 6];Normalized heat [Signal  Ch 6]
# 
3.969241734000000179e+03;2.000190042999999918e+01;-5.780000000000000225e-05;-5.294799499999999770e-02;-1.439999999999999935e-05;-1.323699899999999929e-02
3.970366734000000179e+03;2.000000000000000000e+01;-5.769999999999999982e-05;-5.301290899999999695e-02;-1.439999999999999935e-05;-1.325322699999999937e-02
4.032899005000000216e+03;2.000001523999999975e+01;-5.739999999999999931e-05;-5.662111499999999964e-02;-1.439999999999999935e-05;-1.415527899999999978e-02
4.086226345999999921e+03;2.000002823000000163e+01;7.610019999999999892e-04;3.202654000000000091e-03;1.902499999999999894e-04;8.006629999999999607e-04
4.139553687999999966e+03;2.000004121999999995e+01;2.788801000000000040e-03;1.560076529999999961e-01;6.972000000000000332e-04;3.900191299999999917e-02
4.218429062999999587e+03;2.000006043999999861e+01;5.788078000000000320e-03;3.820183899999999855e-01;1.447018999999999909e-03;9.550459699999999663e-02
4.273162465999999768e+03;2.000005894999999967e+01;1.252829599999999953e-02;1.139894324999999986e+00;3.132073999999999882e-03;2.849735809999999758e-01
4.335759968999999728e+03;2.000004318999999953e+01;2.023694900000000060e-02;2.006661924999999957e+00;5.059237000000000282e-03;5.016654809999999687e-01
4.398357471000000260e+03;2.000002744000000021e+01;6.409853000000000078e-03;2.409722893000000088e+00;1.602462999999999934e-03;6.024307230000000013e-01
4.453791914999999790e+03;2.000001347999999979e+01;-1.110251699999999925e-02;2.653241567999999884e+00;-2.775628999999999943e-03;6.633103919999999709e-01
4.507366734999999608e+03;2.000000000000000000e+01;-1.043518600000000081e-02;2.199055143999999906e+00;-2.608796000000000032e-03;5.497637859999999765e-01
4.510116734000000179e+03;1.999630532000000116e+01;-1.027876100000000084e-02;2.170953170000000210e+00;-2.569689999999999908e-03;5.427382920000000111e-01
4.512366734000000179e+03;2.000000000000000000e+01;-1.015077699999999972e-02;2.147960642999999781e+00;-2.537694000000000061e-03;5.369901609999999659e-01
4.563359402000000046e+03;1.999999718000000115e+01;-7.262425000000000304e-03;1.634520485999999995e+00;-1.815605999999999991e-03;4.086301219999999845e-01
4.620206068000000414e+03;1.999999404000000069e+01;-4.608160000000000034e-03;1.416667681999999928e+00;-1.152040000000000008e-03;3.541669210000000234e-01
4.678254034999999931e+03;1.999999083000000155e+01;-1.897805000000000021e-03;1.194211144999999918e+00;-4.744509999999999743e-04;2.985527860000000144e-01
4.730999604999999974e+03;1.999998791000000153e+01;1.124350000000000035e-04;1.094004581000000087e+00;2.809999999999999862e-05;2.735011450000000011e-01
4.783745176000000356e+03;1.999998499000000152e+01;1.352104999999999930e-03;1.167360726000000071e+00;3.380260000000000057e-04;2.918401820000000035e-01
4.846975016000000323e+03;1.999998150000000052e+01;2.838185000000000013e-03;1.255297917000000041e+00;7.095460000000000265e-04;3.138244789999999895e-01
4.916877029999999650e+03;1.999997763000000006e+01;3.595512999999999834e-03;1.483026696999999894e+00;8.988779999999999817e-04;3.707566740000000083e-01
4.982065104000000247e+03;1.999997403000000062e+01;4.125074000000000275e-03;1.721439179999999958e+00;1.031267999999999898e-03;4.303597949999999894e-01
5.046972955000000184e+03;1.999997043999999846e+01;4.358538999999999816e-03;2.003050435000000018e+00;1.089635000000000039e-03;5.007626090000000252e-01
5.111880804999999782e+03;1.999996684999999985e+01;4.553002999999999911e-03;2.290531849999999814e+00;1.138251000000000063e-03;5.726329629999999948e-01
5.159163537999999789e+03;1.999996422999999979e+01;4.674463000000000229e-03;2.502076275999999933e+00;1.168615999999999926e-03;6.255190689999999831e-01
5.206446270000000368e+03;1.999996162000000055e+01;4.693761999999999761e-03;2.724372833999999965e+00;1.173439999999999987e-03;6.810932090000000327e-01
5.269169565999999577e+03;1.999995815000000121e+01;4.719362999999999857e-03;3.019262155999999919e+00;1.179841000000000049e-03;7.548155389999999798e-01
5.321080490000000282e+03;1.999995527999999823e+01;4.722403000000000017e-03;3.263461030000000207e+00;1.180601000000000090e-03;8.158652570000000104e-01
5.377595796999999948e+03;1.999995214999999860e+01;4.698767000000000395e-03;3.529532386000000077e+00;1.174691999999999967e-03;8.823830959999999779e-01
5.434111103999999614e+03;1.999994902999999979e+01;4.662404000000000201e-03;3.793899402000000087e+00;1.165601000000000050e-03;9.484748509999999522e-01
5.488200190999999904e+03;1.999994604000000109e+01;4.608435000000000135e-03;4.044350685999999584e+00;1.152108999999999902e-03;1.011087671000000077e+00
5.534605427000000418e+03;1.999994347000000161e+01;4.555942000000000325e-03;4.257186397999999983e+00;1.138986000000000035e-03;1.064296598999999954e+00
5.579403432000000066e+03;1.999994098999999892e+01;4.491822000000000349e-03;4.458226610999999728e+00;1.122954999999999917e-03;1.114556652999999953e+00
5.624201438000000053e+03;1.999993850999999978e+01;4.427702000000000374e-03;4.659266824000000362e+00;1.106924999999999923e-03;1.164816706000000091e+00
5.674974672999999711e+03;1.999993570999999903e+01;4.357764000000000082e-03;4.881395877000000105e+00;1.089441000000000020e-03;1.220348969000000006e+00
5.717796086000000287e+03;1.999993333999999834e+01;4.300283000000000230e-03;5.065589457999999823e+00;1.075070999999999926e-03;1.266397364999999997e+00
5.787996132999999645e+03;1.999948234000000014e+01;4.206050000000000240e-03;5.367550485999999843e+00;1.051512000000000106e-03;1.341887622000000002e+00
5.850420167000000220e+03;1.999908128999999946e+01;4.131741000000000406e-03;5.625046956000000264e+00;1.032935000000000016e-03;1.406261739000000066e+00
5.869366735999999946e+03;1.999895957000000024e+01;4.109266000000000307e-03;5.703110267999999650e+00;1.027315999999999906e-03;1.425777566999999912e+00
5.878648473000000195e+03;1.999177802000000170e+01;4.098255000000000300e-03;5.741352710000000137e+00;1.024563999999999944e-03;1.435338178000000076e+00
5.894023229000000356e+03;1.999658480000000083e+01;4.080017000000000019e-03;5.804699502000000066e+00;1.020003999999999919e-03;1.451174874999999975e+00
5.909397984999999608e+03;2.000139157999999995e+01;4.061778000000000263e-03;5.868046291999999831e+00;1.015445000000000019e-03;1.467011572999999958e+00
5.918882359999999608e+03;2.000069579000000175e+01;4.050526999999999947e-03;5.907123642000000174e+00;1.012632000000000072e-03;1.476780911000000085e+00
5.928366734999999608e+03;2.000000000000000000e+01;4.039275999999999631e-03;5.946200991999999630e+00;1.009818999999999908e-03;1.486550247999999907e+00
5.977001803000000109e+03;2.000000000000000000e+01;3.987888999999999670e-03;6.139695566000000326e+00;9.969720000000000491e-04;1.534923891000000040e+00
6.025636872000000039e+03;2.000000000000000000e+01;3.936817999999999915e-03;6.332844671000000147e+00;9.842040000000000250e-04;1.583211168000000058e+00
6.083706748999999945e+03;2.000000000000000000e+01;3.878568000000000206e-03;6.559924262000000006e+00;9.696420000000000516e-04;1.639981064999999960e+00
6.143327769000000444e+03;2.000000000000000000e+01;3.821573999999999891e-03;6.789422028999999803e+00;9.553940000000000349e-04;1.697355506999999930e+00
6.193366734999999608e+03;2.000000000000000000e+01;3.775179000000000035e-03;6.980008653999999702e+00;9.437949999999999855e-04;1.745002163999999967e+00
6.217423375000000306e+03;2.000119935000000027e+01;3.753966000000000074e-03;7.070095120000000399e+00;9.384909999999999563e-04;1.767523780000000100e+00
6.241480016000000433e+03;2.000239868999999970e+01;3.732753000000000113e-03;7.160181585000000126e+00;9.331880000000000513e-04;1.790045396000000011e+00
6.254135025999999925e+03;2.000048795000000013e+01;3.721593000000000036e-03;7.207571622999999761e+00;9.303980000000000323e-04;1.801892905999999961e+00
6.262078384999999798e+03;1.999999923000000024e+01;3.714588999999999912e-03;7.237317637000000303e+00;9.286470000000000011e-04;1.809329409000000055e+00
6.315965583000000152e+03;1.999999040000000150e+01;3.668976999999999915e-03;7.435846376999999841e+00;9.172440000000000020e-04;1.858961593999999939e+00
6.369404539000000113e+03;1.999998164999999872e+01;3.624830999999999800e-03;7.630862350000000127e+00;9.062080000000000352e-04;1.907715588000000073e+00
6.422843493999999737e+03;1.999997288999999867e+01;3.581925000000000126e-03;7.823252240000000413e+00;8.954809999999999463e-04;1.955813060000000103e+00
6.480392407999999705e+03;1.999996346000000003e+01;3.537228999999999807e-03;8.027238900000000399e+00;8.843069999999999750e-04;2.006809725000000100e+00
6.533713005999999950e+03;1.999995472999999890e+01;3.495817000000000022e-03;8.216237959000000757e+00;8.739540000000000286e-04;2.054059490000000210e+00
6.587033604999999625e+03;1.999994599000000051e+01;3.456837999999999838e-03;8.400794652000000085e+00;8.642090000000000058e-04;2.100198663000000021e+00
6.643386454000000413e+03;1.999993676000000065e+01;3.416262000000000205e-03;8.594712685999999380e+00;8.540660000000000049e-04;2.148678170999999804e+00
6.688718595000000278e+03;1.999992933000000050e+01;3.384210999999999817e-03;8.749157561000000527e+00;8.460530000000000394e-04;2.187289390000000111e+00
6.736045791999999892e+03;1.999992157999999876e+01;3.351974000000000186e-03;8.907172099000000287e+00;8.379940000000000002e-04;2.226793025000000092e+00
6.783372989999999845e+03;1.999991383000000056e+01;3.319738000000000029e-03;9.065186637000000047e+00;8.299349999999999609e-04;2.266296658999999991e+00
6.825415562999999565e+03;1.999990693999999891e+01;3.291100999999999836e-03;9.205557040000000413e+00;8.227749999999999821e-04;2.301389260000000103e+00
6.886232931999999892e+03;1.999993093000000144e+01;3.251716999999999889e-03;9.403346747000000505e+00;8.129289999999999954e-04;2.350836687000000147e+00
6.947050301000000218e+03;1.999995490999999959e+01;3.212828000000000038e-03;9.599859677999999619e+00;8.032070000000000095e-04;2.399964918999999863e+00
7.009353635000000395e+03;1.999997949000000119e+01;3.173324999999999844e-03;9.800317702999999270e+00;7.933309999999999841e-04;2.450079425999999838e+00
7.061366734999999608e+03;2.000000000000000000e+01;3.141818000000000215e-03;9.963924861000000632e+00;7.854550000000000073e-04;2.490981215000000137e+00
7.066554234000000179e+03;2.000469069000000033e+01;3.138675999999999966e-03;9.980242136999999403e+00;7.846689999999999915e-04;2.495060533999999830e+00
7.070366734000000179e+03;2.000000000000000000e+01;3.136367000000000148e-03;9.992234352000000541e+00;7.840920000000000138e-04;2.498058588000000135e+00
7.124866734999999608e+03;2.000000000000000000e+01;3.103733999999999920e-03;1.016273814000000009e+01;7.759340000000000421e-04;2.540684535000000022e+00
7.179366734999999608e+03;2.000000000000000000e+01;3.072240999999999861e-03;1.033047013000000014e+01;7.680599999999999884e-04;2.582617533000000076e+00
7.180741734999999608e+03;2.000192678999999885e+01;3.071447000000000153e-03;1.033470190000000066e+01;7.678620000000000150e-04;2.583675475999999804e+00
7.182116734999999608e+03;2.000385357000000042e+01;3.070652000000000104e-03;1.033893366999999941e+01;7.676630000000000259e-04;2.584733418999999977e+00
7.184366734000000179e+03;2.000000000000000000e+01;3.069352000000000018e-03;1.034585839000000007e+01;7.673380000000000044e-04;2.586464596999999976e+00
7.240661160999999993e+03;2.000000000000000000e+01;3.037156000000000057e-03;1.051822817000000043e+01;7.592890000000000143e-04;2.629557042000000067e+00
7.298268363000000136e+03;2.000000000000000000e+01;3.005486999999999829e-03;1.069122931999999970e+01;7.513720000000000425e-04;2.672807328999999843e+00
7.319366734999999608e+03;2.000000000000000000e+01;2.993888000000000105e-03;1.075459019000000005e+01;7.484720000000000262e-04;2.688647546999999971e+00
7.324585484000000179e+03;1.999417757000000151e+01;2.991020000000000050e-03;1.077026269999999997e+01;7.477550000000000125e-04;2.692565674999999992e+00
7.328366734000000179e+03;2.000000000000000000e+01;2.988941000000000167e-03;1.078161822999999941e+01;7.472349999999999565e-04;2.695404558999999978e+00
7.358349032000000079e+03;2.000000335000000007e+01;2.972457999999999871e-03;1.087165856999999924e+01;7.431150000000000299e-04;2.717914642999999852e+00
7.360366734999999608e+03;2.000000358000000134e+01;2.971348999999999865e-03;1.087771797000000085e+01;7.428369999999999895e-04;2.719429492000000170e+00
7.364366734000000179e+03;2.000664705000000154e+01;2.969149999999999828e-03;1.088973043000000018e+01;7.422880000000000190e-04;2.722432608000000087e+00
7.368366734000000179e+03;2.000000000000000000e+01;2.966950999999999790e-03;1.090174290000000035e+01;7.417380000000000327e-04;2.725435725000000087e+00
7.384866734999999608e+03;1.999977592000000115e+01;2.958119999999999847e-03;1.095060216999999980e+01;7.395299999999999617e-04;2.737650542999999992e+00
