MTS793|MPT|DEU|1|2|,|.|:|49|1|1|A

Datenerfassung						Zeit:	289,06738	s	11.07.2023 10:20:39
Datum	Laufzeit	Ch 1 Kraft Sollwert	Ch 1 Kraft	Ch 1 Weg	1470533	1470534	1281068
d	s	kN	kN	mm	mm	mm	mm
45118	240,51074	-3,9000001	-3,907023	0,0010639429	3,2929209e-05	2,0384789e-05	0,00018635679
45118	240,71094	-3,9000001	-3,8848965	0,00058412552	0,00010622807	7,2097406e-05	0,00015529485
45118	240,91113	-3,9000001	-3,9202867	-0,00051558018	-2,4413033e-05	3,3307821e-05	8,9579167e-05
45118	241,11133	-3,9000001	-3,8765519	0,00076293945	6,9474052e-05	-4,5182183e-05	0,0001370533
45118	241,31152	-3,9000001	-3,8831959	0,00059604645	6,2930048e-05	7,5843185e-05	0,00013229399
45118	241,51172	-4,6693358	-4,375031	-0,0016868114	-0,00017904883	-3,2873824e-05	-1,4010224e-05
45118	241,71191	-5,4500976	-4,9294772	-0,0033468008	-0,00045592908	-0,00029378757	-0,00024050139
45118	241,91211	-6,2308598	-4,9591398	-0,0031679869	-0,00043955413	-0,00039937906	-0,00017840725
45118	242,1123	-7,0116215	-6,1742306	-0,0090271235	-0,00096181972	-0,00067394041	-0,00057633035
45118	242,3125	-7,7923832	-7,5911942	-0,01526475	-0,0015910007	-0,001191726	-0,0011344935
45118	242,5127	-8,5731449	-8,4581451	-0,018823147	-0,0019824756	-0,0015426204	-0,0012735099
45118	242,71289	-9,3539066	-9,2424927	-0,022408366	-0,0023368082	-0,0017687622	-0,0015997905
45118	242,91309	-10,134668	-10,058426	-0,026205182	-0,0027768107	-0,0020476952	-0,0021066498
45118	243,11328	-10,91543	-10,833988	-0,028952956	-0,0030184011	-0,002369944	-0,0023101624
45118	243,31348	-11,696192	-11,578312	-0,03156364	-0,0032477104	-0,0027284566	-0,0025986808
45118	243,51367	-12,476954	-12,394094	-0,035125017	-0,0036844856	-0,0030198619	-0,0028862399
45118	243,71387	-13,257715	-13,152605	-0,038218498	-0,0039765751	-0,0033045597	-0,0031011004
45118	243,91406	-14,038477	-13,97983	-0,04131496	-0,0043633888	-0,0036430173	-0,0034911484
45118	244,11426	-14,819239	-14,725986	-0,043034554	-0,0046172906	-0,0038997158	-0,0036969699
