MTS793|MPT|DEU|1|2|,|.|:|49|1|1|A

Bediener Information						Zeit:	22,382813	s	30.06.2023 07:59:37
Datum	30.6.2023
Prüfer	Mac, Sc
Probe 	Pittrich TP2_CEM I_420_oF 30.5.23 Druck E-Modul 4
Masse	5340,1
Länge	299,5
Durchmesser	98,7
Bediener Information Ende

Datenerfassung						Zeit:	347,98438	s	30.06.2023 08:05:03
Datum	Laufzeit	Ch 1 Kraft Sollwert	Ch 1 Kraft	Ch 1 Weg	1470533	1470534	1281068
d	s	kN	kN	mm	mm	mm	mm
45107	22,893555	-1,2781055	-1,2391191	38,03952	-0,59023964	-0,04160323	-0,01755104
45107	23,393555	-1,5681055	-1,5196055	38,037151	-0,59016061	-0,04173211	-0,01765907
45107	23,893555	-1,8581055	-1,8313732	38,034706	-0,59022796	-0,041935883	-0,017786032
45107	24,393555	-2,1481056	-2,0369589	38,032204	-0,59031355	-0,041991875	-0,017857399
45107	24,893555	-2,4381056	-2,0927806	38,031708	-0,59030032	-0,0421068	-0,017871527
45107	25,393555	-2,7281055	-2,2074747	38,031345	-0,5902825	-0,042193212	-0,01787506
45107	25,893555	-3,0181055	-2,9741712	38,025696	-0,5905298	-0,042507038	-0,018150713
45107	26,393555	-3,3081055	-3,2281427	38,023876	-0,59051538	-0,042650394	-0,018227672
45107	26,893555	-3,5981057	-3,5298522	38,021591	-0,59070343	-0,042781718	-0,018371664
45107	27,393555	-3,8881056	-3,8209054	38,019028	-0,59074104	-0,042868458	-0,018389467
45107	27,893555	-3,9000001	-3,9150491	38,018276	-0,59082472	-0,042980954	-0,018437641
45107	28,393555	-3,9000001	-3,9516835	38,018459	-0,59079725	-0,042899672	-0,018390255
45107	28,893555	-3,9000001	-3,9384718	38,018215	-0,59069049	-0,042963903	-0,018429676
45107	29,393555	-3,9000001	-3,9541404	38,017902	-0,59071934	-0,042959437	-0,018441886
45107	29,893555	-3,9000001	-3,9260163	38,017647	-0,59069937	-0,042978168	-0,018459793
45107	30,393555	-3,9000001	-3,9460697	38,017925	-0,59067142	-0,042954434	-0,018452974
45107	30,893555	-3,9000001	-3,9399452	38,018131	-0,59061062	-0,042949118	-0,018444482
45107	31,393555	-3,9000001	-3,9310064	38,017437	-0,59061003	-0,042896815	-0,018437417
45107	31,893555	-3,9000001	-3,9437673	38,018097	-0,59065938	-0,042979509	-0,018453123
45107	32,393555	-3,9000001	-3,9433484	38,017136	-0,59066218	-0,042954758	-0,018435171
45107	32,893555	-3,9000001	-3,9415286	38,018093	-0,59067726	-0,042995967	-0,018401545
45107	33,393555	-3,9000001	-3,9382651	38,018459	-0,59065962	-0,04296881	-0,018524125
45107	33,893555	-3,9000001	-3,9086175	38,017006	-0,59060419	-0,042938329	-0,018365299
45107	34,393555	-3,9000001	-3,9419606	38,017738	-0,59060228	-0,042966135	-0,01842691
45107	34,893555	-3,9000001	-3,9109139	38,017216	-0,59054291	-0,042946883	-0,018416729
45107	35,393555	-3,9000001	-3,9418638	38,018101	-0,59063387	-0,04295554	-0,018471334
45107	35,893555	-5,3815432	-5,0092807	-0,0050649047	-0,00024646521	-0,00047846697	-0,00041147968
45107	36,393555	-7,331543	-7,0813298	-0,016783178	-0,00099086761	-0,0014643669	-0,00094098283
45107	36,893555	-9,2815428	-9,180562	-0,026884675	-0,0016891658	-0,0024404358	-0,0013926489
45107	37,393555	-11,231544	-11,145924	-0,036817789	-0,0023275316	-0,0034535117	-0,0019506559
45107	37,893555	-13,181543	-13,107111	-0,045087934	-0,0031782687	-0,004434634	-0,0023907658
45107	38,393555	-15,131543	-15,051457	-0,05210489	-0,0039365888	-0,0053661391	-0,0028340956
45107	38,893555	-17,081543	-17,011818	-0,060902536	-0,0046659708	-0,0064618364	-0,0033386571
45107	39,393555	-19,031544	-18,965633	-0,068791211	-0,0054505467	-0,007295344	-0,0038145883
45107	39,893555	-20,981543	-20,908779	-0,075350702	-0,0062702	-0,0082353577	-0,004356964
45107	40,393555	-22,931543	-22,853477	-0,082886219	-0,0070210397	-0,0090748109	-0,004913439
45107	40,893555	-24,881544	-24,821198	-0,089590251	-0,0077733397	-0,010047372	-0,0054239943
45107	41,393555	-26,831543	-26,756073	-0,095513463	-0,0086530447	-0,010930795	-0,0060366737
45107	41,893555	-28,781544	-28,722179	-0,10250658	-0,0093914866	-0,01185685	-0,0067570773
45107	42,393555	-30,731544	-30,679285	-0,10948628	-0,010232866	-0,012736615	-0,0074321632
45107	42,893555	-32,681545	-32,647911	-0,11560619	-0,010926336	-0,013645381	-0,0081632528
45107	43,393555	-34,631542	-34,579655	-0,1212433	-0,01163584	-0,014516879	-0,0088567594
45107	43,893555	-36,581543	-36,537132	-0,12755394	-0,012326032	-0,01537725	-0,0096982801
45107	44,393555	-38,531544	-38,487686	-0,13328791	-0,013100207	-0,016251501	-0,010413969
45107	44,893555	-40,481544	-40,424919	-0,13853759	-0,013749361	-0,017145209	-0,011165382
45107	45,393555	-42,431545	-42,417183	-0,14462024	-0,014535874	-0,017975565	-0,012088518
45107	45,893555	-44,381542	-44,357918	-0,15120506	-0,015234739	-0,018823653	-0,012931786
45107	46,393555	-46,331543	-46,27858	-0,15651584	-0,015889376	-0,019677315	-0,013734198
45107	46,893555	-48,281544	-48,239761	-0,16256273	-0,016549498	-0,020483367	-0,014556861
45107	47,393555	-50,231544	-50,186016	-0,16805679	-0,017313898	-0,021409053	-0,015452608
45107	47,893555	-52,181545	-52,164474	-0,17323047	-0,018061101	-0,022201881	-0,0163875
45107	48,393555	-54,131546	-54,125614	-0,17842799	-0,018705606	-0,023030907	-0,017366825
45107	48,893555	-56,081543	-56,056393	-0,18405467	-0,019571573	-0,023997936	-0,018191431
45107	49,393555	-58,031544	-57,987503	-0,18991381	-0,020124674	-0,024752606	-0,019088605
45107	49,893555	-59,981544	-59,954693	-0,19545108	-0,02083838	-0,025578726	-0,019880839
45107	50,393555	-61,931545	-61,924751	-0,20100623	-0,021615416	-0,026437618	-0,020835232
45107	50,893555	-63,881546	-63,863251	-0,20670444	-0,022283763	-0,027253069	-0,021722216
45107	51,393555	-65,831543	-65,810547	-0,21127611	-0,023008913	-0,028097723	-0,022662306
45107	51,893555	-67,781548	-67,747879	-0,21755397	-0,023673922	-0,028990861	-0,023500632
45107	52,393555	-69,731544	-69,697945	-0,22267103	-0,024392188	-0,029781811	-0,024359016
45107	52,893555	-71,681541	-71,665253	-0,22738278	-0,025198251	-0,030706283	-0,025278272
45107	53,393555	-73,631546	-73,604294	-0,23372173	-0,025880367	-0,03153595	-0,026203141
45107	53,893555	-75,581543	-75,563904	-0,23815483	-0,026642203	-0,032420073	-0,027156472
45107	54,393555	-77,531548	-77,523048	-0,24442971	-0,02739197	-0,033334754	-0,027990883
