MTS793|MPT|DEU|1|2|,|.|:|49|1|1|A

Datenerfassung						Zeit:	251,3623	s	30.06.2023 08:03:26
Datum	Laufzeit	Ch 1 Kraft Sollwert	Ch 1 Kraft	Ch 1 Weg	1470533	1470534	1281068
d	s	kN	kN	mm	mm	mm	mm
45107	203,18945	-3,9000001	-3,8801599	-0,039304793	6,9588423e-05	4,0799379e-05	2,8957436e-05
45107	203,38965	-3,9000001	-3,8602986	-0,03952235	3,1977892e-05	-8,655712e-06	-5,1355946e-05
45107	203,58984	-3,9000001	-3,874788	-0,039544702	-2,1398067e-05	-2,2221357e-05	-0,00010010171
45107	203,79004	-3,9000001	-3,8518867	-0,040513277	8,9883804e-05	-4,5744702e-05	8,7749805e-07
45107	203,99023	-3,9000001	-3,8728378	-0,039446354	1,4334917e-05	-4,3837354e-05	-3,8951992e-05
45107	204,19043	-4,6693358	-4,3159389	-0,041994452	-0,00011521578	-0,00022791699	-0,00022275065
45107	204,39063	-5,4500976	-4,887363	-0,045114756	-0,00029957294	-0,00037545711	-0,00038293123
45107	204,59082	-6,2308598	-5,0744133	-0,045226514	-0,00033450127	-0,00052528642	-0,00032014551
45107	204,79102	-7,0116215	-5,7910995	-0,049327314	-0,00067284703	-0,00086037442	-0,00066843786
45107	204,99121	-7,7923832	-7,3731337	-0,057755411	-0,0012757778	-0,001501143	-0,0010754185
45107	205,19141	-8,5731449	-8,3622103	-0,061872602	-0,0015463531	-0,0019475222	-0,0014484965
45107	205,3916	-9,3539066	-9,2387466	-0,06622225	-0,0019074082	-0,0023854412	-0,0016999368
45107	205,5918	-10,134668	-10,041033	-0,069269538	-0,0023037195	-0,0027430207	-0,002022187
45107	205,79199	-10,91543	-10,798986	-0,072617829	-0,0025999546	-0,0030373372	-0,0022623537
45107	205,99219	-11,696192	-11,60406	-0,076527894	-0,0028365254	-0,0034750365	-0,0024795865
45107	206,19238	-12,476954	-12,370913	-0,079537928	-0,0031076372	-0,0038252771	-0,0027985943
45107	206,39258	-13,257715	-13,144031	-0,081652403	-0,0033810139	-0,0040622726	-0,0029690594
45107	206,59277	-14,038477	-13,937793	-0,085732341	-0,0036680996	-0,0043862239	-0,0032551906
45107	206,79297	-14,819239	-14,722248	-0,089026988	-0,0040329695	-0,0048157573	-0,0035964779
